timestamp, light1, light2, light3, UUID 
1497341818996,64777,5871,64777,,80ec3f676e17debf
1497341819178,71264,5852,71264,,80ec3f676e17debf
1497341819178,71264,5852,71264,,80ec3f676e17debf
1497341819358,69225,5924,69225,,80ec3f676e17debf
1497341819358,69225,5924,69225,,80ec3f676e17debf
1497341819537,72389,5913,72389,,80ec3f676e17debf
1497341819722,81451,5996,81451,,80ec3f676e17debf
1497341819722,81451,5996,81451,,80ec3f676e17debf
1497341819896,80483,5927,80483,,80ec3f676e17debf
1497341819896,80483,5927,80483,,80ec3f676e17debf
1497341820078,75622,5825,75622,,80ec3f676e17debf
1497341820078,75622,5825,75622,,80ec3f676e17debf
1497341820257,76414,5889,76414,,80ec3f676e17debf
1497341820257,76414,5889,76414,,80ec3f676e17debf
1497341820455,77136,5884,77136,,80ec3f676e17debf
1497341820622,76852,5827,76852,,80ec3f676e17debf
1497341820622,76852,5827,76852,,80ec3f676e17debf
1497341820796,77594,5828,77594,,80ec3f676e17debf
1497341820976,74544,5833,74544,,80ec3f676e17debf
1497341821158,72199,5856,72199,,80ec3f676e17debf
1497341821158,72199,5856,72199,,80ec3f676e17debf
1497341821336,64765,6166,64765,,80ec3f676e17debf
1497341821518,65849,6145,65849,,80ec3f676e17debf
1497341821518,65849,6145,65849,,80ec3f676e17debf
1497341821702,65456,5940,65456,,80ec3f676e17debf
1497341821702,65456,5940,65456,,80ec3f676e17debf
1497341821877,68044,5857,68044,,80ec3f676e17debf
1497341821877,68044,5857,68044,,80ec3f676e17debf
1497341822057,69547,5846,69547,,80ec3f676e17debf
1497341822057,69547,5846,69547,,80ec3f676e17debf
1497341822238,78076,5821,78076,,80ec3f676e17debf
1497341822417,71070,5820,71070,,80ec3f676e17debf
1497341822417,71070,5820,71070,,80ec3f676e17debf
1497341822600,73044,5905,73044,,80ec3f676e17debf
1497341822600,73044,5905,73044,,80ec3f676e17debf
1497341822780,62999,5896,62999,,80ec3f676e17debf
1497341822780,62999,5896,62999,,80ec3f676e17debf
1497341822956,62255,6083,62255,,80ec3f676e17debf
1497341822956,62255,6083,62255,,80ec3f676e17debf
1497341823138,63421,6149,63421,,80ec3f676e17debf
1497341823318,63285,6080,63285,,80ec3f676e17debf
1497341823318,63285,6080,63285,,80ec3f676e17debf
1497341823497,64776,5825,64776,,80ec3f676e17debf
1497341823497,64776,5825,64776,,80ec3f676e17debf
1497341823677,73813,5782,73813,,80ec3f676e17debf
1497341823677,73813,5782,73813,,80ec3f676e17debf
1497341823857,72450,5784,72450,,80ec3f676e17debf
1497341823857,72450,5784,72450,,80ec3f676e17debf
1497341824049,4822,6564,4822,,80ec3f676e17debf
1497341824221,4101,6792,4101,,80ec3f676e17debf
1497341824221,4101,6792,4101,,80ec3f676e17debf
1497341824397,3858,6507,3858,,80ec3f676e17debf
1497341824397,3858,6507,3858,,80ec3f676e17debf
1497341824576,3722,6428,3722,,80ec3f676e17debf
1497341824576,3722,6428,3722,,80ec3f676e17debf
1497341824756,3449,6255,3449,,80ec3f676e17debf
1497341824756,3449,6255,3449,,80ec3f676e17debf
1497341824936,3262,6138,3262,,80ec3f676e17debf
1497341825117,3064,6011,3064,,80ec3f676e17debf
1497341825117,3064,6011,3064,,80ec3f676e17debf
1497341825298,2905,5972,2905,,80ec3f676e17debf
1497341825298,2905,5972,2905,,80ec3f676e17debf
1497341825477,2798,5956,2798,,80ec3f676e17debf
1497341825477,2798,5956,2798,,80ec3f676e17debf
1497341825660,2607,5780,2607,,80ec3f676e17debf
1497341825660,2607,5780,2607,,80ec3f676e17debf
1497341825847,2490,5718,2490,,80ec3f676e17debf
1497341826017,2408,5667,2408,,80ec3f676e17debf
1497341826196,2374,5630,2374,,80ec3f676e17debf
1497341826196,2374,5630,2374,,80ec3f676e17debf
1497341826376,2140,5358,2140,,80ec3f676e17debf
1497341826376,2140,5358,2140,,80ec3f676e17debf
1497341826556,1979,5196,1979,,80ec3f676e17debf
1497341826556,1979,5196,1979,,80ec3f676e17debf
1497341826736,1909,5155,1909,,80ec3f676e17debf
1497341826736,1909,5155,1909,,80ec3f676e17debf
1497341826917,1789,5020,1789,,80ec3f676e17debf
1497341827098,1715,4943,1715,,80ec3f676e17debf
1497341827098,1715,4943,1715,,80ec3f676e17debf
1497341827280,1829,5143,1829,,80ec3f676e17debf
1497341827280,1829,5143,1829,,80ec3f676e17debf
1497341827457,1890,5290,1890,,80ec3f676e17debf
1497341827457,1890,5290,1890,,80ec3f676e17debf
1497341827638,1660,4952,1660,,80ec3f676e17debf
1497341827638,1660,4952,1660,,80ec3f676e17debf
1497341827816,1659,5001,1659,,80ec3f676e17debf
1497341827997,1777,5294,1777,,80ec3f676e17debf
1497341827997,1777,5294,1777,,80ec3f676e17debf
1497341828178,1656,5166,1656,,80ec3f676e17debf
1497341828178,1656,5166,1656,,80ec3f676e17debf
1497341828356,1587,5075,1587,,80ec3f676e17debf
1497341828356,1587,5075,1587,,80ec3f676e17debf
1497341828537,1653,5257,1653,,80ec3f676e17debf
1497341828720,1660,5285,1660,,80ec3f676e17debf
1497341828720,1660,5285,1660,,80ec3f676e17debf
1497341828896,1751,5501,1751,,80ec3f676e17debf
1497341828896,1751,5501,1751,,80ec3f676e17debf
1497341829076,1509,5126,1509,,80ec3f676e17debf
1497341829256,1508,5212,1508,,80ec3f676e17debf
1497341829256,1508,5212,1508,,80ec3f676e17debf
1497341829256,1508,5212,1508,,80ec3f676e17debf
1497341829436,1503,5255,1503,,80ec3f676e17debf
1497341829616,1374,5067,1374,,80ec3f676e17debf
1497341829616,1374,5067,1374,,80ec3f676e17debf
1497341829797,1519,5406,1519,,80ec3f676e17debf
1497341829797,1519,5406,1519,,80ec3f676e17debf
1497341829977,1366,5159,1366,,80ec3f676e17debf
1497341829977,1366,5159,1366,,80ec3f676e17debf
1497341830157,1243,4965,1243,,80ec3f676e17debf
1497341830157,1243,4965,1243,,80ec3f676e17debf
1497341830341,1295,5162,1295,,80ec3f676e17debf
1497341830517,1201,5052,1201,,80ec3f676e17debf
1497341830517,1201,5052,1201,,80ec3f676e17debf
1497341830697,1224,5164,1224,,80ec3f676e17debf
1497341830697,1224,5164,1224,,80ec3f676e17debf
1497341830878,1202,5178,1202,,80ec3f676e17debf
1497341830878,1202,5178,1202,,80ec3f676e17debf
1497341831058,1092,4960,1092,,80ec3f676e17debf
1497341831238,1075,4991,1075,,80ec3f676e17debf
1497341831597,1049,5143,1049,,80ec3f676e17debf
1497341831597,1049,5143,1049,,80ec3f676e17debf
1497341831781,1022,5094,1022,,80ec3f676e17debf
1497341831781,1022,5094,1022,,80ec3f676e17debf
1497341831958,938,4954,938,,80ec3f676e17debf
1497341831958,938,4954,938,,80ec3f676e17debf
1497341832136,902,4912,902,,80ec3f676e17debf
1497341832317,886,4926,886,,80ec3f676e17debf
1497341832317,886,4926,886,,80ec3f676e17debf
1497341832496,851,4909,851,,80ec3f676e17debf
1497341832496,851,4909,851,,80ec3f676e17debf
1497341832676,865,4963,865,,80ec3f676e17debf
1497341832676,865,4963,865,,80ec3f676e17debf
1497341832858,825,4917,825,,80ec3f676e17debf
1497341832858,825,4917,825,,80ec3f676e17debf
1497341833043,828,4970,828,,80ec3f676e17debf
1497341833218,812,5039,812,,80ec3f676e17debf
1497341833218,812,5039,812,,80ec3f676e17debf
1497341833401,759,4931,759,,80ec3f676e17debf
1497341833401,759,4931,759,,80ec3f676e17debf
1497341833579,757,5011,757,,80ec3f676e17debf
1497341833579,757,5011,757,,80ec3f676e17debf
1497341833757,663,4956,663,,80ec3f676e17debf
1497341833757,663,4956,663,,80ec3f676e17debf
1497341833937,620,4960,620,,80ec3f676e17debf
1497341834116,659,5019,659,,80ec3f676e17debf
1497341834116,659,5019,659,,80ec3f676e17debf
1497341834297,604,5052,604,,80ec3f676e17debf
1497341834297,604,5052,604,,80ec3f676e17debf
1497341834478,583,5041,583,,80ec3f676e17debf
1497341834478,583,5041,583,,80ec3f676e17debf
1497341834661,619,5237,619,,80ec3f676e17debf
1497341834661,619,5237,619,,80ec3f676e17debf
1497341834839,572,5183,572,,80ec3f676e17debf
1497341835020,527,5164,527,,80ec3f676e17debf
1497341835020,527,5164,527,,80ec3f676e17debf
1497341835204,512,5114,512,,80ec3f676e17debf
1497341835204,512,5114,512,,80ec3f676e17debf
1497341835377,511,5199,511,,80ec3f676e17debf
1497341835377,511,5199,511,,80ec3f676e17debf
1497341835556,510,5241,510,,80ec3f676e17debf
1497341835556,510,5241,510,,80ec3f676e17debf
1497341835737,516,5244,516,,80ec3f676e17debf
1497341835918,457,5222,457,,80ec3f676e17debf
1497341835918,457,5222,457,,80ec3f676e17debf
1497341836098,433,5211,433,,80ec3f676e17debf
1497341836098,433,5211,433,,80ec3f676e17debf
1497341836277,450,5319,450,,80ec3f676e17debf
1497341836277,450,5319,450,,80ec3f676e17debf
1497341836457,421,5259,421,,80ec3f676e17debf
1497341836457,421,5259,421,,80ec3f676e17debf
1497341836637,433,5315,433,,80ec3f676e17debf
1497341836817,450,5422,450,,80ec3f676e17debf
1497341836817,450,5422,450,,80ec3f676e17debf
1497341836999,410,5365,410,,80ec3f676e17debf
1497341836999,410,5365,410,,80ec3f676e17debf
1497341837178,402,5422,402,,80ec3f676e17debf
1497341837178,402,5422,402,,80ec3f676e17debf
1497341837357,420,5477,420,,80ec3f676e17debf
1497341837357,420,5477,420,,80ec3f676e17debf
1497341837539,410,5479,410,,80ec3f676e17debf
1497341837719,431,5477,431,,80ec3f676e17debf
1497341837719,431,5477,431,,80ec3f676e17debf
