timestamp, latitude, longitude, accuracy, UUID 
1498222970628,48.2639099,11.6560658,1200,,80ec3f676e17debf
1498222971699,48.2633808,11.6612285,1200,,80ec3f676e17debf
1498222977729,48.264844,11.671222,6,,80ec3f676e17debf
1498222977221,48.2647149,11.6713834,16.665000915527344,,80ec3f676e17debf
1498222978750,48.2647128,11.6713846,32,,80ec3f676e17debf
1498222979751,48.2647112,11.6713831,32,,80ec3f676e17debf
1498222980751,48.264713,11.6713781,32,,80ec3f676e17debf
1498222981757,48.2647137,11.6713817,8,,80ec3f676e17debf
1498222982757,48.2647095,11.6713992,8,,80ec3f676e17debf
1498222983999,48.2647124,11.6714032,8,,80ec3f676e17debf
1498222984999,48.264718,11.6714074,8,,80ec3f676e17debf
1498222985999,48.2647194,11.6714184,8,,80ec3f676e17debf
1498222986999,48.2647228,11.6714273,8,,80ec3f676e17debf
1498222987999,48.2647215,11.6714344,24,,80ec3f676e17debf
1498222988999,48.2647225,11.6714406,32,,80ec3f676e17debf
1498222989999,48.2647227,11.6714355,24,,80ec3f676e17debf
1498222990999,48.2647191,11.6714387,32,,80ec3f676e17debf
1498222991999,48.2647205,11.6714415,96,,80ec3f676e17debf
1498222992999,48.2647234,11.6714389,96,,80ec3f676e17debf
1498222993999,48.264722,11.6714462,16,,80ec3f676e17debf
1498222994999,48.2647251,11.6714491,12,,80ec3f676e17debf
1498222995999,48.2647247,11.6714536,16,,80ec3f676e17debf
1498222996999,48.2647216,11.6714592,32,,80ec3f676e17debf
1498222997999,48.2647165,11.6714654,96,,80ec3f676e17debf
1498222998999,48.2647165,11.6714726,24,,80ec3f676e17debf
1498222999999,48.264718,11.671474,16,,80ec3f676e17debf
1498223000999,48.2647204,11.6714745,16,,80ec3f676e17debf
1498223001999,48.2647185,11.6714812,24,,80ec3f676e17debf
1498223002550,48.2647185,11.6714812,48.57699966430664,,80ec3f676e17debf
1498223018814,48.2647738,11.6724533,327.5450134277344,,80ec3f676e17debf
1498223023822,48.2647738,11.6724533,392.64898681640625,,80ec3f676e17debf
1498223028819,48.2647738,11.6724533,457.6099853515625,,80ec3f676e17debf
