prediction, timestamp 
walking,1498222971517
walking,1498222973071
walking,1498222974602
walking,1498222976029
walking downstairs,1498222977572
walking downstairs,1498222979035
walking downstairs,1498222980560
walking downstairs,1498222982276
walking downstairs,1498222983564
walking downstairs,1498222985049
walking downstairs,1498222986543
walking downstairs,1498222988049
walking downstairs,1498222989637
walking downstairs,1498222991035
walking downstairs,1498222992539
walking downstairs,1498222994566
walking downstairs,1498222995540
walking downstairs,1498222997028
walking downstairs,1498222998543
walking downstairs,1498223000495
walking downstairs,1498223001529
walking downstairs,1498223003035
walking downstairs,1498223006049
walking downstairs,1498223007541
walking downstairs,1498223009090
walking downstairs,1498223010634
walking downstairs,1498223012063
walking downstairs,1498223013567
walking downstairs,1498223015042
walking downstairs,1498223016540
walking downstairs,1498223018037
walking downstairs,1498223019560
walking downstairs,1498223021057
walking downstairs,1498223022544
walking downstairs,1498223024915
walking downstairs,1498223025540
walking downstairs,1498223027042
walking downstairs,1498223028814
walking downstairs,1498223030096
