timestamp, light1, light2, light3, UUID 
1497864934933,115680,5622,115680,,80ec3f676e17debf
1497864935109,119723,5644,119723,,80ec3f676e17debf
1497864935109,119723,5644,119723,,80ec3f676e17debf
1497864935649,114903,5624,114903,,80ec3f676e17debf
1497864935833,110564,5626,110564,,80ec3f676e17debf
1497864935833,110564,5626,110564,,80ec3f676e17debf
1497864936009,110136,5638,110136,,80ec3f676e17debf
1497864936009,110136,5638,110136,,80ec3f676e17debf
1497864936197,109774,5692,109774,,80ec3f676e17debf
1497864936197,109774,5692,109774,,80ec3f676e17debf
1497864936374,111605,5744,111605,,80ec3f676e17debf
1497864936558,110766,5899,110766,,80ec3f676e17debf
1497864936730,108269,5936,108269,,80ec3f676e17debf
1497864936921,108704,5948,108704,,80ec3f676e17debf
1497864936921,108704,5948,108704,,80ec3f676e17debf
1497864937090,109533,5919,109533,,80ec3f676e17debf
1497864937090,109533,5919,109533,,80ec3f676e17debf
1497864937276,111558,5964,111558,,80ec3f676e17debf
1497864937449,114586,5692,114586,,80ec3f676e17debf
1497864937449,114586,5692,114586,,80ec3f676e17debf
1497864937629,111834,5856,111834,,80ec3f676e17debf
1497864937629,111834,5856,111834,,80ec3f676e17debf
1497864937810,110646,5964,110646,,80ec3f676e17debf
1497864937810,110646,5964,110646,,80ec3f676e17debf
1497864937990,107397,6021,107397,,80ec3f676e17debf
1497864937990,107397,6021,107397,,80ec3f676e17debf
1497864938169,109717,5939,109717,,80ec3f676e17debf
1497864938349,112882,5724,112882,,80ec3f676e17debf
1497864938349,112882,5724,112882,,80ec3f676e17debf
1497864938531,116480,5592,116480,,80ec3f676e17debf
1497864938531,116480,5592,116480,,80ec3f676e17debf
1497864938711,115899,5652,115899,,80ec3f676e17debf
1497864938711,115899,5652,115899,,80ec3f676e17debf
1497864938889,110270,5779,110270,,80ec3f676e17debf
1497864938889,110270,5779,110270,,80ec3f676e17debf
1497864939074,112853,5727,112853,,80ec3f676e17debf
1497864939074,112853,5727,112853,,80ec3f676e17debf
1497864939249,109865,5721,109865,,80ec3f676e17debf
1497864939429,110220,5748,110220,,80ec3f676e17debf
1497864939429,110220,5748,110220,,80ec3f676e17debf
1497864939609,113202,5655,113202,,80ec3f676e17debf
1497864939609,113202,5655,113202,,80ec3f676e17debf
1497864939796,110377,5786,110377,,80ec3f676e17debf
1497864939796,110377,5786,110377,,80ec3f676e17debf
1497864939969,109372,5871,109372,,80ec3f676e17debf
1497864940152,107476,5962,107476,,80ec3f676e17debf
1497864940152,107476,5962,107476,,80ec3f676e17debf
1497864940330,108548,5977,108548,,80ec3f676e17debf
1497864940510,111043,5915,111043,,80ec3f676e17debf
1497864940691,113068,5719,113068,,80ec3f676e17debf
1497864940691,113068,5719,113068,,80ec3f676e17debf
1497864940870,114160,5678,114160,,80ec3f676e17debf
1497864940870,114160,5678,114160,,80ec3f676e17debf
1497864941050,116390,5660,116390,,80ec3f676e17debf
1497864941230,109480,5862,109480,,80ec3f676e17debf
1497864941230,109480,5862,109480,,80ec3f676e17debf
1497864941415,107133,5998,107133,,80ec3f676e17debf
1497864941415,107133,5998,107133,,80ec3f676e17debf
1497864941589,103815,5928,103815,,80ec3f676e17debf
1497864941589,103815,5928,103815,,80ec3f676e17debf
1497864941770,107306,5999,107306,,80ec3f676e17debf
1497864941949,111358,5749,111358,,80ec3f676e17debf
1497864941949,111358,5749,111358,,80ec3f676e17debf
1497864942130,111955,5737,111955,,80ec3f676e17debf
1497864942130,111955,5737,111955,,80ec3f676e17debf
1497864942309,110110,5805,110110,,80ec3f676e17debf
1497864942309,110110,5805,110110,,80ec3f676e17debf
1497864942491,108610,5927,108610,,80ec3f676e17debf
1497864942491,108610,5927,108610,,80ec3f676e17debf
1497864942670,108895,5918,108895,,80ec3f676e17debf
1497864942849,103619,5891,103619,,80ec3f676e17debf
1497864942849,103619,5891,103619,,80ec3f676e17debf
1497864943029,110919,5881,110919,,80ec3f676e17debf
1497864943029,110919,5881,110919,,80ec3f676e17debf
1497864943209,111042,5849,111042,,80ec3f676e17debf
1497864943209,111042,5849,111042,,80ec3f676e17debf
1497864943389,109404,5752,109404,,80ec3f676e17debf
1497864943389,109404,5752,109404,,80ec3f676e17debf
1497864943569,110204,5850,110204,,80ec3f676e17debf
1497864943750,108453,5878,108453,,80ec3f676e17debf
1497864943750,108453,5878,108453,,80ec3f676e17debf
1497864943929,108516,5792,108516,,80ec3f676e17debf
1497864943929,108516,5792,108516,,80ec3f676e17debf
1497864944109,108104,5790,108104,,80ec3f676e17debf
1497864944109,108104,5790,108104,,80ec3f676e17debf
1497864944289,108852,5709,108852,,80ec3f676e17debf
1497864944289,108852,5709,108852,,80ec3f676e17debf
1497864944475,111949,5633,111949,,80ec3f676e17debf
1497864944475,111949,5633,111949,,80ec3f676e17debf
1497864944651,109849,5674,109849,,80ec3f676e17debf
1497864944845,108667,5833,108667,,80ec3f676e17debf
1497864944845,108667,5833,108667,,80ec3f676e17debf
1497864945010,105690,5796,105690,,80ec3f676e17debf
1497864945010,105690,5796,105690,,80ec3f676e17debf
1497864945189,4492,6437,4492,,80ec3f676e17debf
1497864945189,4492,6437,4492,,80ec3f676e17debf
1497864945371,4109,6319,4109,,80ec3f676e17debf
1497864945550,3944,6371,3944,,80ec3f676e17debf
1497864945550,3944,6371,3944,,80ec3f676e17debf
1497864945736,3808,6290,3808,,80ec3f676e17debf
1497864945736,3808,6290,3808,,80ec3f676e17debf
1497864945909,3478,6114,3478,,80ec3f676e17debf
1497864945909,3478,6114,3478,,80ec3f676e17debf
1497864946090,3345,6152,3345,,80ec3f676e17debf
1497864946090,3345,6152,3345,,80ec3f676e17debf
1497864946271,3187,6106,3187,,80ec3f676e17debf
1497864946271,3187,6106,3187,,80ec3f676e17debf
1497864946449,3024,6012,3024,,80ec3f676e17debf
