timestamp, heading, UUID 
1497864864701,115.35811614990234,,80ec3f676e17debf
1497864935029,12.517559051513672,,80ec3f676e17debf
1497864935180,8.868829727172852,,80ec3f676e17debf
1497864935701,10.073477745056152,,80ec3f676e17debf
1497864935781,10.491691589355469,,80ec3f676e17debf
1497864935815,10.514784812927246,,80ec3f676e17debf
1497864935844,10.519449234008789,,80ec3f676e17debf
1497864935943,9.92457103729248,,80ec3f676e17debf
1497864936030,10.046297073364258,,80ec3f676e17debf
1497864936080,10.598119735717773,,80ec3f676e17debf
1497864936092,10.6950044631958,,80ec3f676e17debf
1497864936116,10.790616035461426,,80ec3f676e17debf
1497864936201,11.163275718688965,,80ec3f676e17debf
1497864936209,11.150043487548828,,80ec3f676e17debf
1497864936229,11.137414932250977,,80ec3f676e17debf
1497864936250,11.132730484008789,,80ec3f676e17debf
1497864936271,11.132852554321289,,80ec3f676e17debf
1497864936291,11.136963844299316,,80ec3f676e17debf
1497864936301,11.128152847290039,,80ec3f676e17debf
1497864936323,11.061858177185059,,80ec3f676e17debf
1497864936342,10.95221996307373,,80ec3f676e17debf
1497864936426,10.283489227294922,,80ec3f676e17debf
1497864936450,9.888954162597656,,80ec3f676e17debf
1497864936493,9.19886589050293,,80ec3f676e17debf
1497864936515,8.64769172668457,,80ec3f676e17debf
1497864936563,6.247983932495117,,80ec3f676e17debf
1497864936770,0.1534188985824585,,80ec3f676e17debf
1497864936860,4.853264808654785,,80ec3f676e17debf
1497864936949,5.52372932434082,,80ec3f676e17debf
1497864937003,5.293907165527344,,80ec3f676e17debf
1497864937026,5.180147171020508,,80ec3f676e17debf
1497864937047,5.0509934425354,,80ec3f676e17debf
1497864937142,4.212442874908447,,80ec3f676e17debf
1497864937221,6.303785800933838,,80ec3f676e17debf
1497864937301,10.161276817321777,,80ec3f676e17debf
1497864937329,12.411730766296387,,80ec3f676e17debf
1497864937365,14.839302062988281,,80ec3f676e17debf
1497864937415,16.03335189819336,,80ec3f676e17debf
1497864937431,15.887404441833496,,80ec3f676e17debf
1497864937464,15.473278045654297,,80ec3f676e17debf
1497864937490,13.848369598388672,,80ec3f676e17debf
1497864937511,12.2304048538208,,80ec3f676e17debf
1497864937520,11.321869850158691,,80ec3f676e17debf
1497864937553,9.621150970458984,,80ec3f676e17debf
1497864937581,7.4014482498168945,,80ec3f676e17debf
1497864937610,6.329148769378662,,80ec3f676e17debf
1497864937630,5.862755298614502,,80ec3f676e17debf
1497864937654,5.564347743988037,,80ec3f676e17debf
1497864937673,5.332743167877197,,80ec3f676e17debf
1497864937710,4.859121322631836,,80ec3f676e17debf
1497864937730,4.575461387634277,,80ec3f676e17debf
1497864937750,4.233171463012695,,80ec3f676e17debf
1497864937790,3.480393171310425,,80ec3f676e17debf
1497864937821,2.9348161220550537,,80ec3f676e17debf
1497864937850,2.6208314895629883,,80ec3f676e17debf
1497864937885,2.6751389503479004,,80ec3f676e17debf
1497864937912,3.162388563156128,,80ec3f676e17debf
1497864937946,3.9764914512634277,,80ec3f676e17debf
1497864937982,4.654531002044678,,80ec3f676e17debf
1497864938000,4.541536331176758,,80ec3f676e17debf
1497864938014,4.351869106292725,,80ec3f676e17debf
1497864938034,3.711515426635742,,80ec3f676e17debf
1497864938051,3.3107423782348633,,80ec3f676e17debf
1497864938077,2.590172052383423,,80ec3f676e17debf
1497864938118,2.433542490005493,,80ec3f676e17debf
1497864938131,2.5406641960144043,,80ec3f676e17debf
1497864938151,2.613429069519043,,80ec3f676e17debf
1497864938170,2.775905132293701,,80ec3f676e17debf
1497864938193,3.187761068344116,,80ec3f676e17debf
1497864938223,4.129942893981934,,80ec3f676e17debf
1497864938242,4.64154577255249,,80ec3f676e17debf
1497864938281,5.265704154968262,,80ec3f676e17debf
1497864938301,5.5134358406066895,,80ec3f676e17debf
1497864938316,5.618968963623047,,80ec3f676e17debf
1497864938350,6.057170867919922,,80ec3f676e17debf
1497864938380,6.164216995239258,,80ec3f676e17debf
1497864938390,6.173882961273193,,80ec3f676e17debf
1497864938412,6.236143112182617,,80ec3f676e17debf
1497864938431,6.4287109375,,80ec3f676e17debf
1497864938450,6.91565465927124,,80ec3f676e17debf
1497864938481,8.680524826049805,,80ec3f676e17debf
1497864938490,9.36518669128418,,80ec3f676e17debf
1497864938510,10.443159103393555,,80ec3f676e17debf
1497864938546,11.321101188659668,,80ec3f676e17debf
1497864938581,12.09267807006836,,80ec3f676e17debf
1497864938591,12.241473197937012,,80ec3f676e17debf
1497864938610,12.456073760986328,,80ec3f676e17debf
1497864938642,12.324750900268555,,80ec3f676e17debf
1497864938687,11.531793594360352,,80ec3f676e17debf
1497864938705,11.126791954040527,,80ec3f676e17debf
1497864938725,10.772603034973145,,80ec3f676e17debf
1497864938741,10.515985488891602,,80ec3f676e17debf
1497864938770,10.250141143798828,,80ec3f676e17debf
1497864938790,10.120075225830078,,80ec3f676e17debf
1497864938815,9.893909454345703,,80ec3f676e17debf
1497864938830,9.512542724609375,,80ec3f676e17debf
1497864938856,8.90690803527832,,80ec3f676e17debf
1497864938870,8.084230422973633,,80ec3f676e17debf
1497864938949,5.9102301597595215,,80ec3f676e17debf
1497864939009,6.034646034240723,,80ec3f676e17debf
1497864939033,6.082990646362305,,80ec3f676e17debf
1497864939050,6.263605117797852,,80ec3f676e17debf
1497864939181,6.876448154449463,,80ec3f676e17debf
1497864939200,4.448458671569824,,80ec3f676e17debf
1497864939220,2.093876361846924,,80ec3f676e17debf
1497864939233,1.1820133924484253,,80ec3f676e17debf
1497864939251,0.03582262992858887,,80ec3f676e17debf
1497864939289,359.4176025390625,,80ec3f676e17debf
1497864939301,359.3372497558594,,80ec3f676e17debf
1497864939320,359.1865539550781,,80ec3f676e17debf
1497864939329,359.1260681152344,,80ec3f676e17debf
1497864939350,359.04779052734375,,80ec3f676e17debf
1497864939369,359.0771789550781,,80ec3f676e17debf
1497864939390,359.2310485839844,,80ec3f676e17debf
1497864939400,359.3822326660156,,80ec3f676e17debf
1497864939410,359.5982360839844,,80ec3f676e17debf
1497864939422,359.8459777832031,,80ec3f676e17debf
1497864939429,0.1261979639530182,,80ec3f676e17debf
1497864939450,0.779081404209137,,80ec3f676e17debf
1497864939470,1.4738717079162598,,80ec3f676e17debf
1497864939481,1.815234661102295,,80ec3f676e17debf
1497864939489,2.148352861404419,,80ec3f676e17debf
1497864939500,2.461176633834839,,80ec3f676e17debf
1497864939520,3.044786214828491,,80ec3f676e17debf
1497864939529,3.3375017642974854,,80ec3f676e17debf
1497864939550,4.026828765869141,,80ec3f676e17debf
1497864939581,5.165510654449463,,80ec3f676e17debf
1497864939589,5.402447700500488,,80ec3f676e17debf
1497864939609,5.696142673492432,,80ec3f676e17debf
1497864939620,5.811276435852051,,80ec3f676e17debf
1497864939629,5.914405822753906,,80ec3f676e17debf
1497864939649,6.175075054168701,,80ec3f676e17debf
1497864939669,6.589937686920166,,80ec3f676e17debf
1497864939681,6.880455493927002,,80ec3f676e17debf
1497864939700,7.720067977905273,,80ec3f676e17debf
1497864939709,8.33975887298584,,80ec3f676e17debf
1497864939730,10.016375541687012,,80ec3f676e17debf
1497864939764,13.40891170501709,,80ec3f676e17debf
1497864939817,17.394948959350586,,80ec3f676e17debf
1497864939850,17.65558433532715,,80ec3f676e17debf
1497864939901,16.37163543701172,,80ec3f676e17debf
1497864939930,14.10576343536377,,80ec3f676e17debf
1497864939951,12.9860258102417,,80ec3f676e17debf
1497864939970,11.870582580566406,,80ec3f676e17debf
1497864939980,11.25870418548584,,80ec3f676e17debf
1497864940001,9.905800819396973,,80ec3f676e17debf
1497864940009,9.199251174926758,,80ec3f676e17debf
1497864940030,7.959368705749512,,80ec3f676e17debf
1497864940071,6.01500940322876,,80ec3f676e17debf
1497864940100,5.018846035003662,,80ec3f676e17debf
1497864940122,4.73002290725708,,80ec3f676e17debf
1497864940162,4.870392799377441,,80ec3f676e17debf
1497864940211,5.00645637512207,,80ec3f676e17debf
1497864940231,4.717268466949463,,80ec3f676e17debf
1497864940274,3.9017772674560547,,80ec3f676e17debf
1497864940331,4.234251499176025,,80ec3f676e17debf
1497864940362,4.534846782684326,,80ec3f676e17debf
1497864940622,2.5691161155700684,,80ec3f676e17debf
1497864940660,2.766063690185547,,80ec3f676e17debf
1497864940692,2.3498504161834717,,80ec3f676e17debf
1497864940701,2.078904151916504,,80ec3f676e17debf
