timestamp, accelerationX, accelerationY, accelerationZ, UUID 
1497864934907,-0.0347159244120121,3.464409828186035,9.124302864074707,,80ec3f676e17debf
1497864935029,-0.1173158809542656,3.4572272300720215,9.32421875,,80ec3f676e17debf
1497864935193,-0.14365209639072418,3.1208419799804688,9.227252960205078,,80ec3f676e17debf
1497864935745,-0.30047231912612915,2.694674015045166,9.45111083984375,,80ec3f676e17debf
1497864935814,-0.23822307586669922,2.677914619445801,9.453505516052246,,80ec3f676e17debf
1497864935835,-0.22864626348018646,2.625242233276367,9.35893440246582,,80ec3f676e17debf
1497864935845,-0.15801730751991272,2.628833532333374,9.294290542602539,,80ec3f676e17debf
1497864935953,-0.30526071786880493,2.6575639247894287,9.374496459960938,,80ec3f676e17debf
1497864936053,-0.3531447649002075,2.7449522018432617,9.63067626953125,,80ec3f676e17debf
1497864936080,-0.3148375153541565,2.7557260990142822,9.279925346374512,,80ec3f676e17debf
1497864936112,-0.48482584953308105,2.740163803100586,9.232041358947754,,80ec3f676e17debf
1497864936204,-0.40701428055763245,2.491166830062866,9.244012832641602,,80ec3f676e17debf
1497864936243,-0.37828385829925537,2.4133553504943848,9.546878814697266,,80ec3f676e17debf
1497864936270,-0.2082955539226532,2.4612393379211426,9.62828254699707,,80ec3f676e17debf
1497864936314,-0.26336219906806946,2.491166830062866,9.159018516540527,,80ec3f676e17debf
1497864936333,-0.2801215946674347,2.4684219360351562,9.127894401550293,,80ec3f676e17debf
1497864936349,-0.22744916379451752,2.4660277366638184,9.10874080657959,,80ec3f676e17debf
1497864936433,0.08738835901021957,2.425326347351074,9.352949142456055,,80ec3f676e17debf
1497864936473,0.1280897855758667,2.557007312774658,9.192537307739258,,80ec3f676e17debf
1497864936511,0.5494692921638489,2.603694438934326,9.135076522827148,,80ec3f676e17debf
1497864936574,0.6727706789970398,2.823961019515991,8.65743350982666,,80ec3f676e17debf
1497864936782,0.16759411990642548,2.9472622871398926,9.035717010498047,,80ec3f676e17debf
1497864936874,0.5734112858772278,3.671508312225342,8.44315242767334,,80ec3f676e17debf
1497864936994,0.2908954918384552,3.156754970550537,10.38604736328125,,80ec3f676e17debf
1497864937030,0.43095630407333374,3.2345664501190186,10.380061149597168,,80ec3f676e17debf
1497864937069,0.5351040959358215,3.1435868740081787,10.560823440551758,,80ec3f676e17debf
1497864937156,-0.09217676520347595,0.8798691034317017,13.221979141235352,,80ec3f676e17debf
1497864937226,-0.40701428055763245,0.6488286852836609,11.30182933807373,,80ec3f676e17debf
1497864937266,-0.729034423828125,0.7026981711387634,9.057265281677246,,80ec3f676e17debf
1497864937312,-1.1049240827560425,0.7649474143981934,8.518569946289062,,80ec3f676e17debf
1497864937345,-0.9564836025238037,0.9540894031524658,8.542511940002441,,80ec3f676e17debf
1497864937406,-0.7817068696022034,1.5873557329177856,8.787917137145996,,80ec3f676e17debf
1497864937433,-0.7146692276000977,1.820790410041809,7.9176249504089355,,80ec3f676e17debf
1497864937463,-0.5051765441894531,2.032677173614502,7.663839817047119,,80ec3f676e17debf
1497864937504,-0.14604631066322327,2.184709072113037,7.577648162841797,,80ec3f676e17debf
1497864937520,-0.22026655077934265,2.2182278633117676,7.495048522949219,,80ec3f676e17debf
1497864937562,-0.19033902883529663,2.345120668411255,7.790732383728027,,80ec3f676e17debf
1497864937610,-0.2849099934101105,2.7892448902130127,8.407238960266113,,80ec3f676e17debf
1497864937633,-0.3687070608139038,3.07415509223938,8.832210540771484,,80ec3f676e17debf
1497864937654,-0.09576806426048279,3.513490915298462,9.701305389404297,,80ec3f676e17debf
1497864937684,0.04189852997660637,3.4608185291290283,10.627861022949219,,80ec3f676e17debf
1497864937709,0.1867477297782898,3.1435868740081787,10.90678596496582,,80ec3f676e17debf
1497864937734,0.2885012924671173,3.1076738834381104,11.453861236572266,,80ec3f676e17debf
1497864937804,0.23702596127986908,1.622071623802185,12.156558990478516,,80ec3f676e17debf
1497864937844,0.4991910457611084,0.43933600187301636,13.795390129089355,,80ec3f676e17debf
1497864937884,0.17956513166427612,0.2621650993824005,12.248735427856445,,80ec3f676e17debf
1497864937913,0.05027823522686958,0.7625532150268555,9.154230117797852,,80ec3f676e17debf
1497864937964,0.6883329749107361,1.1109095811843872,7.791929244995117,,80ec3f676e17debf
1497864937993,0.7996633648872375,1.072602391242981,8.62391471862793,,80ec3f676e17debf
1497864938013,0.8188169598579407,0.9900023937225342,8.96149730682373,,80ec3f676e17debf
1497864938037,0.47884035110473633,1.0426748991012573,8.8070707321167,,80ec3f676e17debf
1497864938076,0.3758896589279175,1.5394717454910278,7.739256858825684,,80ec3f676e17debf
1497864938117,0.38546648621559143,1.9069817066192627,6.666654586791992,,80ec3f676e17debf
1497864938133,0.646434485912323,1.9907786846160889,6.743268966674805,,80ec3f676e17debf
1497864938156,0.016759412363171577,2.1978771686553955,6.775590896606445,,80ec3f676e17debf
1497864938181,-0.2106897532939911,2.721010208129883,6.967126846313477,,80ec3f676e17debf
1497864938221,0.4213795065879822,2.801215887069702,7.953537940979004,,80ec3f676e17debf
1497864938263,-0.03232172131538391,2.9041666984558105,9.21288776397705,,80ec3f676e17debf
1497864938293,-0.2777273952960968,3.3638534545898438,10.078392028808594,,80ec3f676e17debf
1497864938307,-0.41539400815963745,3.597288131713867,9.921571731567383,,80ec3f676e17debf
1497864938350,-0.1173158809542656,3.094505786895752,10.560823440551758,,80ec3f676e17debf
1497864938383,-0.028730420395731926,2.9891607761383057,11.999738693237305,,80ec3f676e17debf
1497864938410,-0.729034423828125,2.3331496715545654,12.986149787902832,,80ec3f676e17debf
1497864938430,-1.2749123573303223,2.2361843585968018,13.515268325805664,,80ec3f676e17debf
1497864938454,-1.3958195447921753,1.599326729774475,14.140154838562012,,80ec3f676e17debf
1497864938483,-1.0031704902648926,0.9038111567497253,14.40231990814209,,80ec3f676e17debf
1497864938509,-1.0199298858642578,0.6667851805686951,12.72996997833252,,80ec3f676e17debf
1497864938532,-1.0091559886932373,0.4800374507904053,10.551246643066406,,80ec3f676e17debf
1497864938570,-0.8643068075180054,0.7541735172271729,8.192957878112793,,80ec3f676e17debf
1497864938595,-0.6272808313369751,1.05105459690094,8.259995460510254,,80ec3f676e17debf
1497864938613,-0.35075053572654724,0.9911994934082031,8.438364028930664,,80ec3f676e17debf
1497864938630,-0.3998316824436188,0.8834604024887085,8.583212852478027,,80ec3f676e17debf
1497864938664,-0.6440402865409851,0.9852139949798584,8.153453826904297,,80ec3f676e17debf
1497864938694,-0.6703764796257019,1.4700398445129395,7.138312339782715,,80ec3f676e17debf
1497864938715,-0.7218518257141113,1.8040310144424438,6.54455041885376,,80ec3f676e17debf
1497864938736,-0.6967126727104187,2.165555477142334,6.029797077178955,,80ec3f676e17debf
1497864938787,-0.628477931022644,2.677914619445801,6.593631267547607,,80ec3f676e17debf
1497864938819,-0.4058171808719635,2.898181200027466,7.890091896057129,,80ec3f676e17debf
1497864938834,-0.23343466222286224,2.955641984939575,8.287528991699219,,80ec3f676e17debf
1497864938860,-0.14484919607639313,3.047818660736084,9.618705749511719,,80ec3f676e17debf
1497864938878,-0.5267243981361389,3.111265182495117,10.797849655151367,,80ec3f676e17debf
1497864938953,-0.3734954595565796,3.362656354904175,9.555258750915527,,80ec3f676e17debf
1497864939015,-0.2645592987537384,2.868253707885742,12.813767433166504,,80ec3f676e17debf
1497864939034,-0.6631938815116882,2.078166961669922,13.487735748291016,,80ec3f676e17debf
1497864939172,0.33518823981285095,1.84233820438385,6.335057735443115,,80ec3f676e17debf
1497864939200,0.6775590777397156,2.1799206733703613,6.737283706665039,,80ec3f676e17debf
1497864939215,0.6715735793113708,1.801636815071106,7.448361396789551,,80ec3f676e17debf
1497864939233,0.20111294090747833,1.5143325328826904,7.8781208992004395,,80ec3f676e17debf
1497864939250,0.1173158809542656,1.460463047027588,8.493430137634277,,80ec3f676e17debf
1497864939288,0.6607996821403503,1.6663644313812256,8.501810073852539,,80ec3f676e17debf
1497864939303,0.6931213736534119,1.8806453943252563,8.10437297821045,,80ec3f676e17debf
1497864939322,0.5279214978218079,2.2613234519958496,7.523778915405273,,80ec3f676e17debf
1497864939353,0.46327802538871765,2.604891538619995,7.184999465942383,,80ec3f676e17debf
1497864939369,0.36750996112823486,2.7066450119018555,7.043741226196289,,80ec3f676e17debf
1497864939389,0.2753331959247589,2.8359320163726807,7.06528902053833,,80ec3f676e17debf
1497864939402,0.16759411990642548,2.8191723823547363,7.4567413330078125,,80ec3f676e17debf
1497864939423,0.18914192914962769,2.9951462745666504,7.952341079711914,,80ec3f676e17debf
1497864939453,0.10055647045373917,3.2980127334594727,9.248801231384277,,80ec3f676e17debf
1497864939469,0.16400282084941864,3.6176388263702393,9.774328231811523,,80ec3f676e17debf
1497864939489,0.07062894850969315,3.8522706031799316,9.745597839355469,,80ec3f676e17debf
1497864939510,-0.08140286058187485,3.794809579849243,9.910798072814941,,80ec3f676e17debf
1497864939529,-0.24420857429504395,3.3877954483032227,10.292673110961914,,80ec3f676e17debf
1497864939549,-0.11611878126859665,3.3889925479888916,10.96304988861084,,80ec3f676e17debf
1497864939583,0.1041477769613266,3.135207176208496,11.007342338562012,,80ec3f676e17debf
1497864939612,-0.22385786473751068,2.432508945465088,11.546037673950195,,80ec3f676e17debf
1497864939623,-0.3100491166114807,2.187103271484375,12.144588470458984,,80ec3f676e17debf
1497864939649,-0.7158663272857666,1.7046716213226318,13.883975982666016,,80ec3f676e17debf
1497864939669,-0.5506663918495178,1.4927847385406494,13.66610336303711,,80ec3f676e17debf
1497864939683,-0.8008604645729065,1.1276689767837524,12.477381706237793,,80ec3f676e17debf
1497864939703,-1.2749123573303223,0.9385270476341248,10.890026092529297,,80ec3f676e17debf
1497864939733,-1.5418659448623657,0.9361328482627869,9.732429504394531,,80ec3f676e17debf
1497864939815,-0.8906430602073669,1.4879963397979736,8.47667121887207,,80ec3f676e17debf
1497864939849,-0.47884035110473633,1.558625340461731,9.130288124084473,,80ec3f676e17debf
1497864939899,-0.4704606235027313,1.578976035118103,7.643488883972168,,80ec3f676e17debf
1497864939933,-0.5291185975074768,1.9141643047332764,6.774393558502197,,80ec3f676e17debf
1497864939953,-0.41539400815963745,2.1057004928588867,7.122750282287598,,80ec3f676e17debf
1497864939975,-0.05626374110579491,2.45285964012146,7.310694694519043,,80ec3f676e17debf
1497864939983,-0.09217676520347595,2.5438392162323,7.161057472229004,,80ec3f676e17debf
1497864940013,-0.13287819921970367,2.5953147411346436,7.082048416137695,,80ec3f676e17debf
1497864940030,-0.03711012750864029,2.626439332962036,7.457938194274902,,80ec3f676e17debf
1497864940048,0.05626374110579491,2.650381326675415,8.382100105285645,,80ec3f676e17debf
1497864940093,-0.4884171485900879,3.3530795574188232,10.034099578857422,,80ec3f676e17debf
1497864940113,-0.3495534360408783,3.354276657104492,11.273098945617676,,80ec3f676e17debf
1497864940157,0.008379706181585789,2.8598740100860596,12.646173477172852,,80ec3f676e17debf
1497864940213,0.6943184733390808,1.7848774194717407,13.26866626739502,,80ec3f676e17debf
1497864940234,0.7422025203704834,1.1959037780761719,14.24071216583252,,80ec3f676e17debf
1497864940324,0.08978256583213806,0.6536170840263367,7.814674377441406,,80ec3f676e17debf
1497864940363,0.6991068720817566,1.3443442583084106,6.852205276489258,,80ec3f676e17debf
1497864940623,0.2106897532939911,2.7006595134735107,7.556100368499756,,80ec3f676e17debf
1497864940675,0.7098808288574219,3.4536359310150146,9.745597839355469,,80ec3f676e17debf
1497864940693,0.7158663272857666,3.754108190536499,10.008959770202637,,80ec3f676e17debf
1497864940703,0.5817909836769104,3.772064685821533,10.107122421264648,,80ec3f676e17debf
1497864940733,0.304063618183136,3.354276657104492,11.583148002624512,,80ec3f676e17debf
1497864940743,0.3555389642715454,3.1902737617492676,12.172121047973633,,80ec3f676e17debf
1497864940780,0.33758243918418884,2.9544448852539062,12.180500984191895,,80ec3f676e17debf
1497864940803,0.12928688526153564,2.5043349266052246,12.034455299377441,,80ec3f676e17debf
1497864940823,-0.07182604819536209,2.032677173614502,12.767080307006836,,80ec3f676e17debf
1497864940842,-0.13287819921970367,1.43532395362854,13.97256088256836,,80ec3f676e17debf
1497864940863,-0.22744916379451752,0.9229647517204285,14.88714599609375,,80ec3f676e17debf
1497864940893,-0.6045359373092651,0.5925649404525757,13.142970085144043,,80ec3f676e17debf
1497864940909,-0.8918401598930359,0.44412440061569214,11.293449401855469,,80ec3f676e17debf
1497864940923,-1.0606313943862915,0.5135562419891357,9.695320129394531,,80ec3f676e17debf
1497864940949,-1.3096283674240112,0.6584054827690125,7.933187484741211,,80ec3f676e17debf
1497864940973,-1.4951789379119873,0.6823474764823914,8.020575523376465,,80ec3f676e17debf
1497864940989,-1.3479355573654175,0.7613561153411865,8.254010200500488,,80ec3f676e17debf
1497864941003,-1.1480196714401245,0.7015010714530945,8.325836181640625,,80ec3f676e17debf
1497864941034,-0.6883329749107361,0.6991068720817566,8.904036521911621,,80ec3f676e17debf
1497864941050,-0.3866635859012604,0.950498104095459,9.251194953918457,,80ec3f676e17debf
1497864941069,-0.2849099934101105,1.2689268589019775,8.705317497253418,,80ec3f676e17debf
1497864941089,-0.24660277366638184,1.4748282432556152,7.400477409362793,,80ec3f676e17debf
1497864941103,-0.3627215623855591,1.659181833267212,6.815094947814941,,80ec3f676e17debf
1497864941122,-0.3256114423274994,1.780089020729065,6.476315498352051,,80ec3f676e17debf
1497864941143,-0.26575639843940735,2.05781626701355,6.496666431427002,,80ec3f676e17debf
1497864941173,-0.08858546614646912,2.2469582557678223,7.01979923248291,,80ec3f676e17debf
1497864941193,-0.05985504388809204,2.3535003662109375,7.173028469085693,,80ec3f676e17debf
