timestamp, signal strength, UUID 
1497864934050,-71,,80ec3f676e17debf
1497864935037,-71,,80ec3f676e17debf
1497864935287,-67,,80ec3f676e17debf
1497864935703,-67,,80ec3f676e17debf
1497864935785,-67,,80ec3f676e17debf
1497864935928,-67,,80ec3f676e17debf
1497864936044,-67,,80ec3f676e17debf
1497864936078,-67,,80ec3f676e17debf
1497864936178,-67,,80ec3f676e17debf
1497864936268,-67,,80ec3f676e17debf
1497864936418,-67,,80ec3f676e17debf
1497864936599,-63,,80ec3f676e17debf
1497864936777,-63,,80ec3f676e17debf
1497864936860,-63,,80ec3f676e17debf
1497864936963,-63,,80ec3f676e17debf
1497864937126,-63,,80ec3f676e17debf
1497864937217,-63,,80ec3f676e17debf
1497864937297,-63,,80ec3f676e17debf
1497864937402,-63,,80ec3f676e17debf
1497864937485,-63,,80ec3f676e17debf
1497864937580,-63,,80ec3f676e17debf
1497864937677,-63,,80ec3f676e17debf
1497864937770,-63,,80ec3f676e17debf
1497864937876,-63,,80ec3f676e17debf
1497864937979,-63,,80ec3f676e17debf
1497864938078,-63,,80ec3f676e17debf
1497864938167,-63,,80ec3f676e17debf
1497864938274,-63,,80ec3f676e17debf
1497864938373,-63,,80ec3f676e17debf
1497864938474,-63,,80ec3f676e17debf
1497864938580,-63,,80ec3f676e17debf
1497864938678,-63,,80ec3f676e17debf
1497864938766,-63,,80ec3f676e17debf
1497864938875,-63,,80ec3f676e17debf
1497864939068,-65,,80ec3f676e17debf
1497864939177,-65,,80ec3f676e17debf
1497864939197,-65,,80ec3f676e17debf
1497864939264,-65,,80ec3f676e17debf
1497864939364,-65,,80ec3f676e17debf
1497864939457,-65,,80ec3f676e17debf
1497864939565,-65,,80ec3f676e17debf
1497864939653,-65,,80ec3f676e17debf
1497864939787,-65,,80ec3f676e17debf
1497864939896,-65,,80ec3f676e17debf
1497864939972,-65,,80ec3f676e17debf
1497864940077,-65,,80ec3f676e17debf
1497864940195,-65,,80ec3f676e17debf
1497864940385,-69,,80ec3f676e17debf
1497864940560,-69,,80ec3f676e17debf
1497864940659,-69,,80ec3f676e17debf
1497864940759,-69,,80ec3f676e17debf
1497864940854,-69,,80ec3f676e17debf
1497864940965,-69,,80ec3f676e17debf
1497864941068,-69,,80ec3f676e17debf
1497864941155,-69,,80ec3f676e17debf
1497864941255,-69,,80ec3f676e17debf
1497864941363,-69,,80ec3f676e17debf
1497864941475,-69,,80ec3f676e17debf
1497864941562,-69,,80ec3f676e17debf
1497864941668,-69,,80ec3f676e17debf
1497864941769,-69,,80ec3f676e17debf
1497864941870,-69,,80ec3f676e17debf
1497864941974,-69,,80ec3f676e17debf
1497864942070,-69,,80ec3f676e17debf
1497864942172,-69,,80ec3f676e17debf
1497864942274,-69,,80ec3f676e17debf
1497864942383,-69,,80ec3f676e17debf
1497864942478,-69,,80ec3f676e17debf
1497864942572,-69,,80ec3f676e17debf
1497864942692,-69,,80ec3f676e17debf
1497864942767,-69,,80ec3f676e17debf
1497864942957,-73,,80ec3f676e17debf
1497864942993,-73,,80ec3f676e17debf
1497864943057,-73,,80ec3f676e17debf
1497864943161,-73,,80ec3f676e17debf
1497864943268,-73,,80ec3f676e17debf
1497864943351,-73,,80ec3f676e17debf
1497864943470,-73,,80ec3f676e17debf
1497864943576,-73,,80ec3f676e17debf
1497864943669,-73,,80ec3f676e17debf
1497864943777,-73,,80ec3f676e17debf
1497864943889,-73,,80ec3f676e17debf
1497864943957,-73,,80ec3f676e17debf
1497864944074,-73,,80ec3f676e17debf
1497864944161,-73,,80ec3f676e17debf
1497864944259,-73,,80ec3f676e17debf
1497864944356,-73,,80ec3f676e17debf
1497864944452,-73,,80ec3f676e17debf
1497864944564,-73,,80ec3f676e17debf
1497864944655,-73,,80ec3f676e17debf
1497864944760,-73,,80ec3f676e17debf
1497864944885,-73,,80ec3f676e17debf
1497864944972,-73,,80ec3f676e17debf
1497864945070,-73,,80ec3f676e17debf
1497864945171,-73,,80ec3f676e17debf
1497864945278,-73,,80ec3f676e17debf
1497864945368,-73,,80ec3f676e17debf
1497864945482,-73,,80ec3f676e17debf
1497864945566,-73,,80ec3f676e17debf
1497864945662,-73,,80ec3f676e17debf
1497864945793,-73,,80ec3f676e17debf
1497864945870,-73,,80ec3f676e17debf
1497864945966,-73,,80ec3f676e17debf
1497864946068,-73,,80ec3f676e17debf
1497864946164,-73,,80ec3f676e17debf
1497864946255,-73,,80ec3f676e17debf
