timestamp, latitude, longitude, accuracy, UUID 
1497864926572,48.263906,11.6711909,50,,80ec3f676e17debf
1497864940880,48.2639683,11.6710251,4,,80ec3f676e17debf
1497864941901,48.2639968,11.6710263,32,,80ec3f676e17debf
1497864942891,48.2639897,11.6710277,32,,80ec3f676e17debf
1497864943888,48.2640182,11.6710364,16,,80ec3f676e17debf
1497864944888,48.2640166,11.6710334,16,,80ec3f676e17debf
1497864946000,48.263978,11.6709923,16,,80ec3f676e17debf
1497864947000,48.263972,11.6709928,12,,80ec3f676e17debf
1497864948000,48.2639702,11.671,12,,80ec3f676e17debf
1497864949000,48.2639483,11.6710005,12,,80ec3f676e17debf
1497864950000,48.263927,11.6709915,12,,80ec3f676e17debf
1497864951000,48.26392,11.6709881,12,,80ec3f676e17debf
1497864952000,48.2639256,11.6709904,12,,80ec3f676e17debf
1497864953000,48.2639259,11.6710026,16,,80ec3f676e17debf
1497864954000,48.2639351,11.6710193,16,,80ec3f676e17debf
1497864955000,48.2639399,11.671024,16,,80ec3f676e17debf
1497864956000,48.2639466,11.6710342,24,,80ec3f676e17debf
1497864957000,48.2639535,11.6710497,16,,80ec3f676e17debf
1497864958000,48.2639585,11.6710553,16,,80ec3f676e17debf
1497864959000,48.2639636,11.6710873,32,,80ec3f676e17debf
1497864960000,48.2639718,11.6711182,24,,80ec3f676e17debf
1497864961000,48.2639772,11.6711256,24,,80ec3f676e17debf
1497864962000,48.2639833,11.6711328,16,,80ec3f676e17debf
1497864963000,48.2639893,11.6711434,24,,80ec3f676e17debf
1497864966210,48.2639893,11.6711434,24,,80ec3f676e17debf
1497864971217,48.2639893,11.6711434,24,,80ec3f676e17debf
1497864974339,48.2638416,11.6712418,506.0169982910156,,80ec3f676e17debf
1497864979344,48.2638416,11.6712418,571.0830078125,,80ec3f676e17debf
1497864984343,48.2638416,11.6712418,636.0560302734375,,80ec3f676e17debf
1497864989376,48.2638416,11.6712418,701.4860229492188,,80ec3f676e17debf
1497864994794,48.2638416,11.6712418,771.9329833984375,,80ec3f676e17debf
1497864999819,48.2630783,11.6611028,1200,,80ec3f676e17debf
1497865004836,48.2630783,11.6611028,1200,,80ec3f676e17debf
1497865009839,48.2630783,11.6611028,1200,,80ec3f676e17debf
1497865014843,48.2630783,11.6611028,1200,,80ec3f676e17debf
1497865019844,48.2630783,11.6611028,1200,,80ec3f676e17debf
