timestamp, magneticFieldX, magneticFieldY, magneticFieldZ, magneticFieldMagnitude, UUID 
1497864864690,-30.30000114440918,-5.800000190734863,28.700000762939453,42.13573488823392,,80ec3f676e17debf
1497864935269,-2.4000000953674316,8.199999809265137,-51.400001525878906,52.10527999320968,,80ec3f676e17debf
1497864935744,-3.1000001430511475,9.5,-51.900001525878906,52.853288526185636,,80ec3f676e17debf
1497864935813,-3.1000001430511475,10,-51.900001525878906,52.945444639102114,,80ec3f676e17debf
1497864935844,-3,10.300000190734863,-52,53.09510338974099,,80ec3f676e17debf
1497864935949,-3,10.800000190734863,-52.20000076293945,53.38988757161479,,80ec3f676e17debf
1497864936049,-2.9000000953674316,11.199999809265137,-51.900001525878906,53.17386673014266,,80ec3f676e17debf
1497864936091,-2.9000000953674316,11.300000190734863,-52.10000228881836,53.39016912777569,,80ec3f676e17debf
1497864936112,-2.9000000953674316,11.300000190734863,-52.10000228881836,53.39016912777569,,80ec3f676e17debf
1497864936200,-3,11.5,-52.400001525878906,53.730905947194394,,80ec3f676e17debf
1497864936249,-2.9000000953674316,11.600000381469727,-52.5,53.84440559258194,,80ec3f676e17debf
1497864936291,-3,11.600000381469727,-52.60000228881836,53.9473842435723,,80ec3f676e17debf
1497864936331,-3,11.600000381469727,-52.900001525878906,54.2399314994717,,80ec3f676e17debf
1497864936429,-3.200000047683716,11.90000057220459,-52.79999923706055,54.218906853088924,,80ec3f676e17debf
1497864936472,-3.200000047683716,12.100000381469727,-52.5,53.97128870415178,,80ec3f676e17debf
1497864936511,-3.200000047683716,12.40000057220459,-52.29999923706055,53.845055943446816,,80ec3f676e17debf
1497864936558,-3.299999952316284,12.600000381469727,-52.20000076293945,53.80046558391385,,80ec3f676e17debf
1497864936769,-4.5,14.100000381469727,-51.60000228881836,53.680725736075495,,80ec3f676e17debf
1497864936870,-5,15.199999809265137,-51.10000228881836,53.546710434575324,,80ec3f676e17debf
1497864936971,-5.099999904632568,16.30000114440918,-50.70000076293945,53.499439450473616,,80ec3f676e17debf
1497864937024,-4.900000095367432,16.80000114440918,-50.5,53.446235148029025,,80ec3f676e17debf
1497864937047,-4.700000286102295,16.899999618530273,-50.400001525878906,53.36534590594817,,80ec3f676e17debf
1497864937150,-3.9000000953674316,17,-50.60000228881836,53.52168114469426,,80ec3f676e17debf
1497864937220,-3.299999952316284,17.30000114440918,-50.5,53.4829883089207,,80ec3f676e17debf
1497864937272,-2.9000000953674316,17.5,-50.5,53.52485404745244,,80ec3f676e17debf
1497864937309,-2.6000001430511475,17.399999618530273,-50.60000228881836,53.57126404628013,,80ec3f676e17debf
1497864937340,-2.4000000953674316,17.30000114440918,-50.70000076293945,53.62406203865721,,80ec3f676e17debf
1497864937400,-2,17.30000114440918,-50.900001525878906,53.796840963538465,,80ec3f676e17debf
1497864937450,-1.600000023841858,17.200000762939453,-51,53.8460771740771,,80ec3f676e17debf
1497864937502,-1.3000000715255737,16.899999618530273,-51.10000228881836,53.837813761390024,,80ec3f676e17debf
1497864937520,-1.2000000476837158,16.700000762939453,-51.29999923706055,53.963135158290314,,80ec3f676e17debf
1497864937600,-1.100000023841858,16.30000114440918,-51.5,54.02915909948193,,80ec3f676e17debf
1497864937652,-1.2000000476837158,16.100000381469727,-51.70000076293945,54.16216538090613,,80ec3f676e17debf
1497864937700,-1.3000000715255737,16,-51.900001525878906,54.32586959817859,,80ec3f676e17debf
1497864937729,-1.399999976158142,16,-51.900001525878906,54.32835454291629,,80ec3f676e17debf
1497864937803,-1.899999976158142,16,-52,54.4390484844757,,80ec3f676e17debf
1497864937861,-2.4000000953674316,16.399999618530273,-52,54.5776510275402,,80ec3f676e17debf
1497864937901,-2.700000047683716,16.600000381469727,-51.900001525878906,54.556943695730965,,80ec3f676e17debf
1497864937936,-2.799999952316284,16.700000762939453,-51.900001525878906,54.5924914410953,,80ec3f676e17debf
1497864937990,-3.299999952316284,16.899999618530273,-51.900001525878906,54.681899127253125,,80ec3f676e17debf
1497864938013,-3.4000000953674316,16.899999618530273,-51.79999923706055,54.5931312163495,,80ec3f676e17debf
1497864938050,-3.6000001430511475,16.899999618530273,-51.79999923706055,54.605951842063504,,80ec3f676e17debf
1497864938076,-3.799999952316284,16.899999618530273,-51.900001525878906,54.71434996738809,,80ec3f676e17debf
