startDate, endDate, numberOfSteps, distance, floorsAscended, floorsDescended, UUID 
1497864934714,1497864934735,0,,80ec3f676e17debf
1497864934714,1497864940720,6,,80ec3f676e17debf
1497864934714,1497864941321,7,,80ec3f676e17debf
1497864934714,1497864941921,8,,80ec3f676e17debf
1497864934714,1497864942522,9,,80ec3f676e17debf
1497864934714,1497864943141,10,,80ec3f676e17debf
1497864934714,1497864943745,11,,80ec3f676e17debf
1497864934714,1497864944301,12,,80ec3f676e17debf
1497864934714,1497864944901,13,,80ec3f676e17debf
1497864934714,1497864945501,14,,80ec3f676e17debf
1497864934714,1497864946122,15,,80ec3f676e17debf
1497864934714,1497864946703,16,,80ec3f676e17debf
1497864934714,1497864947320,17,,80ec3f676e17debf
1497864934714,1497864947882,18,,80ec3f676e17debf
1497864934714,1497864948381,19,,80ec3f676e17debf
1497864934714,1497864948871,20,,80ec3f676e17debf
1497864934714,1497864949342,21,,80ec3f676e17debf
1497864934714,1497864949821,22,,80ec3f676e17debf
1497864934714,1497864950281,23,,80ec3f676e17debf
1497864934714,1497864950721,24,,80ec3f676e17debf
1497864934714,1497864951244,25,,80ec3f676e17debf
1497864934714,1497864951740,26,,80ec3f676e17debf
1497864934714,1497864952222,27,,80ec3f676e17debf
1497864934714,1497864952723,28,,80ec3f676e17debf
1497864934714,1497864953262,29,,80ec3f676e17debf
1497864934714,1497864953824,30,,80ec3f676e17debf
1497864934714,1497864954341,31,,80ec3f676e17debf
1497864934714,1497864954941,32,,80ec3f676e17debf
1497864934714,1497864955481,33,,80ec3f676e17debf
1497864934714,1497864956343,34,,80ec3f676e17debf
1497864934714,1497864956884,35,,80ec3f676e17debf
1497864934714,1497864957430,36,,80ec3f676e17debf
1497864934714,1497864957943,37,,80ec3f676e17debf
1497864934714,1497864958521,38,,80ec3f676e17debf
1497864934714,1497864959048,39,,80ec3f676e17debf
1497864934714,1497864959601,40,,80ec3f676e17debf
1497864934714,1497864960141,41,,80ec3f676e17debf
1497864934714,1497864960681,42,,80ec3f676e17debf
1497864934714,1497864961259,43,,80ec3f676e17debf
1497864934714,1497864961807,44,,80ec3f676e17debf
1497864934714,1497864962283,45,,80ec3f676e17debf
1497864934714,1497864962823,46,,80ec3f676e17debf
