prediction, timestamp 
walking,1498223405257
walking,1498223406741
walking,1498223408259
walking,1498223409766
walking,1498223411252
walking,1498223412767
walking,1498223414252
walking,1498223415765
walking,1498223417349
walking,1498223418907
walking,1498223420250
walking,1498223421770
walking,1498223423262
walking,1498223424886
walking,1498223426462
walking,1498223427753
walking,1498223429252
walking,1498223430763
walking,1498223432246
walking,1498223433758
walking,1498223435255
walking,1498223436824
walking,1498223438265
walking,1498223439750
walking,1498223441263
walking,1498223442766
walking,1498223444263
walking,1498223445760
walking,1498223447257
walking,1498223448759
walking,1498223450268
walking,1498223451800
walking,1498223453255
walking,1498223454814
walking,1498223456264
walking,1498223457752
walking,1498223459256
walking,1498223460784
walking,1498223462281
walking,1498223463764
walking,1498223465320
walking,1498223466821
walking,1498223468272
walking,1498223470139
walking,1498223471290
walking,1498223472759
walking,1498223474257
elevator down,1498223475762
elevator down,1498223477266
