1498223404083,24:de:c6:e5:4b:f2,-73;,24:de:c6:e5:4b:f4,-73;,24:de:c6:e5:4b:f1,-76;,24:de:c6:e5:4b:f0,-73;,24:de:c6:e5:4b:f3,-73;,24:de:c6:e5:4c:11,-89;,24:de:c6:e5:4c:10,-87;,fc:3f:db:e5:15:42,-89;,ec:08:6b:8a:c2:69,-88;,00:24:a8:a8:b2:d1,-90;,00:24:a8:a8:b2:d2,-90;,,80ec3f676e17debf
1498223404313,24:de:c6:e5:4b:f2,-73;,24:de:c6:e5:4b:f4,-73;,24:de:c6:e5:4b:f1,-76;,24:de:c6:e5:4b:f0,-73;,24:de:c6:e5:4b:f3,-73;,24:de:c6:e5:4c:11,-89;,24:de:c6:e5:4c:10,-87;,fc:3f:db:e5:15:42,-89;,ec:08:6b:8a:c2:69,-88;,00:24:a8:a8:b2:d1,-90;,00:24:a8:a8:b2:d2,-90;,,80ec3f676e17debf
1498223404607,24:de:c6:e5:4b:f2,-73;,24:de:c6:e5:4b:f4,-73;,24:de:c6:e5:4b:f1,-76;,24:de:c6:e5:4b:f0,-73;,24:de:c6:e5:4b:f3,-73;,24:de:c6:e5:4c:11,-89;,24:de:c6:e5:4c:10,-87;,fc:3f:db:e5:15:42,-89;,ec:08:6b:8a:c2:69,-88;,00:24:a8:a8:b2:d1,-90;,00:24:a8:a8:b2:d2,-90;,,80ec3f676e17debf
1498223404878,24:de:c6:e5:4b:f2,-73;,24:de:c6:e5:4b:f4,-73;,24:de:c6:e5:4b:f1,-76;,24:de:c6:e5:4b:f0,-73;,24:de:c6:e5:4b:f3,-73;,24:de:c6:e5:4c:11,-89;,24:de:c6:e5:4c:10,-87;,fc:3f:db:e5:15:42,-89;,ec:08:6b:8a:c2:69,-88;,00:24:a8:a8:b2:d1,-90;,00:24:a8:a8:b2:d2,-90;,,80ec3f676e17debf
1498223405183,24:de:c6:e5:4b:f2,-77;,24:de:c6:e5:4b:f4,-76;,24:de:c6:e5:4b:f1,-80;,24:de:c6:e5:4b:f0,-76;,24:de:c6:e5:4b:f3,-77;,24:de:c6:e5:4c:11,-92;,24:de:c6:e5:4c:10,-91;,fc:3f:db:e5:15:42,-92;,ec:08:6b:8a:c2:69,-92;,00:24:a8:a8:b2:d1,-93;,00:24:a8:a8:b2:d2,-94;,,80ec3f676e17debf
1498223405483,24:de:c6:e5:4b:f2,-77;,24:de:c6:e5:4b:f4,-76;,24:de:c6:e5:4b:f1,-80;,24:de:c6:e5:4b:f0,-76;,24:de:c6:e5:4b:f3,-77;,24:de:c6:e5:4c:11,-92;,24:de:c6:e5:4c:10,-91;,fc:3f:db:e5:15:42,-92;,ec:08:6b:8a:c2:69,-92;,00:24:a8:a8:b2:d1,-93;,00:24:a8:a8:b2:d2,-94;,,80ec3f676e17debf
1498223405779,24:de:c6:e5:4b:f2,-77;,24:de:c6:e5:4b:f4,-76;,24:de:c6:e5:4b:f1,-80;,24:de:c6:e5:4b:f0,-76;,24:de:c6:e5:4b:f3,-77;,24:de:c6:e5:4c:11,-92;,24:de:c6:e5:4c:10,-91;,fc:3f:db:e5:15:42,-92;,ec:08:6b:8a:c2:69,-92;,00:24:a8:a8:b2:d1,-93;,00:24:a8:a8:b2:d2,-94;,,80ec3f676e17debf
1498223406098,24:de:c6:e5:4b:f2,-73;,24:de:c6:e5:4b:f4,-73;,24:de:c6:e5:4b:f1,-76;,24:de:c6:e5:4b:f0,-73;,24:de:c6:e5:4b:f3,-73;,24:de:c6:e5:4c:11,-89;,24:de:c6:e5:4c:10,-87;,fc:3f:db:e5:15:42,-92;,ec:08:6b:8a:c2:69,-88;,00:24:a8:a8:b2:d1,-93;,00:24:a8:a8:b2:d2,-92;,74:6f:f7:93:a2:c9,-91;,76:6f:f7:93:22:c9,-91;,,80ec3f676e17debf
1498223406386,24:de:c6:e5:4b:f2,-73;,24:de:c6:e5:4b:f4,-73;,24:de:c6:e5:4b:f1,-76;,24:de:c6:e5:4b:f0,-73;,24:de:c6:e5:4b:f3,-73;,24:de:c6:e5:4c:11,-89;,24:de:c6:e5:4c:10,-87;,fc:3f:db:e5:15:42,-92;,ec:08:6b:8a:c2:69,-88;,00:24:a8:a8:b2:d1,-93;,00:24:a8:a8:b2:d2,-92;,74:6f:f7:93:a2:c9,-91;,76:6f:f7:93:22:c9,-91;,,80ec3f676e17debf
1498223406676,24:de:c6:e5:4b:f2,-73;,24:de:c6:e5:4b:f4,-73;,24:de:c6:e5:4b:f1,-76;,24:de:c6:e5:4b:f0,-73;,24:de:c6:e5:4b:f3,-73;,24:de:c6:e5:4c:11,-89;,24:de:c6:e5:4c:10,-87;,fc:3f:db:e5:15:42,-92;,ec:08:6b:8a:c2:69,-88;,00:24:a8:a8:b2:d1,-93;,00:24:a8:a8:b2:d2,-92;,74:6f:f7:93:a2:c9,-91;,76:6f:f7:93:22:c9,-91;,,80ec3f676e17debf
1498223406985,24:de:c6:e5:4b:f2,-73;,24:de:c6:e5:4b:f4,-73;,24:de:c6:e5:4b:f1,-76;,24:de:c6:e5:4b:f0,-73;,24:de:c6:e5:4b:f3,-73;,24:de:c6:e5:4c:11,-89;,24:de:c6:e5:4c:10,-87;,fc:3f:db:e5:15:42,-92;,ec:08:6b:8a:c2:69,-88;,00:24:a8:a8:b2:d1,-93;,00:24:a8:a8:b2:d2,-92;,74:6f:f7:93:a2:c9,-91;,76:6f:f7:93:22:c9,-91;,,80ec3f676e17debf
1498223407283,24:de:c6:e5:4b:f2,-73;,24:de:c6:e5:4b:f4,-73;,24:de:c6:e5:4b:f1,-76;,24:de:c6:e5:4b:f0,-73;,24:de:c6:e5:4b:f3,-73;,24:de:c6:e5:4c:11,-89;,24:de:c6:e5:4c:10,-87;,fc:3f:db:e5:15:42,-92;,ec:08:6b:8a:c2:69,-88;,00:24:a8:a8:b2:d1,-93;,00:24:a8:a8:b2:d2,-92;,74:6f:f7:93:a2:c9,-91;,76:6f:f7:93:22:c9,-91;,,80ec3f676e17debf
1498223407602,24:de:c6:e5:4b:f2,-73;,24:de:c6:e5:4b:f4,-73;,24:de:c6:e5:4b:f1,-76;,24:de:c6:e5:4b:f0,-73;,24:de:c6:e5:4b:f3,-73;,24:de:c6:e5:4c:11,-89;,24:de:c6:e5:4c:10,-87;,fc:3f:db:e5:15:42,-92;,ec:08:6b:8a:c2:69,-88;,00:24:a8:a8:b2:d1,-93;,00:24:a8:a8:b2:d2,-92;,74:6f:f7:93:a2:c9,-91;,76:6f:f7:93:22:c9,-91;,,80ec3f676e17debf
1498223407877,24:de:c6:e5:4b:f2,-73;,24:de:c6:e5:4b:f4,-73;,24:de:c6:e5:4b:f1,-76;,24:de:c6:e5:4b:f0,-73;,24:de:c6:e5:4b:f3,-73;,24:de:c6:e5:4c:11,-89;,24:de:c6:e5:4c:10,-87;,fc:3f:db:e5:15:42,-92;,ec:08:6b:8a:c2:69,-88;,00:24:a8:a8:b2:d1,-93;,00:24:a8:a8:b2:d2,-92;,74:6f:f7:93:a2:c9,-91;,76:6f:f7:93:22:c9,-91;,,80ec3f676e17debf
1498223408207,24:de:c6:e5:4b:f2,-73;,24:de:c6:e5:4b:f4,-73;,24:de:c6:e5:4b:f1,-76;,24:de:c6:e5:4b:f0,-73;,24:de:c6:e5:4b:f3,-73;,24:de:c6:e5:4c:11,-89;,24:de:c6:e5:4c:10,-87;,fc:3f:db:e5:15:42,-92;,ec:08:6b:8a:c2:69,-88;,00:24:a8:a8:b2:d1,-93;,00:24:a8:a8:b2:d2,-92;,74:6f:f7:93:a2:c9,-91;,76:6f:f7:93:22:c9,-91;,,80ec3f676e17debf
1498223408489,24:de:c6:e5:4b:f2,-73;,24:de:c6:e5:4b:f4,-73;,24:de:c6:e5:4b:f1,-76;,24:de:c6:e5:4b:f0,-73;,24:de:c6:e5:4b:f3,-73;,24:de:c6:e5:4c:11,-89;,24:de:c6:e5:4c:10,-87;,fc:3f:db:e5:15:42,-92;,ec:08:6b:8a:c2:69,-88;,00:24:a8:a8:b2:d1,-93;,00:24:a8:a8:b2:d2,-92;,74:6f:f7:93:a2:c9,-91;,76:6f:f7:93:22:c9,-91;,,80ec3f676e17debf
1498223408841,24:de:c6:e5:4b:f2,-73;,24:de:c6:e5:4b:f4,-73;,24:de:c6:e5:4b:f1,-76;,24:de:c6:e5:4b:f0,-73;,24:de:c6:e5:4b:f3,-73;,24:de:c6:e5:4c:11,-89;,24:de:c6:e5:4c:10,-87;,fc:3f:db:e5:15:42,-92;,ec:08:6b:8a:c2:69,-88;,00:24:a8:a8:b2:d1,-93;,00:24:a8:a8:b2:d2,-92;,74:6f:f7:93:a2:c9,-91;,76:6f:f7:93:22:c9,-91;,,80ec3f676e17debf
1498223409087,24:de:c6:e5:4b:f2,-73;,24:de:c6:e5:4b:f4,-73;,24:de:c6:e5:4b:f1,-76;,24:de:c6:e5:4b:f0,-73;,24:de:c6:e5:4b:f3,-73;,24:de:c6:e5:4c:11,-89;,24:de:c6:e5:4c:10,-87;,fc:3f:db:e5:15:42,-92;,ec:08:6b:8a:c2:69,-88;,00:24:a8:a8:b2:d1,-93;,00:24:a8:a8:b2:d2,-92;,74:6f:f7:93:a2:c9,-91;,76:6f:f7:93:22:c9,-91;,,80ec3f676e17debf
1498223409384,24:de:c6:e5:4b:f2,-73;,24:de:c6:e5:4b:f4,-73;,24:de:c6:e5:4b:f1,-76;,24:de:c6:e5:4b:f0,-73;,24:de:c6:e5:4b:f3,-73;,24:de:c6:e5:4c:11,-89;,24:de:c6:e5:4c:10,-87;,fc:3f:db:e5:15:42,-92;,ec:08:6b:8a:c2:69,-88;,00:24:a8:a8:b2:d1,-93;,00:24:a8:a8:b2:d2,-92;,74:6f:f7:93:a2:c9,-91;,76:6f:f7:93:22:c9,-91;,,80ec3f676e17debf
1498223409680,24:de:c6:e5:4b:f2,-73;,24:de:c6:e5:4b:f4,-73;,24:de:c6:e5:4b:f1,-76;,24:de:c6:e5:4b:f0,-73;,24:de:c6:e5:4b:f3,-73;,24:de:c6:e5:4c:11,-89;,24:de:c6:e5:4c:10,-87;,fc:3f:db:e5:15:42,-92;,ec:08:6b:8a:c2:69,-88;,00:24:a8:a8:b2:d1,-93;,00:24:a8:a8:b2:d2,-92;,74:6f:f7:93:a2:c9,-91;,76:6f:f7:93:22:c9,-91;,,80ec3f676e17debf
1498223409978,24:de:c6:e5:4b:f2,-73;,24:de:c6:e5:4b:f4,-73;,24:de:c6:e5:4b:f1,-76;,24:de:c6:e5:4b:f0,-73;,24:de:c6:e5:4b:f3,-73;,24:de:c6:e5:4c:11,-89;,24:de:c6:e5:4c:10,-87;,fc:3f:db:e5:15:42,-92;,ec:08:6b:8a:c2:69,-88;,00:24:a8:a8:b2:d1,-93;,00:24:a8:a8:b2:d2,-92;,74:6f:f7:93:a2:c9,-91;,76:6f:f7:93:22:c9,-91;,,80ec3f676e17debf
