timestamp, signal strength, UUID 
1498223402222,-99,,80ec3f676e17debf
1498223403960,-99,,80ec3f676e17debf
1498223404136,-99,,80ec3f676e17debf
1498223404244,-99,,80ec3f676e17debf
1498223404364,-99,,80ec3f676e17debf
1498223404451,-99,,80ec3f676e17debf
1498223404565,-99,,80ec3f676e17debf
1498223404664,-99,,80ec3f676e17debf
1498223404752,-99,,80ec3f676e17debf
1498223404840,-99,,80ec3f676e17debf
1498223404947,-99,,80ec3f676e17debf
1498223405063,-99,,80ec3f676e17debf
1498223405121,-99,,80ec3f676e17debf
1498223405243,-99,,80ec3f676e17debf
1498223405334,-99,,80ec3f676e17debf
1498223405427,-99,,80ec3f676e17debf
1498223405535,-99,,80ec3f676e17debf
1498223405632,-99,,80ec3f676e17debf
1498223405731,-99,,80ec3f676e17debf
1498223405878,-99,,80ec3f676e17debf
1498223405970,-99,,80ec3f676e17debf
1498223406050,-99,,80ec3f676e17debf
1498223406152,-99,,80ec3f676e17debf
1498223406234,-99,,80ec3f676e17debf
1498223406327,-99,,80ec3f676e17debf
1498223406454,-99,,80ec3f676e17debf
1498223406545,-99,,80ec3f676e17debf
1498223406641,-99,,80ec3f676e17debf
1498223406720,-99,,80ec3f676e17debf
1498223406826,-99,,80ec3f676e17debf
1498223406923,-99,,80ec3f676e17debf
1498223407024,-99,,80ec3f676e17debf
1498223407128,-99,,80ec3f676e17debf
1498223407233,-99,,80ec3f676e17debf
1498223407338,-99,,80ec3f676e17debf
1498223407426,-99,,80ec3f676e17debf
1498223407523,-99,,80ec3f676e17debf
1498223407626,-99,,80ec3f676e17debf
1498223407723,-99,,80ec3f676e17debf
1498223407823,-99,,80ec3f676e17debf
1498223407920,-99,,80ec3f676e17debf
1498223408023,-99,,80ec3f676e17debf
1498223408118,-99,,80ec3f676e17debf
1498223408233,-99,,80ec3f676e17debf
1498223408345,-99,,80ec3f676e17debf
1498223408438,-99,,80ec3f676e17debf
1498223408530,-99,,80ec3f676e17debf
1498223408623,-99,,80ec3f676e17debf
1498223408729,-99,,80ec3f676e17debf
1498223408854,-99,,80ec3f676e17debf
1498223408930,-99,,80ec3f676e17debf
1498223409027,-99,,80ec3f676e17debf
1498223409133,-99,,80ec3f676e17debf
1498223409221,-99,,80ec3f676e17debf
1498223409326,-99,,80ec3f676e17debf
1498223409429,-99,,80ec3f676e17debf
1498223409533,-99,,80ec3f676e17debf
1498223409622,-99,,80ec3f676e17debf
1498223409731,-99,,80ec3f676e17debf
1498223409826,-99,,80ec3f676e17debf
1498223409924,-99,,80ec3f676e17debf
1498223410083,-99,,80ec3f676e17debf
1498223410131,-99,,80ec3f676e17debf
1498223410216,-99,,80ec3f676e17debf
1498223410323,-99,,80ec3f676e17debf
1498223410426,-99,,80ec3f676e17debf
1498223410519,-99,,80ec3f676e17debf
1498223410631,-99,,80ec3f676e17debf
1498223410730,-99,,80ec3f676e17debf
1498223410827,-99,,80ec3f676e17debf
