timestamp, gyroscopeX, gyroscopeY, gyroscopeZ, UUID 
1497865024280,0.015882495790719986,0.10751228034496307,-0.0024434609804302454,,80ec3f676e17debf
1497865114843,-0.19303341209888458,0.1466076523065567,0.009773843921720982,,80ec3f676e17debf
1497865114959,0.21135938167572021,0.2015855312347412,0.13927727937698364,,80ec3f676e17debf
1497865114997,0.25534167885780334,0.10018189996480942,0.11972958594560623,,80ec3f676e17debf
1497865115029,0.11484266817569733,-0.05375614017248154,0.1319468915462494,,80ec3f676e17debf
1497865115215,0.12828169763088226,0.07696902006864548,0.019547687843441963,,80ec3f676e17debf
1497865115325,-0.051312681287527084,-0.0806342139840126,-0.059864792972803116,,80ec3f676e17debf
1497865115353,-0.11484266817569733,-0.09285151958465576,-0.05009094998240471,,80ec3f676e17debf
1497865115373,-0.08552113175392151,-0.06719517707824707,-0.01466076634824276,,80ec3f676e17debf
1497865115952,-0.11239920556545258,-0.028099801391363144,-0.04642575979232788,,80ec3f676e17debf
1497865116074,-0.06719517707824707,0.02687807008624077,-0.07696902006864548,,80ec3f676e17debf
1497865116161,0.004886921960860491,0.03420845419168472,-0.024434609338641167,,80ec3f676e17debf
1497865116179,-0.015882495790719986,0.015882495790719986,-0.02076941914856434,,80ec3f676e17debf
1497865116231,-0.01710422709584236,-0.06475171446800232,-0.030543262138962746,,80ec3f676e17debf
1497865116244,-0.025656340643763542,-0.08796459436416626,-0.036651913076639175,,80ec3f676e17debf
1497865116278,-0.06352998316287994,-0.03298672288656235,-0.0403171069920063,,80ec3f676e17debf
1497865116312,-0.08674286305904388,-0.010995574295520782,-0.0659734457731247,,80ec3f676e17debf
1497865116357,-0.13805554807186127,-0.15027284622192383,-0.09773843735456467,,80ec3f676e17debf
1497865116370,-0.1258382350206375,-0.14294247329235077,-0.12828169763088226,,80ec3f676e17debf
1497865116416,-0.10262536257505417,-0.030543262138962746,-0.21991148591041565,,80ec3f676e17debf
1497865116434,-0.10262536257505417,-0.0708603709936142,-0.24190263450145721,,80ec3f676e17debf
1497865116452,-0.09407325088977814,-0.10873401165008545,-0.24923302233219147,,80ec3f676e17debf
1497865116510,-0.37629300355911255,-0.09040805697441101,-0.12217304855585098,,80ec3f676e17debf
1497865116536,-0.4239404797554016,-0.06841690838336945,-0.04764748737215996,,80ec3f676e17debf
1497865116561,-0.4105014503002167,-0.010995574295520782,-0.02687807008624077,,80ec3f676e17debf
1497865116579,-0.2638937830924988,0.0659734457731247,-0.01710422709584236,,80ec3f676e17debf
1497865116619,-0.11728613078594208,0.08918632566928864,-0.07208210229873657,,80ec3f676e17debf
1497865116651,-0.05619960278272629,0.1319468915462494,-0.09896016865968704,,80ec3f676e17debf
1497865116679,-0.04153883829712868,0.13561208546161652,-0.14782938361167908,,80ec3f676e17debf
1497865116719,-0.11728613078594208,0.16249015927314758,-0.12828169763088226,,80ec3f676e17debf
1497865116742,-0.15760323405265808,0.12828169763088226,-0.05375614017248154,,80ec3f676e17debf
1497865116758,-0.17348572611808777,0.12339477986097336,0.02687807008624077,,80ec3f676e17debf
