timestamp, pressure, UUID 
1497865024212,965.199951171875,80ec3f676e17debf
1497865114925,965.13916015625,80ec3f676e17debf
1497865115280,965.027099609375,80ec3f676e17debf
1497865116036,965.13916015625,80ec3f676e17debf
1497865116181,964.74609375,80ec3f676e17debf
1497865116363,964.70556640625,80ec3f676e17debf
1497865116545,964.65087890625,80ec3f676e17debf
1497865116719,964.609375,80ec3f676e17debf
1497865117259,964.484619140625,80ec3f676e17debf
1497865117445,964.45458984375,80ec3f676e17debf
1497865117626,964.46875,80ec3f676e17debf
1497865117800,964.480224609375,80ec3f676e17debf
1497865117987,964.480224609375,80ec3f676e17debf
1497865118177,964.46728515625,80ec3f676e17debf
1497865118338,964.46875,80ec3f676e17debf
1497865118518,964.470458984375,80ec3f676e17debf
1497865118699,964.4736328125,80ec3f676e17debf
1497865118878,964.468017578125,80ec3f676e17debf
1497865119087,964.4560546875,80ec3f676e17debf
1497865119242,964.46142578125,80ec3f676e17debf
1497865119421,964.471923828125,80ec3f676e17debf
1497865119604,964.483154296875,80ec3f676e17debf
1497865119789,964.493408203125,80ec3f676e17debf
1497865119959,964.49755859375,80ec3f676e17debf
1497865120138,964.516357421875,80ec3f676e17debf
1497865120321,964.52197265625,80ec3f676e17debf
1497865120501,964.521728515625,80ec3f676e17debf
1497865120680,964.527099609375,80ec3f676e17debf
1497865120859,964.532958984375,80ec3f676e17debf
1497865121044,964.5234375,80ec3f676e17debf
1497865121219,964.514892578125,80ec3f676e17debf
1497865121402,964.50048828125,80ec3f676e17debf
1497865121580,964.4921875,80ec3f676e17debf
1497865121761,964.489501953125,80ec3f676e17debf
1497865121940,964.491943359375,80ec3f676e17debf
1497865122120,964.486083984375,80ec3f676e17debf
1497865122300,964.48779296875,80ec3f676e17debf
1497865122494,964.50048828125,80ec3f676e17debf
1497865122668,964.521240234375,80ec3f676e17debf
1497865122843,964.525390625,80ec3f676e17debf
1497865123019,964.514892578125,80ec3f676e17debf
1497865123199,964.52001953125,80ec3f676e17debf
1497865123379,964.522216796875,80ec3f676e17debf
1497865123562,964.505126953125,80ec3f676e17debf
1497865123739,964.503662109375,80ec3f676e17debf
1497865123932,964.47900390625,80ec3f676e17debf
1497865124100,964.469482421875,80ec3f676e17debf
1497865124282,964.466796875,80ec3f676e17debf
1497865124463,964.451904296875,80ec3f676e17debf
1497865124642,964.451416015625,80ec3f676e17debf
1497865124820,964.469970703125,80ec3f676e17debf
1497865124999,964.47021484375,80ec3f676e17debf
1497865125181,964.4775390625,80ec3f676e17debf
1497865125360,964.477783203125,80ec3f676e17debf
1497865125542,964.4853515625,80ec3f676e17debf
1497865125723,964.498291015625,80ec3f676e17debf
1497865125900,964.505126953125,80ec3f676e17debf
1497865126082,964.495361328125,80ec3f676e17debf
1497865126259,964.494140625,80ec3f676e17debf
1497865126458,964.4892578125,80ec3f676e17debf
1497865126620,964.502197265625,80ec3f676e17debf
1497865126801,964.513671875,80ec3f676e17debf
1497865126983,964.504638671875,80ec3f676e17debf
1497865127160,964.493896484375,80ec3f676e17debf
1497865127341,964.4892578125,80ec3f676e17debf
1497865127519,964.4990234375,80ec3f676e17debf
1497865127721,964.50244140625,80ec3f676e17debf
1497865127880,964.51123046875,80ec3f676e17debf
1497865128059,964.509033203125,80ec3f676e17debf
1497865128239,964.51904296875,80ec3f676e17debf
1497865128422,964.5078125,80ec3f676e17debf
1497865128601,964.518798828125,80ec3f676e17debf
1497865128789,964.51806640625,80ec3f676e17debf
1497865128963,964.511962890625,80ec3f676e17debf
1497865129151,964.517578125,80ec3f676e17debf
1497865129319,964.5087890625,80ec3f676e17debf
1497865129499,964.5068359375,80ec3f676e17debf
1497865129680,964.521484375,80ec3f676e17debf
1497865129861,964.5146484375,80ec3f676e17debf
1497865130040,964.519775390625,80ec3f676e17debf
1497865130221,964.53759765625,80ec3f676e17debf
