timestamp, signal strength, UUID 
1497865114590,-69,,80ec3f676e17debf
1497865114808,-69,,80ec3f676e17debf
1497865114987,-69,,80ec3f676e17debf
1497865115045,-69,,80ec3f676e17debf
1497865115216,-69,,80ec3f676e17debf
1497865115401,-67,,80ec3f676e17debf
1497865115980,-67,,80ec3f676e17debf
1497865116072,-67,,80ec3f676e17debf
1497865116119,-67,,80ec3f676e17debf
1497865116205,-67,,80ec3f676e17debf
1497865116308,-67,,80ec3f676e17debf
1497865116413,-67,,80ec3f676e17debf
1497865116514,-67,,80ec3f676e17debf
1497865116612,-67,,80ec3f676e17debf
1497865116701,-67,,80ec3f676e17debf
1497865116892,-65,,80ec3f676e17debf
1497865117323,-65,,80ec3f676e17debf
1497865117435,-65,,80ec3f676e17debf
1497865117515,-65,,80ec3f676e17debf
1497865117638,-65,,80ec3f676e17debf
1497865117697,-65,,80ec3f676e17debf
1497865117798,-65,,80ec3f676e17debf
1497865117904,-65,,80ec3f676e17debf
1497865118001,-65,,80ec3f676e17debf
1497865118119,-65,,80ec3f676e17debf
1497865118233,-65,,80ec3f676e17debf
1497865118285,-65,,80ec3f676e17debf
1497865118396,-65,,80ec3f676e17debf
1497865118483,-65,,80ec3f676e17debf
1497865118590,-65,,80ec3f676e17debf
1497865118694,-65,,80ec3f676e17debf
1497865118785,-65,,80ec3f676e17debf
1497865118886,-65,,80ec3f676e17debf
1497865119022,-65,,80ec3f676e17debf
1497865119124,-65,,80ec3f676e17debf
1497865119205,-65,,80ec3f676e17debf
1497865119299,-65,,80ec3f676e17debf
1497865119399,-65,,80ec3f676e17debf
1497865119506,-65,,80ec3f676e17debf
1497865119607,-65,,80ec3f676e17debf
1497865119698,-65,,80ec3f676e17debf
1497865119804,-65,,80ec3f676e17debf
1497865119899,-65,,80ec3f676e17debf
1497865120002,-65,,80ec3f676e17debf
1497865120110,-65,,80ec3f676e17debf
1497865120205,-65,,80ec3f676e17debf
1497865120301,-65,,80ec3f676e17debf
1497865120400,-65,,80ec3f676e17debf
1497865120504,-65,,80ec3f676e17debf
1497865120634,-65,,80ec3f676e17debf
1497865120711,-65,,80ec3f676e17debf
1497865120817,-65,,80ec3f676e17debf
1497865120900,-65,,80ec3f676e17debf
1497865121003,-65,,80ec3f676e17debf
1497865121100,-65,,80ec3f676e17debf
1497865121206,-65,,80ec3f676e17debf
1497865121294,-65,,80ec3f676e17debf
1497865121404,-65,,80ec3f676e17debf
1497865121497,-65,,80ec3f676e17debf
1497865121602,-65,,80ec3f676e17debf
1497865121696,-65,,80ec3f676e17debf
1497865121802,-65,,80ec3f676e17debf
1497865121907,-65,,80ec3f676e17debf
1497865122271,-67,,80ec3f676e17debf
1497865122294,-67,,80ec3f676e17debf
1497865122423,-67,,80ec3f676e17debf
1497865122500,-67,,80ec3f676e17debf
1497865122608,-67,,80ec3f676e17debf
1497865122698,-67,,80ec3f676e17debf
1497865122801,-67,,80ec3f676e17debf
1497865122904,-67,,80ec3f676e17debf
1497865123016,-67,,80ec3f676e17debf
1497865123098,-67,,80ec3f676e17debf
1497865123194,-67,,80ec3f676e17debf
1497865123379,-65,,80ec3f676e17debf
1497865123440,-65,,80ec3f676e17debf
1497865123490,-65,,80ec3f676e17debf
1497865123599,-65,,80ec3f676e17debf
1497865123682,-65,,80ec3f676e17debf
1497865123793,-65,,80ec3f676e17debf
1497865123902,-65,,80ec3f676e17debf
1497865124005,-65,,80ec3f676e17debf
1497865124106,-65,,80ec3f676e17debf
1497865124212,-65,,80ec3f676e17debf
1497865124301,-65,,80ec3f676e17debf
