UUID, meanHeading, class, timestamp 
80ec3f676e17debf,118.9089517412309,undefined,1498222851977
80ec3f676e17debf,119.05339099651562,undefined,1498222852957
80ec3f676e17debf,119.43997451104086,undefined,1498222853956
80ec3f676e17debf,118.6778116543275,undefined,1498222854958
80ec3f676e17debf,116.7410209522262,undefined,1498222855965
80ec3f676e17debf,113.95268958937226,undefined,1498222856954
80ec3f676e17debf,112.23142092975958,undefined,1498222857957
80ec3f676e17debf,112.15201060433483,undefined,1498222859238
80ec3f676e17debf,112.20161316959826,undefined,1498222860018
80ec3f676e17debf,112.15411829813279,undefined,1498222861000
80ec3f676e17debf,110.20245804441694,undefined,1498222861954
80ec3f676e17debf,108.21771766988044,undefined,1498222862953
80ec3f676e17debf,109.13671968498707,undefined,1498222863955
80ec3f676e17debf,111.31907722592655,undefined,1498222864958
80ec3f676e17debf,108.51133342171161,undefined,1498222865983
80ec3f676e17debf,102.87543074204518,undefined,1498222866956
80ec3f676e17debf,96.71954750501334,undefined,1498222867958
80ec3f676e17debf,95.3127064156182,undefined,1498222868962
80ec3f676e17debf,90.98003508620168,undefined,1498222869942
80ec3f676e17debf,85.79530084004067,undefined,1498222870973
80ec3f676e17debf,87.51683575148748,undefined,1498222871945
80ec3f676e17debf,87.96633403407776,undefined,1498222872961
80ec3f676e17debf,105.60609993407083,undefined,1498222874012
80ec3f676e17debf,116.1766724593657,undefined,1498222874959
80ec3f676e17debf,122.06661949418447,undefined,1498222875959
80ec3f676e17debf,150.5768663712394,undefined,1498222876950
80ec3f676e17debf,166.1612989367713,undefined,1498222877947
80ec3f676e17debf,167.8139511554061,undefined,1498222878949
80ec3f676e17debf,167.96131564191904,undefined,1498222879953
80ec3f676e17debf,167.87493745154632,undefined,1498222880973
80ec3f676e17debf,166.680939932144,undefined,1498222881946
80ec3f676e17debf,164.12455024367765,undefined,1498222882942
80ec3f676e17debf,168.54859514516303,undefined,1498222883952
80ec3f676e17debf,174.4322785887886,undefined,1498222884951
80ec3f676e17debf,178.3821492925179,undefined,1498222885952
80ec3f676e17debf,182.95943105599852,undefined,1498222886957
80ec3f676e17debf,183.6966313486558,undefined,1498222887953
80ec3f676e17debf,181.8500589551519,undefined,1498222888960
80ec3f676e17debf,182.74674111496168,undefined,1498222889944
80ec3f676e17debf,183.17730654158498,undefined,1498222890948
80ec3f676e17debf,184.83769085488422,undefined,1498222891961
80ec3f676e17debf,186.42841504364955,undefined,1498222892944
80ec3f676e17debf,189.51151649398824,undefined,1498222894475
80ec3f676e17debf,191.70039515773357,undefined,1498222894951
80ec3f676e17debf,195.2941199190916,undefined,1498222895943
80ec3f676e17debf,200.8831019021476,undefined,1498222897161
80ec3f676e17debf,215.6749848949142,undefined,1498222897936
80ec3f676e17debf,223.27304521358826,undefined,1498222898942
80ec3f676e17debf,220.61995392080587,undefined,1498222899939
80ec3f676e17debf,215.1743618505537,undefined,1498222900947
80ec3f676e17debf,214.26282756531148,undefined,1498222901949
80ec3f676e17debf,217.42846844029012,undefined,1498222902966
80ec3f676e17debf,220.05410578528108,undefined,1498222903948
80ec3f676e17debf,217.88244934316228,undefined,1498222904941
80ec3f676e17debf,211.60609340268786,undefined,1498222905941
80ec3f676e17debf,207.4845817309317,undefined,1498222907035
80ec3f676e17debf,205.54548687871488,undefined,1498222907953
80ec3f676e17debf,204.92527331023527,undefined,1498222908950
80ec3f676e17debf,206.6497437769561,undefined,1498222909960
80ec3f676e17debf,208.16414097487026,undefined,1498222910940
