timestamp, latitude, longitude, accuracy, UUID 
1497865278829,48.2638656,11.6712,19.47800064086914,,80ec3f676e17debf
1499118615233,48.2638605,11.6712497,19.474000930786133,,80ec3f676e17debf
1497865293900,48.2640046,11.6710276,4,,80ec3f676e17debf
1497865294891,48.2640146,11.6710232,32,,80ec3f676e17debf
1497865295898,48.2640178,11.671018,32,,80ec3f676e17debf
1497865296900,48.2640166,11.6710119,32,,80ec3f676e17debf
1497865297906,48.264021,11.6710089,12,,80ec3f676e17debf
1497865298906,48.2640243,11.6710025,12,,80ec3f676e17debf
1497865300000,48.2640322,11.6710065,12,,80ec3f676e17debf
1497865301000,48.2640245,11.671002,8,,80ec3f676e17debf
1497865302000,48.2640273,11.6709959,8,,80ec3f676e17debf
1497865303000,48.2640253,11.6710046,8,,80ec3f676e17debf
1497865304000,48.2640243,11.6710181,8,,80ec3f676e17debf
1497865305000,48.2640226,11.6710282,8,,80ec3f676e17debf
1497865306000,48.2640224,11.6710353,16,,80ec3f676e17debf
1497865307000,48.2640207,11.6710493,12,,80ec3f676e17debf
1497865308000,48.2640159,11.6710565,8,,80ec3f676e17debf
1497865309000,48.2640196,11.6710714,8,,80ec3f676e17debf
1497865310000,48.2640176,11.6710674,8,,80ec3f676e17debf
1497865311000,48.2640182,11.6710585,8,,80ec3f676e17debf
1497865312000,48.2640198,11.6710618,32,,80ec3f676e17debf
1497865313000,48.2640197,11.6710596,24,,80ec3f676e17debf
1497865314000,48.2640186,11.6710669,16,,80ec3f676e17debf
1497865315000,48.2640226,11.6710751,16,,80ec3f676e17debf
1497865316000,48.2640248,11.6710819,8,,80ec3f676e17debf
1497865317000,48.2640289,11.6710846,24,,80ec3f676e17debf
1497865318000,48.264031,11.6710913,24,,80ec3f676e17debf
1497865319000,48.2640358,11.6710958,16,,80ec3f676e17debf
1497865320000,48.2640408,11.6710959,24,,80ec3f676e17debf
1497865321000,48.2640408,11.6710959,24,,80ec3f676e17debf
1497865322000,48.2640408,11.6710959,32,,80ec3f676e17debf
1497865323000,48.2640408,11.6710959,32,,80ec3f676e17debf
1497865324000,48.2640408,11.6710959,96,,80ec3f676e17debf
1497865325000,48.2640408,11.6710959,32,,80ec3f676e17debf
1497865338098,48.2638442,11.671217,624.8870239257812,,80ec3f676e17debf
1497865343075,48.2638442,11.671217,689.5750122070312,,80ec3f676e17debf
1497865348096,48.2638442,11.671217,754.8480224609375,,80ec3f676e17debf
1497865353090,48.2638442,11.671217,819.7830200195312,,80ec3f676e17debf
1497865358116,48.2638442,11.671217,885.1079711914062,,80ec3f676e17debf
1497865363115,48.2639275,11.6589713,1299.9990234375,,80ec3f676e17debf
1497865368142,48.2639275,11.6589713,1299.9990234375,,80ec3f676e17debf
1497865373131,48.2639275,11.6589713,1299.9990234375,,80ec3f676e17debf
1497865378143,48.2639275,11.6589713,1299.9990234375,,80ec3f676e17debf
1497865383164,48.2639275,11.6589713,1299.9990234375,,80ec3f676e17debf
