timestamp, light1, light2, light3, UUID 
1497865289406,118922,5424,118922,,80ec3f676e17debf
1497865289582,129280,5617,129280,,80ec3f676e17debf
1497865289582,129280,5617,129280,,80ec3f676e17debf
1497865289761,121493,5653,121493,,80ec3f676e17debf
1497865289941,114246,5671,114246,,80ec3f676e17debf
1497865289941,114246,5671,114246,,80ec3f676e17debf
1497865290123,114575,5682,114575,,80ec3f676e17debf
1497865290123,114575,5682,114575,,80ec3f676e17debf
1497865290301,113014,5719,113014,,80ec3f676e17debf
1497865290301,113014,5719,113014,,80ec3f676e17debf
1497865290488,111092,5856,111092,,80ec3f676e17debf
1497865290488,111092,5856,111092,,80ec3f676e17debf
1497865290663,110886,5884,110886,,80ec3f676e17debf
1497865290663,110886,5884,110886,,80ec3f676e17debf
1497865290904,109419,5904,109419,,80ec3f676e17debf
1497865291021,111130,5920,111130,,80ec3f676e17debf
1497865291021,111130,5920,111130,,80ec3f676e17debf
1497865292101,118013,5527,118013,,80ec3f676e17debf
1497865292101,118013,5527,118013,,80ec3f676e17debf
1497865292287,116560,5727,116560,,80ec3f676e17debf
1497865292287,116560,5727,116560,,80ec3f676e17debf
1497865292461,121116,5540,121116,,80ec3f676e17debf
1497865292461,121116,5540,121116,,80ec3f676e17debf
1497865292641,119542,5651,119542,,80ec3f676e17debf
1497865292821,128185,5560,128185,,80ec3f676e17debf
1497865292821,128185,5560,128185,,80ec3f676e17debf
1497865293006,127821,5359,127821,,80ec3f676e17debf
1497865293006,127821,5359,127821,,80ec3f676e17debf
1497865293183,122069,5528,122069,,80ec3f676e17debf
1497865293183,122069,5528,122069,,80ec3f676e17debf
1497865293361,113652,5660,113652,,80ec3f676e17debf
1497865293361,113652,5660,113652,,80ec3f676e17debf
1497865293543,108433,5934,108433,,80ec3f676e17debf
1497865293722,111556,5714,111556,,80ec3f676e17debf
1497865293722,111556,5714,111556,,80ec3f676e17debf
1497865293907,119558,5602,119558,,80ec3f676e17debf
1497865293907,119558,5602,119558,,80ec3f676e17debf
1497865294087,119702,5628,119702,,80ec3f676e17debf
1497865294087,119702,5628,119702,,80ec3f676e17debf
