timestamp, accelerationX, accelerationY, accelerationZ, UUID 
1497865289259,-1.5131354331970215,3.487154722213745,8.493430137634277,,80ec3f676e17debf
1497865289438,-0.8583213090896606,3.757699489593506,9.003395080566406,,80ec3f676e17debf
1497865289450,-0.9792284965515137,3.6966474056243896,9.095572471618652,,80ec3f676e17debf
1497865289623,-1.0558429956436157,2.6396074295043945,8.920795440673828,,80ec3f676e17debf
1497865289725,-0.5027823448181152,2.651578426361084,9.26675796508789,,80ec3f676e17debf
1497865289798,-0.1735796183347702,2.558204412460327,9.546878814697266,,80ec3f676e17debf
1497865289858,-0.13048399984836578,2.451662540435791,9.548076629638672,,80ec3f676e17debf
1497865289922,-0.33279404044151306,2.3582887649536133,9.522936820983887,,80ec3f676e17debf
1497865289979,-0.13766659796237946,2.4229321479797363,9.427168846130371,,80ec3f676e17debf
1497865290008,-0.2717418968677521,2.36188006401062,9.670180320739746,,80ec3f676e17debf
1497865290039,-0.3100491166114807,2.3582887649536133,9.653421401977539,,80ec3f676e17debf
1497865290081,-0.15442600846290588,2.3523032665252686,9.720458984375,,80ec3f676e17debf
1497865290128,-0.152031809091568,2.2888567447662354,9.701305389404297,,80ec3f676e17debf
1497865290171,-0.19153612852096558,2.248155355453491,9.50857162475586,,80ec3f676e17debf
1497865290206,-0.2082955539226532,2.2697031497955322,9.576807022094727,,80ec3f676e17debf
1497865290225,-0.1604115068912506,2.234987258911133,9.676166534423828,,80ec3f676e17debf
1497865290357,-0.02753331884741783,2.27209734916687,9.391256332397461,,80ec3f676e17debf
1497865290411,-0.03232172131538391,2.3032219409942627,9.23563289642334,,80ec3f676e17debf
1497865290471,-0.02753331884741783,2.345120668411255,9.187748908996582,,80ec3f676e17debf
1497865290520,-0.06224924325942993,2.3738510608673096,9.430760383605957,,80ec3f676e17debf
1497865290557,-0.02274491637945175,2.428917646408081,9.285911560058594,,80ec3f676e17debf
1497865290588,-0.005985504016280174,2.4133553504943848,9.309853553771973,,80ec3f676e17debf
1497865290608,0.028730420395731926,2.4145524501800537,9.406818389892578,,80ec3f676e17debf
1497865290630,0.010773907415568829,2.491166830062866,9.373299598693848,,80ec3f676e17debf
1497865290657,-0.03232172131538391,2.4588451385498047,9.3026704788208,,80ec3f676e17debf
1497865290683,0.016759412363171577,2.5007436275482178,9.491812705993652,,80ec3f676e17debf
1497865290721,0.13527239859104156,2.522291421890259,9.368511199951172,,80ec3f676e17debf
1497865290788,0.3292027413845062,2.5330653190612793,9.497797966003418,,80ec3f676e17debf
1497865290802,0.3818751573562622,2.5773582458496094,9.695320129394531,,80ec3f676e17debf
1497865290820,0.43095630407333374,2.628833532333374,9.671378135681152,,80ec3f676e17debf
1497865290904,0.5674257874488831,2.829946517944336,9.421183586120605,,80ec3f676e17debf
1497865290932,0.7781155705451965,3.025073766708374,9.010578155517578,,80ec3f676e17debf
1497865290950,0.7613561153411865,3.139995574951172,8.592789649963379,,80ec3f676e17debf
1497865290982,0.8475474119186401,3.3423056602478027,8.453926086425781,,80ec3f676e17debf
1497865291042,0.6153098344802856,3.3482911586761475,8.99621295928955,,80ec3f676e17debf
1497865291092,0.47165772318840027,3.3243491649627686,9.32421875,,80ec3f676e17debf
1497865291130,0.14484919607639313,3.3506853580474854,8.710105895996094,,80ec3f676e17debf
1497865292110,-0.38307225704193115,3.7229835987091064,11.543643951416016,,80ec3f676e17debf
1497865292188,0.07422025501728058,1.7729063034057617,12.05959415435791,,80ec3f676e17debf
1497865292221,-0.3124433159828186,1.1839327812194824,13.589488983154297,,80ec3f676e17debf
1497865292255,0.008379706181585789,1.0522516965866089,13.262680053710938,,80ec3f676e17debf
1497865292288,0.3687070608139038,1.3180080652236938,9.44871711730957,,80ec3f676e17debf
1497865292301,0.6129156351089478,1.5729905366897583,8.177395820617676,,80ec3f676e17debf
1497865292320,0.8535329103469849,1.7729063034057617,7.316680431365967,,80ec3f676e17debf
1497865292365,1.0031704902648926,1.6938977241516113,8.29471206665039,,80ec3f676e17debf
1497865292384,0.8032546639442444,1.4712369441986084,8.71728801727295,,80ec3f676e17debf
1497865292408,0.3280056416988373,1.359906554222107,9.216479301452637,,80ec3f676e17debf
1497865292437,0.16759411990642548,1.556231141090393,9.094375610351562,,80ec3f676e17debf
1497865292456,0.1149216815829277,1.8483237028121948,7.948749542236328,,80ec3f676e17debf
1497865292482,0.23702596127986908,2.1487960815429688,7.000645637512207,,80ec3f676e17debf
1497865292515,0.2082955539226532,2.403778553009033,6.740874767303467,,80ec3f676e17debf
1497865292529,0.11372458189725876,2.557007312774658,6.800729751586914,,80ec3f676e17debf
1497865292571,0.11133038252592087,2.920926094055176,6.7923502922058105,,80ec3f676e17debf
1497865292589,0.11133038252592087,3.066972494125366,6.979097843170166,,80ec3f676e17debf
1497865292601,0.11252748221158981,3.1208419799804688,7.2352776527404785,,80ec3f676e17debf
1497865292637,0.07062894850969315,3.732560396194458,8.583212852478027,,80ec3f676e17debf
1497865292651,0.07661445438861847,3.8714241981506348,8.842984199523926,,80ec3f676e17debf
1497865292691,0.2669534981250763,4.441244125366211,9.421183586120605,,80ec3f676e17debf
1497865292711,0.2885012924671173,4.32871675491333,9.695320129394531,,80ec3f676e17debf
1497865292731,0.14245499670505524,4.165910720825195,10.15021800994873,,80ec3f676e17debf
1497865292779,-0.0586579404771328,3.7014358043670654,11.725603103637695,,80ec3f676e17debf
1497865292821,-0.5494692921638489,2.9963433742523193,10.860098838806152,,80ec3f676e17debf
1497865292901,-1.2856862545013428,1.0654197931289673,13.535619735717773,,80ec3f676e17debf
1497865292932,-1.2509703636169434,1.0558429956436157,12.05959415435791,,80ec3f676e17debf
1497865292977,-0.5422866940498352,1.5406688451766968,8.572439193725586,,80ec3f676e17debf
