prediction, timestamp 
standing,1497865290777
standing,1497865292270
standing,1497865293767
standing,1497865295291
standing,1497865296956
standing,1497865298347
standing,1497865299813
elevator down,1497865301283
elevator down,1497865302795
walking,1497865304271
walking,1497865305773
walking,1497865307355
walking,1497865308778
walking,1497865310293
walking,1497865311838
walking,1497865313305
walking,1497865314781
walking,1497865316295
walking,1497865317782
walking,1497865319288
walking,1497865320784
walking,1497865322279
walking,1497865323816
walking,1497865325382
walking,1497865326783
walking,1497865328288
walking,1497865329775
walking,1497865331899
walking,1497865332765
walking,1497865334293
walking,1497865335794
walking,1497865337345
walking,1497865338782
walking,1497865340292
walking,1497865342136
walking,1497865343274
walking,1497865344785
walking,1497865346306
walking,1497865348730
walking,1497865349262
walking,1497865351127
walking,1497865352294
walking,1497865353818
walking,1497865355251
walking,1497865356791
walking,1497865358328
walking,1497865359795
walking,1497865361291
walking,1497865362782
walking,1497865364493
walking,1497865365791
walking,1497865367274
walking,1497865368746
walking,1497865370270
walking,1497865371775
walking,1497865373278
walking,1497865374831
walking,1497865376287
walking,1497865377771
walking,1497865379522
walking,1497865380770
walking,1497865382271
walking,1497865383777
walking,1497865385283
