prediction, timestamp 
standing,1497341467509
standing,1497341469393
standing,1497341470350
standing,1497341471854
standing,1497341473739
standing,1497341475236
standing,1497341476351
standing,1497341477853
walking,1497341479329
walking,1497341480897
walking,1497341482360
elevator down,1497341483856
elevator down,1497341485359
elevator down,1497341486857
elevator down,1497341488359
elevator down,1497341489856
elevator down,1497341491360
elevator down,1497341492855
elevator down,1497341494630
elevator down,1497341495829
standing,1497341497329
standing,1497341498860
standing,1497341500358
standing,1497341501851
standing,1497341503439
standing,1497341504865
standing,1497341506356
standing,1497341507853
standing,1497341509366
standing,1497341510861
standing,1497341512390
standing,1497341513880
standing,1497341515402
standing,1497341516860
standing,1497341518365
walking,1497341519852
walking,1497341521344
walking,1497341522851
walking,1497341524331
walking,1497341525850
walking,1497341527359
walking,1497341528968
walking,1497341530392
sitting,1497341531842
sitting,1497341533323
sitting,1497341534867
