timestamp, light1, light2, light3, UUID 
1497341465800,59006,5727,59006,,80ec3f676e17debf
1497341466157,68256,5965,68256,,80ec3f676e17debf
1497341466341,62981,5685,62981,,80ec3f676e17debf
1497341466341,62981,5685,62981,,80ec3f676e17debf
1497341466519,76311,6084,76311,,80ec3f676e17debf
1497341467425,80021,5938,80021,,80ec3f676e17debf
1497341467425,80021,5938,80021,,80ec3f676e17debf
1497341467425,80021,5938,80021,,80ec3f676e17debf
1497341467608,73741,5908,73741,,80ec3f676e17debf
1497341467779,69268,5810,69268,,80ec3f676e17debf
1497341467779,69268,5810,69268,,80ec3f676e17debf
1497341467961,57122,5901,57122,,80ec3f676e17debf
1497341467961,57122,5901,57122,,80ec3f676e17debf
1497341468138,56271,5881,56271,,80ec3f676e17debf
1497341468138,56271,5881,56271,,80ec3f676e17debf
1497341468316,58184,5872,58184,,80ec3f676e17debf
1497341468500,62999,5956,62999,,80ec3f676e17debf
1497341469218,77486,5935,77486,,80ec3f676e17debf
1497341469397,68242,5797,68242,,80ec3f676e17debf
1497341469397,68242,5797,68242,,80ec3f676e17debf
1497341469576,57532,5831,57532,,80ec3f676e17debf
1497341469576,57532,5831,57532,,80ec3f676e17debf
1497341469756,62866,5713,62866,,80ec3f676e17debf
1497341469756,62866,5713,62866,,80ec3f676e17debf
1497341469939,66412,5837,66412,,80ec3f676e17debf
1497341469939,66412,5837,66412,,80ec3f676e17debf
1497341470117,76111,5709,76111,,80ec3f676e17debf
1497341470299,76032,5857,76032,,80ec3f676e17debf
1497341470299,76032,5857,76032,,80ec3f676e17debf
1497341470482,5263,6652,5263,,80ec3f676e17debf
1497341470482,5263,6652,5263,,80ec3f676e17debf
1497341470656,4431,6918,4431,,80ec3f676e17debf
1497341470656,4431,6918,4431,,80ec3f676e17debf
1497341470838,3965,6724,3965,,80ec3f676e17debf
1497341470838,3965,6724,3965,,80ec3f676e17debf
1497341471018,3804,6540,3804,,80ec3f676e17debf
1497341471018,3804,6540,3804,,80ec3f676e17debf
1497341471236,3610,6460,3610,,80ec3f676e17debf
1497341471377,3585,6344,3585,,80ec3f676e17debf
1497341471377,3585,6344,3585,,80ec3f676e17debf
1497341471559,3503,6229,3503,,80ec3f676e17debf
1497341471559,3503,6229,3503,,80ec3f676e17debf
1497341471737,3052,6065,3052,,80ec3f676e17debf
1497341471737,3052,6065,3052,,80ec3f676e17debf
1497341471917,2872,6005,2872,,80ec3f676e17debf
1497341472098,2755,5955,2755,,80ec3f676e17debf
1497341472098,2755,5955,2755,,80ec3f676e17debf
1497341472277,2547,5779,2547,,80ec3f676e17debf
1497341472277,2547,5779,2547,,80ec3f676e17debf
1497341472462,2456,5702,2456,,80ec3f676e17debf
1497341472462,2456,5702,2456,,80ec3f676e17debf
1497341472636,2430,5675,2430,,80ec3f676e17debf
1497341472636,2430,5675,2430,,80ec3f676e17debf
1497341472817,2326,5593,2326,,80ec3f676e17debf
1497341472817,2326,5593,2326,,80ec3f676e17debf
1497341473004,2024,5266,2024,,80ec3f676e17debf
1497341473537,1976,5318,1976,,80ec3f676e17debf
1497341473719,2039,5444,2039,,80ec3f676e17debf
1497341473903,1844,5204,1844,,80ec3f676e17debf
1497341473903,1844,5204,1844,,80ec3f676e17debf
1497341474084,1789,5149,1789,,80ec3f676e17debf
1497341474084,1789,5149,1789,,80ec3f676e17debf
1497341474257,1833,5298,1833,,80ec3f676e17debf
1497341474257,1833,5298,1833,,80ec3f676e17debf
1497341474436,1634,5071,1634,,80ec3f676e17debf
1497341474436,1634,5071,1634,,80ec3f676e17debf
1497341474618,1593,5062,1593,,80ec3f676e17debf
1497341475157,1410,4929,1410,,80ec3f676e17debf
1497341475157,1410,4929,1410,,80ec3f676e17debf
1497341475337,1548,5260,1548,,80ec3f676e17debf
