timestamp, signal strength, UUID 
1497341466004,-75,,80ec3f676e17debf
1497341466108,-75,,80ec3f676e17debf
1497341466278,-75,,80ec3f676e17debf
1497341466428,-75,,80ec3f676e17debf
1497341466562,-79,,80ec3f676e17debf
1497341467421,-79,,80ec3f676e17debf
1497341467489,-79,,80ec3f676e17debf
1497341467540,-79,,80ec3f676e17debf
1497341467642,-79,,80ec3f676e17debf
1497341467738,-79,,80ec3f676e17debf
1497341467840,-79,,80ec3f676e17debf
1497341467937,-79,,80ec3f676e17debf
1497341468058,-79,,80ec3f676e17debf
1497341468131,-79,,80ec3f676e17debf
1497341468234,-79,,80ec3f676e17debf
1497341468322,-79,,80ec3f676e17debf
1497341468421,-79,,80ec3f676e17debf
1497341469307,-73,,80ec3f676e17debf
1497341469355,-73,,80ec3f676e17debf
1497341469431,-73,,80ec3f676e17debf
1497341469527,-73,,80ec3f676e17debf
1497341469634,-73,,80ec3f676e17debf
1497341469725,-73,,80ec3f676e17debf
1497341469837,-73,,80ec3f676e17debf
1497341469928,-73,,80ec3f676e17debf
1497341470038,-73,,80ec3f676e17debf
1497341470121,-73,,80ec3f676e17debf
1497341470229,-73,,80ec3f676e17debf
1497341470331,-73,,80ec3f676e17debf
1497341470421,-73,,80ec3f676e17debf
1497341470528,-73,,80ec3f676e17debf
1497341470640,-73,,80ec3f676e17debf
1497341470725,-73,,80ec3f676e17debf
1497341470830,-73,,80ec3f676e17debf
1497341470938,-73,,80ec3f676e17debf
1497341471028,-73,,80ec3f676e17debf
1497341471127,-73,,80ec3f676e17debf
1497341471217,-73,,80ec3f676e17debf
1497341471333,-73,,80ec3f676e17debf
1497341471424,-73,,80ec3f676e17debf
1497341471521,-73,,80ec3f676e17debf
1497341471630,-73,,80ec3f676e17debf
1497341471725,-73,,80ec3f676e17debf
1497341471824,-73,,80ec3f676e17debf
1497341471938,-73,,80ec3f676e17debf
1497341472029,-73,,80ec3f676e17debf
1497341472126,-73,,80ec3f676e17debf
1497341472229,-73,,80ec3f676e17debf
1497341472332,-73,,80ec3f676e17debf
1497341472435,-73,,80ec3f676e17debf
1497341472527,-73,,80ec3f676e17debf
1497341472629,-73,,80ec3f676e17debf
1497341472731,-73,,80ec3f676e17debf
1497341472831,-73,,80ec3f676e17debf
1497341472931,-73,,80ec3f676e17debf
1497341473121,-75,,80ec3f676e17debf
1497341473655,-75,,80ec3f676e17debf
1497341473707,-75,,80ec3f676e17debf
1497341473763,-75,,80ec3f676e17debf
1497341473838,-75,,80ec3f676e17debf
1497341473927,-75,,80ec3f676e17debf
1497341474022,-75,,80ec3f676e17debf
1497341474130,-75,,80ec3f676e17debf
1497341474227,-75,,80ec3f676e17debf
1497341474339,-75,,80ec3f676e17debf
1497341474428,-75,,80ec3f676e17debf
1497341474531,-75,,80ec3f676e17debf
1497341474718,-71,,80ec3f676e17debf
1497341475165,-71,,80ec3f676e17debf
1497341475204,-71,,80ec3f676e17debf
1497341475270,-71,,80ec3f676e17debf
1497341475333,-71,,80ec3f676e17debf
1497341475453,-71,,80ec3f676e17debf
1497341475538,-71,,80ec3f676e17debf
1497341475634,-71,,80ec3f676e17debf
1497341475735,-71,,80ec3f676e17debf
1497341475825,-71,,80ec3f676e17debf
1497341475923,-71,,80ec3f676e17debf
1497341476034,-71,,80ec3f676e17debf
1497341476122,-71,,80ec3f676e17debf
1497341476225,-71,,80ec3f676e17debf
1497341476323,-71,,80ec3f676e17debf
1497341476446,-71,,80ec3f676e17debf
1497341476529,-71,,80ec3f676e17debf
1497341476621,-71,,80ec3f676e17debf
1497341476729,-71,,80ec3f676e17debf
1497341476826,-71,,80ec3f676e17debf
1497341476933,-71,,80ec3f676e17debf
1497341477029,-71,,80ec3f676e17debf
1497341477131,-71,,80ec3f676e17debf
1497341477227,-71,,80ec3f676e17debf
1497341477326,-71,,80ec3f676e17debf
1497341477440,-71,,80ec3f676e17debf
1497341477529,-71,,80ec3f676e17debf
1497341477627,-71,,80ec3f676e17debf
1497341477735,-71,,80ec3f676e17debf
1497341477826,-71,,80ec3f676e17debf
1497341478039,-75,,80ec3f676e17debf
1497341478499,-75,,80ec3f676e17debf
1497341478530,-75,,80ec3f676e17debf
1497341478624,-75,,80ec3f676e17debf
1497341478724,-75,,80ec3f676e17debf
1497341478839,-75,,80ec3f676e17debf
1497341478936,-75,,80ec3f676e17debf
1497341479055,-75,,80ec3f676e17debf
1497341479130,-75,,80ec3f676e17debf
1497341479229,-75,,80ec3f676e17debf
1497341479307,-75,,80ec3f676e17debf
1497341479413,-75,,80ec3f676e17debf
1497341479514,-75,,80ec3f676e17debf
1497341479613,-75,,80ec3f676e17debf
1497341479711,-75,,80ec3f676e17debf
1497341479811,-75,,80ec3f676e17debf
1497341480025,-77,,80ec3f676e17debf
1497341480387,-77,,80ec3f676e17debf
1497341480429,-77,,80ec3f676e17debf
1497341480524,-77,,80ec3f676e17debf
1497341480622,-77,,80ec3f676e17debf
1497341480725,-77,,80ec3f676e17debf
1497341480825,-77,,80ec3f676e17debf
1497341480920,-77,,80ec3f676e17debf
1497341481026,-77,,80ec3f676e17debf
1497341481129,-77,,80ec3f676e17debf
1497341481237,-77,,80ec3f676e17debf
1497341481325,-77,,80ec3f676e17debf
1497341481436,-77,,80ec3f676e17debf
1497341481532,-77,,80ec3f676e17debf
1497341481632,-77,,80ec3f676e17debf
1497341481724,-77,,80ec3f676e17debf
1497341481832,-77,,80ec3f676e17debf
1497341481933,-77,,80ec3f676e17debf
1497341482054,-77,,80ec3f676e17debf
1497341482130,-77,,80ec3f676e17debf
1497341482233,-77,,80ec3f676e17debf
1497341482329,-77,,80ec3f676e17debf
1497341482438,-77,,80ec3f676e17debf
1497341482536,-77,,80ec3f676e17debf
1497341482632,-77,,80ec3f676e17debf
1497341482723,-77,,80ec3f676e17debf
1497341482827,-77,,80ec3f676e17debf
1497341482925,-77,,80ec3f676e17debf
1497341483027,-77,,80ec3f676e17debf
1497341483125,-77,,80ec3f676e17debf
1497341483227,-77,,80ec3f676e17debf
1497341483329,-77,,80ec3f676e17debf
1497341483427,-77,,80ec3f676e17debf
1497341483527,-77,,80ec3f676e17debf
1497341483628,-77,,80ec3f676e17debf
1497341483720,-77,,80ec3f676e17debf
1497341483829,-77,,80ec3f676e17debf
1497341483926,-77,,80ec3f676e17debf
1497341484026,-77,,80ec3f676e17debf
1497341484123,-77,,80ec3f676e17debf
1497341484328,-73,,80ec3f676e17debf
1497341484798,-73,,80ec3f676e17debf
1497341484835,-73,,80ec3f676e17debf
1497341484928,-73,,80ec3f676e17debf
1497341485040,-73,,80ec3f676e17debf
1497341485122,-73,,80ec3f676e17debf
1497341485232,-73,,80ec3f676e17debf
1497341485330,-73,,80ec3f676e17debf
1497341485444,-73,,80ec3f676e17debf
1497341485536,-73,,80ec3f676e17debf
1497341485629,-73,,80ec3f676e17debf
1497341485732,-73,,80ec3f676e17debf
1497341485831,-73,,80ec3f676e17debf
1497341485926,-73,,80ec3f676e17debf
1497341486029,-73,,80ec3f676e17debf
1497341486128,-73,,80ec3f676e17debf
1497341486228,-73,,80ec3f676e17debf
1497341486324,-73,,80ec3f676e17debf
1497341486439,-73,,80ec3f676e17debf
1497341486528,-73,,80ec3f676e17debf
1497341486627,-73,,80ec3f676e17debf
