timestamp, latitude, longitude, accuracy, UUID 
1497341459707,48.2638632,11.6712383,22.5,,80ec3f676e17debf
1497341468597,48.2639799,11.6710384,4.399999618530273,,80ec3f676e17debf
1497341468843,48.2638769,11.6712823,19.638999938964844,,80ec3f676e17debf
1497341473886,48.264609864249934,11.671166606868416,12,,80ec3f676e17debf
1497341474886,48.2638901,11.6712045,12,,80ec3f676e17debf
1497341475999,48.2638976,11.6711992,12,,80ec3f676e17debf
1497341476999,48.2639104,11.6712014,24,,80ec3f676e17debf
1497341477999,48.2639178,11.6711995,24,,80ec3f676e17debf
1497341478999,48.263918,11.6711996,24,,80ec3f676e17debf
1497341478879,48.263918,11.6711996,30.410999298095703,,80ec3f676e17debf
1497341479999,48.2639216,11.6712059,24,,80ec3f676e17debf
1497341480999,48.2639273,11.6712018,16,,80ec3f676e17debf
1497341481999,48.2639288,11.6712023,16,,80ec3f676e17debf
1497341482999,48.2639321,11.6711977,16,,80ec3f676e17debf
1497341483999,48.2639392,11.6711897,24,,80ec3f676e17debf
1497341484999,48.2639455,11.6711851,12,,80ec3f676e17debf
1497341485999,48.263951,11.6711829,12,,80ec3f676e17debf
1497341486999,48.2639537,11.671195,32,,80ec3f676e17debf
1497341487999,48.2639582,11.6711991,32,,80ec3f676e17debf
1497341488999,48.2639635,11.6712073,48,,80ec3f676e17debf
1497341489999,48.2639682,11.6712114,32,,80ec3f676e17debf
1497341490999,48.2639722,11.6712137,24,,80ec3f676e17debf
1497341491999,48.2639766,11.6712126,24,,80ec3f676e17debf
1497341492999,48.2639766,11.6712126,24,,80ec3f676e17debf
1497341493999,48.2639766,11.6712126,24,,80ec3f676e17debf
1497341496999,48.2639943,11.6712131,24,,80ec3f676e17debf
1497341497999,48.2639943,11.6712131,96,,80ec3f676e17debf
1497341498999,48.2639943,11.6712131,32,,80ec3f676e17debf
1497341512515,48.2638632,11.6712383,489.6549987792969,,80ec3f676e17debf
1497341517526,48.2638632,11.6712383,554.8109741210938,,80ec3f676e17debf
1497341522522,48.2638632,11.6712383,619.7459716796875,,80ec3f676e17debf
1497341527527,48.2638632,11.6712383,684.8109741210938,,80ec3f676e17debf
1497341532528,48.2638632,11.6712383,749.823974609375,,80ec3f676e17debf
