prediction, timestamp 
walking,1498222735873
walking,1498222737356
walking,1498222738900
walking,1498222740375
walking,1498222741861
walking,1498222743410
walking,1498222744874
walking downstairs,1498222746375
walking downstairs,1498222747874
walking downstairs,1498222749366
walking downstairs,1498222751285
walking downstairs,1498222752494
walking downstairs,1498222754423
walking downstairs,1498222755377
walking downstairs,1498222756868
walking downstairs,1498222758390
walking downstairs,1498222759861
walking downstairs,1498222761417
walking downstairs,1498222763006
walking downstairs,1498222764392
walking downstairs,1498222765872
walking downstairs,1498222767422
walking downstairs,1498222768880
walking downstairs,1498222770912
walking downstairs,1498222771868
walking downstairs,1498222773366
walking downstairs,1498222774903
walking downstairs,1498222776364
walking downstairs,1498222777914
walking downstairs,1498222779375
walking downstairs,1498222781193
walking downstairs,1498222782382
walking downstairs,1498222783887
walking downstairs,1498222785403
walking downstairs,1498222786866
walking downstairs,1498222788372
walking downstairs,1498222789943
walking downstairs,1498222791659
