timestamp, latitude, longitude, accuracy, UUID 
1498222720911,48.2647738,11.6724533,82.5,,80ec3f676e17debf
1498222736924,48.2648665,11.6723928,50,,80ec3f676e17debf
1498222743349,48.264772,11.6715459,16,,80ec3f676e17debf
1498222741928,48.264772,11.6715459,20.070999145507812,,80ec3f676e17debf
1498222745297,48.2647739,11.671552,32,,80ec3f676e17debf
1498222746297,48.2647739,11.6715534,32,,80ec3f676e17debf
1498222747297,48.2647736,11.6715539,32,,80ec3f676e17debf
1498222748297,48.2647807,11.6715554,32,,80ec3f676e17debf
1498222749297,48.2647853,11.6715611,32,,80ec3f676e17debf
1498222750297,48.264786,11.671565,32,,80ec3f676e17debf
1498222749128,48.264844,11.671222,8,,80ec3f676e17debf
1498222751297,48.2647831,11.6715693,48,,80ec3f676e17debf
1498222752297,48.2647802,11.6715729,48,,80ec3f676e17debf
1498222753297,48.2647803,11.6715738,32,,80ec3f676e17debf
1498222756297,48.2647739,11.6715961,32,,80ec3f676e17debf
1498222757297,48.2647681,11.671609,32,,80ec3f676e17debf
1498222758297,48.2647628,11.6716218,32,,80ec3f676e17debf
1498222759297,48.2647564,11.6716372,32,,80ec3f676e17debf
1498222760297,48.2647499,11.6716552,32,,80ec3f676e17debf
1498222761297,48.2647481,11.6716611,32,,80ec3f676e17debf
1498222762297,48.2647483,11.6716655,96,,80ec3f676e17debf
1498222764297,48.2647446,11.6716826,32,,80ec3f676e17debf
1498222765297,48.2647422,11.6716932,32,,80ec3f676e17debf
1498222776708,48.2639897,11.6712387,408.53900146484375,,80ec3f676e17debf
1498222781748,48.2639897,11.6712387,474.0589904785156,,80ec3f676e17debf
1498222786752,48.2639897,11.6712387,539.1119995117188,,80ec3f676e17debf
