timestamp, heading, UUID 
1498222706236,327.0420227050781,,80ec3f676e17debf
1498222735258,88.91216278076172,,80ec3f676e17debf
1498222735589,94.76637268066406,,80ec3f676e17debf
1498222735647,95.03836822509766,,80ec3f676e17debf
1498222735747,94.89749908447266,,80ec3f676e17debf
1498222735799,95.35604858398438,,80ec3f676e17debf
1498222735841,95.46027374267578,,80ec3f676e17debf
1498222735889,95.31410217285156,,80ec3f676e17debf
1498222735897,95.29560852050781,,80ec3f676e17debf
1498222735927,95.1500473022461,,80ec3f676e17debf
1498222735966,94.13932037353516,,80ec3f676e17debf
1498222735977,93.97046661376953,,80ec3f676e17debf
1498222736003,93.84310150146484,,80ec3f676e17debf
1498222736026,93.85182189941406,,80ec3f676e17debf
1498222736067,94.42791748046875,,80ec3f676e17debf
1498222736077,94.66719055175781,,80ec3f676e17debf
1498222736118,95.52163696289062,,80ec3f676e17debf
1498222736136,95.9745864868164,,80ec3f676e17debf
1498222736158,96.39964294433594,,80ec3f676e17debf
1498222736176,96.72791290283203,,80ec3f676e17debf
1498222736188,96.8514175415039,,80ec3f676e17debf
1498222736208,97.11902618408203,,80ec3f676e17debf
1498222736226,97.3667984008789,,80ec3f676e17debf
1498222736257,97.64425659179688,,80ec3f676e17debf
1498222736267,97.72701263427734,,80ec3f676e17debf
1498222736276,97.7967758178711,,80ec3f676e17debf
1498222736311,97.96869659423828,,80ec3f676e17debf
1498222736327,98.11026763916016,,80ec3f676e17debf
1498222736357,98.21219635009766,,80ec3f676e17debf
1498222736384,98.20126342773438,,80ec3f676e17debf
1498222736398,98.23741912841797,,80ec3f676e17debf
1498222736429,98.64556121826172,,80ec3f676e17debf
1498222736437,98.85396575927734,,80ec3f676e17debf
1498222736457,99.2764892578125,,80ec3f676e17debf
1498222736470,99.4482192993164,,80ec3f676e17debf
1498222736486,99.67607879638672,,80ec3f676e17debf
1498222736507,99.7906723022461,,80ec3f676e17debf
1498222736528,99.84967803955078,,80ec3f676e17debf
1498222736547,99.94705963134766,,80ec3f676e17debf
1498222736567,100.13841247558594,,80ec3f676e17debf
1498222736578,100.29551696777344,,80ec3f676e17debf
1498222736597,100.65298461914062,,80ec3f676e17debf
1498222736630,101.20512390136719,,80ec3f676e17debf
1498222736647,101.54174041748047,,80ec3f676e17debf
1498222736668,101.87245178222656,,80ec3f676e17debf
1498222736688,102.19585418701172,,80ec3f676e17debf
1498222736717,102.54664611816406,,80ec3f676e17debf
1498222736750,102.785400390625,,80ec3f676e17debf
1498222736768,102.91629791259766,,80ec3f676e17debf
1498222736786,103.07068634033203,,80ec3f676e17debf
1498222736797,103.15609741210938,,80ec3f676e17debf
1498222736827,103.20477294921875,,80ec3f676e17debf
1498222736847,103.00664520263672,,80ec3f676e17debf
1498222736867,102.61019897460938,,80ec3f676e17debf
