1498222735363,24:de:c6:e5:4c:12,-72;,24:de:c6:e5:4c:11,-71;,24:de:c6:e5:4c:14,-73;,24:de:c6:e5:4c:10,-72;,24:de:c6:e5:4c:13,-73;,24:de:c6:e5:4b:e3,-80;,24:de:c6:e5:4b:e0,-80;,24:de:c6:e5:4b:e1,-81;,fc:3f:db:e5:15:42,-86;,6c:70:9f:da:31:64,-92;,24:de:c6:e5:4b:e2,-80;,24:de:c6:e5:4b:e4,-80;,,80ec3f676e17debf
1498222735694,24:de:c6:e5:4c:12,-72;,24:de:c6:e5:4c:11,-71;,24:de:c6:e5:4c:14,-73;,24:de:c6:e5:4c:10,-72;,24:de:c6:e5:4c:13,-73;,24:de:c6:e5:4b:e3,-80;,24:de:c6:e5:4b:e0,-80;,24:de:c6:e5:4b:e1,-81;,fc:3f:db:e5:15:42,-86;,6c:70:9f:da:31:64,-92;,24:de:c6:e5:4b:e2,-80;,24:de:c6:e5:4b:e4,-80;,,80ec3f676e17debf
1498222735816,24:de:c6:e5:4c:12,-72;,24:de:c6:e5:4c:11,-71;,24:de:c6:e5:4c:14,-73;,24:de:c6:e5:4c:10,-72;,24:de:c6:e5:4c:13,-73;,24:de:c6:e5:4b:e3,-80;,24:de:c6:e5:4b:e0,-80;,24:de:c6:e5:4b:e1,-81;,fc:3f:db:e5:15:42,-86;,6c:70:9f:da:31:64,-92;,24:de:c6:e5:4b:e2,-80;,24:de:c6:e5:4b:e4,-80;,,80ec3f676e17debf
1498222736111,24:de:c6:e5:4c:12,-72;,24:de:c6:e5:4c:11,-71;,24:de:c6:e5:4c:14,-73;,24:de:c6:e5:4c:10,-72;,24:de:c6:e5:4c:13,-73;,24:de:c6:e5:4b:e3,-80;,24:de:c6:e5:4b:e0,-80;,24:de:c6:e5:4b:e1,-81;,fc:3f:db:e5:15:42,-86;,6c:70:9f:da:31:64,-92;,24:de:c6:e5:4b:e2,-80;,24:de:c6:e5:4b:e4,-80;,,80ec3f676e17debf
1498222736399,24:de:c6:e5:4c:12,-72;,24:de:c6:e5:4c:11,-71;,24:de:c6:e5:4c:14,-73;,24:de:c6:e5:4c:10,-72;,24:de:c6:e5:4c:13,-73;,24:de:c6:e5:4b:e3,-80;,24:de:c6:e5:4b:e0,-80;,24:de:c6:e5:4b:e1,-81;,fc:3f:db:e5:15:42,-86;,6c:70:9f:da:31:64,-92;,24:de:c6:e5:4b:e2,-80;,24:de:c6:e5:4b:e4,-80;,,80ec3f676e17debf
1498222736708,24:de:c6:e5:4c:12,-72;,24:de:c6:e5:4c:11,-71;,24:de:c6:e5:4c:14,-73;,24:de:c6:e5:4c:10,-72;,24:de:c6:e5:4c:13,-73;,24:de:c6:e5:4b:e3,-80;,24:de:c6:e5:4b:e0,-80;,24:de:c6:e5:4b:e1,-81;,fc:3f:db:e5:15:42,-86;,6c:70:9f:da:31:64,-92;,24:de:c6:e5:4b:e2,-80;,24:de:c6:e5:4b:e4,-80;,,80ec3f676e17debf
1498222737040,24:de:c6:e5:4c:12,-72;,24:de:c6:e5:4c:11,-71;,24:de:c6:e5:4c:14,-73;,24:de:c6:e5:4c:10,-72;,24:de:c6:e5:4c:13,-73;,fc:3f:db:e5:15:42,-88;,ec:08:6b:8a:c2:69,-87;,34:31:c4:df:21:46,-91;,3a:10:d5:0c:71:80,-93;,38:10:d5:0c:71:80,-93;,,80ec3f676e17debf
1498222737304,24:de:c6:e5:4c:12,-72;,24:de:c6:e5:4c:11,-71;,24:de:c6:e5:4c:14,-73;,24:de:c6:e5:4c:10,-72;,24:de:c6:e5:4c:13,-73;,fc:3f:db:e5:15:42,-88;,ec:08:6b:8a:c2:69,-87;,34:31:c4:df:21:46,-91;,3a:10:d5:0c:71:80,-93;,38:10:d5:0c:71:80,-93;,,80ec3f676e17debf
1498222737608,24:de:c6:e5:4c:12,-72;,24:de:c6:e5:4c:11,-71;,24:de:c6:e5:4c:14,-73;,24:de:c6:e5:4c:10,-72;,24:de:c6:e5:4c:13,-73;,fc:3f:db:e5:15:42,-88;,ec:08:6b:8a:c2:69,-87;,34:31:c4:df:21:46,-91;,3a:10:d5:0c:71:80,-93;,38:10:d5:0c:71:80,-93;,,80ec3f676e17debf
1498222737903,24:de:c6:e5:4c:12,-72;,24:de:c6:e5:4c:11,-71;,24:de:c6:e5:4c:14,-73;,24:de:c6:e5:4c:10,-72;,24:de:c6:e5:4c:13,-73;,fc:3f:db:e5:15:42,-88;,ec:08:6b:8a:c2:69,-87;,34:31:c4:df:21:46,-91;,3a:10:d5:0c:71:80,-93;,38:10:d5:0c:71:80,-93;,,80ec3f676e17debf
1498222738199,24:de:c6:e5:4c:12,-72;,24:de:c6:e5:4c:11,-71;,24:de:c6:e5:4c:14,-73;,24:de:c6:e5:4c:10,-72;,24:de:c6:e5:4c:13,-73;,fc:3f:db:e5:15:42,-88;,ec:08:6b:8a:c2:69,-87;,34:31:c4:df:21:46,-91;,3a:10:d5:0c:71:80,-93;,38:10:d5:0c:71:80,-93;,,80ec3f676e17debf
1498222738500,24:de:c6:e5:4c:12,-72;,24:de:c6:e5:4c:11,-71;,24:de:c6:e5:4c:14,-73;,24:de:c6:e5:4c:10,-72;,24:de:c6:e5:4c:13,-73;,fc:3f:db:e5:15:42,-88;,ec:08:6b:8a:c2:69,-87;,34:31:c4:df:21:46,-91;,3a:10:d5:0c:71:80,-93;,38:10:d5:0c:71:80,-93;,,80ec3f676e17debf
1498222738808,24:de:c6:e5:4c:12,-72;,24:de:c6:e5:4c:11,-71;,24:de:c6:e5:4c:14,-73;,24:de:c6:e5:4c:10,-72;,24:de:c6:e5:4c:13,-73;,fc:3f:db:e5:15:42,-88;,ec:08:6b:8a:c2:69,-87;,34:31:c4:df:21:46,-91;,3a:10:d5:0c:71:80,-93;,38:10:d5:0c:71:80,-93;,,80ec3f676e17debf
1498222739114,24:de:c6:e5:4c:12,-72;,24:de:c6:e5:4c:11,-71;,24:de:c6:e5:4c:14,-73;,24:de:c6:e5:4c:10,-72;,24:de:c6:e5:4c:13,-73;,fc:3f:db:e5:15:42,-88;,ec:08:6b:8a:c2:69,-87;,34:31:c4:df:21:46,-91;,3a:10:d5:0c:71:80,-93;,38:10:d5:0c:71:80,-93;,,80ec3f676e17debf
1498222739399,24:de:c6:e5:4c:12,-72;,24:de:c6:e5:4c:11,-71;,24:de:c6:e5:4c:14,-73;,24:de:c6:e5:4c:10,-72;,24:de:c6:e5:4c:13,-73;,fc:3f:db:e5:15:42,-88;,ec:08:6b:8a:c2:69,-87;,34:31:c4:df:21:46,-91;,3a:10:d5:0c:71:80,-93;,38:10:d5:0c:71:80,-93;,,80ec3f676e17debf
1498222739705,24:de:c6:e5:4c:12,-72;,24:de:c6:e5:4c:11,-71;,24:de:c6:e5:4c:14,-73;,24:de:c6:e5:4c:10,-72;,24:de:c6:e5:4c:13,-73;,fc:3f:db:e5:15:42,-88;,ec:08:6b:8a:c2:69,-87;,34:31:c4:df:21:46,-91;,3a:10:d5:0c:71:80,-93;,38:10:d5:0c:71:80,-93;,,80ec3f676e17debf
1498222740001,24:de:c6:e5:4c:12,-72;,24:de:c6:e5:4c:11,-71;,24:de:c6:e5:4c:14,-73;,24:de:c6:e5:4c:10,-72;,24:de:c6:e5:4c:13,-73;,fc:3f:db:e5:15:42,-88;,ec:08:6b:8a:c2:69,-87;,34:31:c4:df:21:46,-91;,3a:10:d5:0c:71:80,-93;,38:10:d5:0c:71:80,-93;,,80ec3f676e17debf
1498222740303,24:de:c6:e5:4c:12,-72;,24:de:c6:e5:4c:11,-71;,24:de:c6:e5:4c:14,-73;,24:de:c6:e5:4c:10,-72;,24:de:c6:e5:4c:13,-73;,fc:3f:db:e5:15:42,-88;,ec:08:6b:8a:c2:69,-87;,34:31:c4:df:21:46,-91;,3a:10:d5:0c:71:80,-93;,38:10:d5:0c:71:80,-93;,,80ec3f676e17debf
1498222740779,24:de:c6:e5:4c:12,-72;,24:de:c6:e5:4c:11,-71;,24:de:c6:e5:4c:14,-73;,24:de:c6:e5:4c:10,-72;,24:de:c6:e5:4c:13,-73;,fc:3f:db:e5:15:42,-88;,ec:08:6b:8a:c2:69,-87;,34:31:c4:df:21:46,-91;,3a:10:d5:0c:71:80,-93;,38:10:d5:0c:71:80,-93;,,80ec3f676e17debf
1498222740910,24:de:c6:e5:4c:12,-72;,24:de:c6:e5:4c:11,-71;,24:de:c6:e5:4c:14,-73;,24:de:c6:e5:4c:10,-72;,24:de:c6:e5:4c:13,-73;,fc:3f:db:e5:15:42,-88;,ec:08:6b:8a:c2:69,-87;,34:31:c4:df:21:46,-91;,3a:10:d5:0c:71:80,-93;,38:10:d5:0c:71:80,-93;,,80ec3f676e17debf
1498222741195,24:de:c6:e5:4c:12,-72;,24:de:c6:e5:4c:11,-71;,24:de:c6:e5:4c:14,-73;,24:de:c6:e5:4c:10,-72;,24:de:c6:e5:4c:13,-73;,fc:3f:db:e5:15:42,-88;,ec:08:6b:8a:c2:69,-87;,34:31:c4:df:21:46,-91;,3a:10:d5:0c:71:80,-93;,38:10:d5:0c:71:80,-93;,,80ec3f676e17debf
