UUID, meanHeading, class, timestamp 
80ec3f676e17debf,93.86725959177265,undefined,1498222736351
80ec3f676e17debf,97.95751570391297,undefined,1498222737346
80ec3f676e17debf,98.0776163753901,undefined,1498222738352
80ec3f676e17debf,97.14136369004852,undefined,1498222739348
80ec3f676e17debf,96.58832536452438,undefined,1498222740354
80ec3f676e17debf,96.73310088947487,undefined,1498222741359
80ec3f676e17debf,96.7082455512201,undefined,1498222742343
80ec3f676e17debf,96.857028039681,undefined,1498222743389
80ec3f676e17debf,93.382021154862,undefined,1498222744348
80ec3f676e17debf,93.24269011755763,undefined,1498222745348
80ec3f676e17debf,91.47047430716076,undefined,1498222746350
80ec3f676e17debf,89.7604346174773,undefined,1498222747348
80ec3f676e17debf,79.0704387364718,undefined,1498222748363
80ec3f676e17debf,72.8169414594507,undefined,1498222749336
80ec3f676e17debf,72.04076534645385,undefined,1498222750468
80ec3f676e17debf,71.31080734895667,undefined,1498222751353
80ec3f676e17debf,71.17453046970492,undefined,1498222752455
80ec3f676e17debf,71.72328442224439,undefined,1498222753952
80ec3f676e17debf,72.00871964802062,undefined,1498222754431
80ec3f676e17debf,74.8425716943342,undefined,1498222755354
80ec3f676e17debf,98.02065687374368,undefined,1498222756347
80ec3f676e17debf,157.66756353420396,undefined,1498222757351
80ec3f676e17debf,173.00022751533913,undefined,1498222758366
80ec3f676e17debf,163.87638933314577,undefined,1498222759346
80ec3f676e17debf,160.26668306346502,undefined,1498222760359
80ec3f676e17debf,158.82496912264568,undefined,1498222761387
80ec3f676e17debf,157.4748060307274,undefined,1498222762345
80ec3f676e17debf,155.4951634739935,undefined,1498222763347
80ec3f676e17debf,155.7734597475178,undefined,1498222764368
80ec3f676e17debf,158.8513286277073,undefined,1498222765353
80ec3f676e17debf,162.4193097315709,undefined,1498222766348
80ec3f676e17debf,167.58247904301876,undefined,1498222767357
80ec3f676e17debf,173.51457662569237,undefined,1498222768358
80ec3f676e17debf,180.3651405836552,undefined,1498222769354
80ec3f676e17debf,184.02079533492844,undefined,1498222770870
80ec3f676e17debf,184.91414571466478,undefined,1498222771465
80ec3f676e17debf,187.66498785845306,undefined,1498222772344
80ec3f676e17debf,184.35762739934586,undefined,1498222773347
80ec3f676e17debf,172.22896233326415,undefined,1498222774357
80ec3f676e17debf,164.74942429585528,undefined,1498222775354
80ec3f676e17debf,164.27372693334442,undefined,1498222776340
80ec3f676e17debf,168.87852940868444,undefined,1498222777379
80ec3f676e17debf,185.83206059690872,undefined,1498222778487
80ec3f676e17debf,219.95094401477007,undefined,1498222779356
80ec3f676e17debf,242.12102640807194,undefined,1498222780351
80ec3f676e17debf,246.29821261337784,undefined,1498222781344
80ec3f676e17debf,238.63662998206303,undefined,1498222782358
80ec3f676e17debf,218.99673540397728,undefined,1498222783352
80ec3f676e17debf,214.32172298355,undefined,1498222784350
80ec3f676e17debf,227.26265183227602,undefined,1498222785377
80ec3f676e17debf,226.78156468031528,undefined,1498222786351
80ec3f676e17debf,216.49590308802672,undefined,1498222787349
80ec3f676e17debf,211.87708930255607,undefined,1498222788351
80ec3f676e17debf,209.0893009030354,undefined,1498222789346
80ec3f676e17debf,206.3209042130066,undefined,1498222791593
