timestamp, light1, light2, light3, UUID 
1497865714658,126667,5669,126667,,80ec3f676e17debf
1497865714826,114108,5663,114108,,80ec3f676e17debf
1497865714826,114108,5663,114108,,80ec3f676e17debf
1497865715007,118794,5754,118794,,80ec3f676e17debf
1497865715007,118794,5754,118794,,80ec3f676e17debf
1497865715205,127076,5719,127076,,80ec3f676e17debf
1497865715363,113872,5735,113872,,80ec3f676e17debf
1497865715363,113872,5735,113872,,80ec3f676e17debf
1497865715545,118406,5695,118406,,80ec3f676e17debf
1497865715724,123004,5608,123004,,80ec3f676e17debf
1497865715724,123004,5608,123004,,80ec3f676e17debf
1497865715724,123004,5608,123004,,80ec3f676e17debf
1497865715956,122394,5615,122394,,80ec3f676e17debf
1497865715956,122394,5615,122394,,80ec3f676e17debf
1497865716082,119912,5611,119912,,80ec3f676e17debf
1497865716263,115326,5679,115326,,80ec3f676e17debf
1497865716263,115326,5679,115326,,80ec3f676e17debf
1497865716443,114920,5713,114920,,80ec3f676e17debf
1497865716443,114920,5713,114920,,80ec3f676e17debf
1497865716623,116818,5537,116818,,80ec3f676e17debf
1497865716623,116818,5537,116818,,80ec3f676e17debf
1497865716809,117889,5526,117889,,80ec3f676e17debf
1497865716809,117889,5526,117889,,80ec3f676e17debf
1497865717163,120960,5464,120960,,80ec3f676e17debf
1497865717163,120960,5464,120960,,80ec3f676e17debf
1497865717344,115216,5678,115216,,80ec3f676e17debf
1497865717344,115216,5678,115216,,80ec3f676e17debf
1497865717522,113655,5943,113655,,80ec3f676e17debf
1497865717522,113655,5943,113655,,80ec3f676e17debf
1497865717702,110184,5798,110184,,80ec3f676e17debf
1497865717702,110184,5798,110184,,80ec3f676e17debf
1497865717888,118820,5629,118820,,80ec3f676e17debf
1497865718064,126602,5486,126602,,80ec3f676e17debf
1497865718064,126602,5486,126602,,80ec3f676e17debf
1497865718247,130615,5273,130615,,80ec3f676e17debf
1497865718247,130615,5273,130615,,80ec3f676e17debf
1497865718424,130587,5433,130587,,80ec3f676e17debf
1497865718424,130587,5433,130587,,80ec3f676e17debf
1497865718602,116764,5585,116764,,80ec3f676e17debf
1497865718602,116764,5585,116764,,80ec3f676e17debf
1497865718782,112195,5733,112195,,80ec3f676e17debf
1497865718963,116558,5662,116558,,80ec3f676e17debf
1497865718963,116558,5662,116558,,80ec3f676e17debf
1497865719144,119896,5615,119896,,80ec3f676e17debf
1497865719144,119896,5615,119896,,80ec3f676e17debf
1497865719322,127880,5569,127880,,80ec3f676e17debf
1497865719322,127880,5569,127880,,80ec3f676e17debf
1497865719503,131711,5402,131711,,80ec3f676e17debf
1497865719503,131711,5402,131711,,80ec3f676e17debf
1497865719687,123207,5487,123207,,80ec3f676e17debf
1497865719864,115788,5654,115788,,80ec3f676e17debf
1497865719864,115788,5654,115788,,80ec3f676e17debf
1497865720041,118429,5576,118429,,80ec3f676e17debf
1497865720041,118429,5576,118429,,80ec3f676e17debf
1497865720222,119830,5621,119830,,80ec3f676e17debf
1497865720222,119830,5621,119830,,80ec3f676e17debf
1497865720402,123668,5613,123668,,80ec3f676e17debf
1497865720402,123668,5613,123668,,80ec3f676e17debf
1497865720586,131843,5422,131843,,80ec3f676e17debf
1497865720763,133217,5584,133217,,80ec3f676e17debf
1497865720942,119373,5635,119373,,80ec3f676e17debf
1497865720942,119373,5635,119373,,80ec3f676e17debf
1497865721122,114378,5652,114378,,80ec3f676e17debf
1497865721122,114378,5652,114378,,80ec3f676e17debf
1497865721302,111519,5717,111519,,80ec3f676e17debf
1497865721302,111519,5717,111519,,80ec3f676e17debf
1497865721482,115618,5610,115618,,80ec3f676e17debf
1497865721662,120164,5446,120164,,80ec3f676e17debf
1497865721662,120164,5446,120164,,80ec3f676e17debf
1497865721848,132541,5427,132541,,80ec3f676e17debf
1497865721848,132541,5427,132541,,80ec3f676e17debf
1497865722022,132526,5237,132526,,80ec3f676e17debf
1497865722022,132526,5237,132526,,80ec3f676e17debf
1497865722202,129552,5258,129552,,80ec3f676e17debf
1497865722202,129552,5258,129552,,80ec3f676e17debf
1497865722382,125258,5410,125258,,80ec3f676e17debf
1497865722562,119744,5509,119744,,80ec3f676e17debf
1497865722562,119744,5509,119744,,80ec3f676e17debf
1497865722743,120906,5458,120906,,80ec3f676e17debf
1497865722743,120906,5458,120906,,80ec3f676e17debf
1497865722931,122216,5365,122216,,80ec3f676e17debf
1497865722931,122216,5365,122216,,80ec3f676e17debf
1497865723108,127684,5342,127684,,80ec3f676e17debf
1497865723108,127684,5342,127684,,80ec3f676e17debf
1497865723285,125689,5436,125689,,80ec3f676e17debf
1497865723462,116952,5515,116952,,80ec3f676e17debf
1497865723462,116952,5515,116952,,80ec3f676e17debf
1497865723643,121679,5338,121679,,80ec3f676e17debf
1497865723643,121679,5338,121679,,80ec3f676e17debf
1497865723823,104859,5762,104859,,80ec3f676e17debf
1497865723823,104859,5762,104859,,80ec3f676e17debf
1497865724003,120474,5597,120474,,80ec3f676e17debf
1497865724003,120474,5597,120474,,80ec3f676e17debf
1497865724185,126392,5096,126392,,80ec3f676e17debf
1497865724367,112347,5087,112347,,80ec3f676e17debf
1497865724367,112347,5087,112347,,80ec3f676e17debf
1497865724545,6936,5933,6936,,80ec3f676e17debf
1497865724545,6936,5933,6936,,80ec3f676e17debf
1497865724738,120249,5303,120249,,80ec3f676e17debf
1497865724738,120249,5303,120249,,80ec3f676e17debf
1497865724905,118189,5502,118189,,80ec3f676e17debf
1497865724905,118189,5502,118189,,80ec3f676e17debf
1497865725086,115048,5460,115048,,80ec3f676e17debf
1497865725263,69829,5569,69829,,80ec3f676e17debf
1497865725263,69829,5569,69829,,80ec3f676e17debf
1497865725447,4352,6587,4352,,80ec3f676e17debf
1497865725447,4352,6587,4352,,80ec3f676e17debf
1497865725623,4105,6549,4105,,80ec3f676e17debf
1497865725623,4105,6549,4105,,80ec3f676e17debf
1497865725802,3944,6371,3944,,80ec3f676e17debf
1497865725802,3944,6371,3944,,80ec3f676e17debf
1497865725983,3858,6507,3858,,80ec3f676e17debf
1497865726164,3882,6616,3882,,80ec3f676e17debf
1497865726164,3882,6616,3882,,80ec3f676e17debf
1497865726345,3693,6575,3693,,80ec3f676e17debf
1497865726345,3693,6575,3693,,80ec3f676e17debf
1497865726523,3585,6344,3585,,80ec3f676e17debf
1497865726523,3585,6344,3585,,80ec3f676e17debf
1497865726706,3317,6266,3317,,80ec3f676e17debf
1497865726706,3317,6266,3317,,80ec3f676e17debf
1497865726884,3070,6061,3070,,80ec3f676e17debf
1497865727063,2909,5952,2909,,80ec3f676e17debf
1497865727063,2909,5952,2909,,80ec3f676e17debf
1497865727244,2814,5944,2814,,80ec3f676e17debf
1497865727244,2814,5944,2814,,80ec3f676e17debf
1497865727422,2750,5967,2750,,80ec3f676e17debf
1497865727422,2750,5967,2750,,80ec3f676e17debf
1497865727603,2517,5815,2517,,80ec3f676e17debf
1497865727603,2517,5815,2517,,80ec3f676e17debf
1497865727788,2300,5606,2300,,80ec3f676e17debf
1497865727964,2128,5411,2128,,80ec3f676e17debf
1497865727964,2128,5411,2128,,80ec3f676e17debf
1497865728146,2069,5366,2069,,80ec3f676e17debf
1497865728146,2069,5366,2069,,80ec3f676e17debf
1497865728324,2004,5319,2004,,80ec3f676e17debf
1497865728324,2004,5319,2004,,80ec3f676e17debf
1497865728683,1850,5299,1850,,80ec3f676e17debf
1497865728863,1872,5409,1872,,80ec3f676e17debf
1497865728863,1872,5409,1872,,80ec3f676e17debf
1497865729050,1887,5422,1887,,80ec3f676e17debf
1497865729050,1887,5422,1887,,80ec3f676e17debf
1497865729222,1928,5445,1928,,80ec3f676e17debf
1497865729222,1928,5445,1928,,80ec3f676e17debf
1497865729408,1976,5468,1976,,80ec3f676e17debf
1497865729408,1976,5468,1976,,80ec3f676e17debf
1497865729582,1937,5410,1937,,80ec3f676e17debf
1497865729582,1937,5410,1937,,80ec3f676e17debf
1497865729763,1865,5360,1865,,80ec3f676e17debf
1497865729945,1826,5346,1826,,80ec3f676e17debf
1497865729945,1826,5346,1826,,80ec3f676e17debf
1497865730123,1767,5318,1767,,80ec3f676e17debf
1497865730123,1767,5318,1767,,80ec3f676e17debf
1497865730310,1695,5261,1695,,80ec3f676e17debf
1497865730310,1695,5261,1695,,80ec3f676e17debf
1497865730483,1633,5228,1633,,80ec3f676e17debf
1497865730664,1603,5211,1603,,80ec3f676e17debf
1497865730664,1603,5211,1603,,80ec3f676e17debf
1497865730843,1561,5163,1561,,80ec3f676e17debf
1497865730843,1561,5163,1561,,80ec3f676e17debf
1497865731023,1516,5156,1516,,80ec3f676e17debf
1497865731203,1495,5124,1495,,80ec3f676e17debf
1497865731203,1495,5124,1495,,80ec3f676e17debf
1497865731389,1478,5120,1478,,80ec3f676e17debf
