timestamp, latitude, longitude, accuracy, UUID 
1497865707779,48.2638763,11.6711915,50,,80ec3f676e17debf
1499118615658,48.2638845,11.6712079,50,,80ec3f676e17debf
1497865719385,48.2639503,11.6710182,6,,80ec3f676e17debf
1497865720401,48.2639456,11.6710168,16,,80ec3f676e17debf
1497865721397,48.2639543,11.6710216,24,,80ec3f676e17debf
1497865722398,48.2639707,11.6710233,16,,80ec3f676e17debf
1497865723404,48.2639823,11.6710236,8,,80ec3f676e17debf
1497865724404,48.2639902,11.67102,8,,80ec3f676e17debf
1497865722962,48.2639902,11.67102,9.07800006866455,,80ec3f676e17debf
1497865725999,48.2639941,11.6710107,8,,80ec3f676e17debf
1497865726999,48.2639952,11.6710067,6,,80ec3f676e17debf
1497865727999,48.2639952,11.6710028,6,,80ec3f676e17debf
1497865728999,48.2640032,11.6710042,8,,80ec3f676e17debf
1497865729999,48.264016,11.6710047,16,,80ec3f676e17debf
1497865730999,48.2640286,11.6710011,16,,80ec3f676e17debf
1497865731999,48.2640393,11.6709971,8,,80ec3f676e17debf
1497865732999,48.2640461,11.670993,24,,80ec3f676e17debf
1497865733999,48.2640461,11.6709929,24,,80ec3f676e17debf
1497865734999,48.2640333,11.6710028,12,,80ec3f676e17debf
1497865735999,48.2640368,11.6710191,12,,80ec3f676e17debf
1497865736999,48.2640436,11.6710298,32,,80ec3f676e17debf
1497865737999,48.2640456,11.6710333,16,,80ec3f676e17debf
1497865738999,48.2640412,11.6710409,16,,80ec3f676e17debf
1497865739999,48.2640362,11.6710454,12,,80ec3f676e17debf
1497865740999,48.2640369,11.6710506,12,,80ec3f676e17debf
1497865741999,48.2640417,11.6710558,8,,80ec3f676e17debf
1497865742999,48.2640466,11.6710586,8,,80ec3f676e17debf
1497865743999,48.2640524,11.6710672,16,,80ec3f676e17debf
1497865744999,48.2640572,11.6710723,32,,80ec3f676e17debf
1497865745999,48.2640613,11.6710803,96,,80ec3f676e17debf
1497865746999,48.2640613,11.6710803,96,,80ec3f676e17debf
1497865747999,48.2640613,11.6710803,32,,80ec3f676e17debf
1497865761639,48.2638619,11.6712272,116.0999984741211,,80ec3f676e17debf
1497865765621,48.2638619,11.6712272,167.86599731445312,,80ec3f676e17debf
1497865770681,48.2638619,11.6712272,233.64500427246094,,80ec3f676e17debf
1497865775673,48.2638619,11.6712272,298.5419921875,,80ec3f676e17debf
1497865780684,48.2638619,11.6712272,363.68499755859375,,80ec3f676e17debf
1497865785699,48.2638619,11.6712272,428.8800048828125,,80ec3f676e17debf
1497865790715,48.2638619,11.6712272,494.0880126953125,,80ec3f676e17debf
1497865795723,48.2638619,11.6712272,559.177978515625,,80ec3f676e17debf
1497865800727,48.2638619,11.6712272,624.2440185546875,,80ec3f676e17debf
1497865805749,48.2638619,11.6712272,689.5170288085938,,80ec3f676e17debf
1497865810771,48.2638619,11.6712272,754.8159790039062,,80ec3f676e17debf
