1497865714870,24:de:c6:e5:4c:00,-48;,ec:08:6b:8a:c2:69,-68;,c8:51:95:a2:9f:a8,-95;,00:26:3e:a3:20:52,-86;,00:26:3e:a3:20:4a,-86;,00:26:3e:a3:20:48,-87;,00:26:3e:a3:20:50,-87;,00:26:3e:a3:20:4c,-87;,00:26:3e:a3:20:4e,-87;,,80ec3f676e17debf
1497865715089,24:de:c6:e5:4c:00,-48;,ec:08:6b:8a:c2:69,-68;,c8:51:95:a2:9f:a8,-95;,00:26:3e:a3:20:52,-86;,00:26:3e:a3:20:4a,-86;,00:26:3e:a3:20:48,-87;,00:26:3e:a3:20:50,-87;,00:26:3e:a3:20:4c,-87;,00:26:3e:a3:20:4e,-87;,,80ec3f676e17debf
1497865715371,24:de:c6:e5:4c:00,-48;,ec:08:6b:8a:c2:69,-68;,c8:51:95:a2:9f:a8,-95;,00:26:3e:a3:20:52,-86;,00:26:3e:a3:20:4a,-86;,00:26:3e:a3:20:48,-87;,00:26:3e:a3:20:50,-87;,00:26:3e:a3:20:4c,-87;,00:26:3e:a3:20:4e,-87;,,80ec3f676e17debf
1497865715697,24:de:c6:e5:4c:00,-48;,ec:08:6b:8a:c2:69,-68;,c8:51:95:a2:9f:a8,-95;,00:26:3e:a3:20:52,-86;,00:26:3e:a3:20:4a,-86;,00:26:3e:a3:20:48,-87;,00:26:3e:a3:20:50,-87;,00:26:3e:a3:20:4c,-87;,00:26:3e:a3:20:4e,-87;,,80ec3f676e17debf
1497865715932,24:de:c6:e5:4c:00,-45;,ec:08:6b:8a:c2:69,-67;,c8:51:95:a2:9f:a8,-92;,00:26:3e:a3:20:52,-85;,00:26:3e:a3:20:4a,-83;,00:26:3e:a3:20:48,-86;,00:26:3e:a3:20:50,-84;,00:26:3e:a3:20:4c,-86;,00:26:3e:a3:20:4e,-84;,,80ec3f676e17debf
1497865716237,24:de:c6:e5:4c:00,-45;,ec:08:6b:8a:c2:69,-67;,c8:51:95:a2:9f:a8,-92;,00:26:3e:a3:20:52,-85;,00:26:3e:a3:20:4a,-83;,00:26:3e:a3:20:48,-86;,00:26:3e:a3:20:50,-84;,00:26:3e:a3:20:4c,-86;,00:26:3e:a3:20:4e,-84;,,80ec3f676e17debf
1497865716562,24:de:c6:e5:4c:00,-45;,ec:08:6b:8a:c2:69,-67;,c8:51:95:a2:9f:a8,-92;,00:26:3e:a3:20:52,-85;,00:26:3e:a3:20:4a,-83;,00:26:3e:a3:20:48,-86;,00:26:3e:a3:20:50,-84;,00:26:3e:a3:20:4c,-86;,00:26:3e:a3:20:4e,-84;,,80ec3f676e17debf
1497865716869,24:de:c6:e5:4c:00,-48;,ec:08:6b:8a:c2:69,-63;,c8:51:95:a2:9f:a8,-86;,00:26:3e:a3:20:4c,-92;,00:26:3e:a3:20:42,-89;,34:31:c4:df:21:46,-92;,28:c6:8e:62:9b:c3,-95;,00:26:3e:a3:20:44,-93;,,80ec3f676e17debf
1497865717206,24:de:c6:e5:4c:00,-48;,ec:08:6b:8a:c2:69,-63;,c8:51:95:a2:9f:a8,-86;,00:26:3e:a3:20:4c,-92;,00:26:3e:a3:20:42,-89;,34:31:c4:df:21:46,-92;,28:c6:8e:62:9b:c3,-95;,00:26:3e:a3:20:44,-93;,,80ec3f676e17debf
1497865717449,24:de:c6:e5:4c:00,-48;,ec:08:6b:8a:c2:69,-63;,c8:51:95:a2:9f:a8,-86;,00:26:3e:a3:20:4c,-92;,00:26:3e:a3:20:42,-89;,34:31:c4:df:21:46,-92;,28:c6:8e:62:9b:c3,-95;,00:26:3e:a3:20:44,-93;,,80ec3f676e17debf
1497865717744,24:de:c6:e5:4c:00,-48;,ec:08:6b:8a:c2:69,-63;,c8:51:95:a2:9f:a8,-86;,00:26:3e:a3:20:4c,-92;,00:26:3e:a3:20:42,-89;,34:31:c4:df:21:46,-92;,28:c6:8e:62:9b:c3,-95;,00:26:3e:a3:20:44,-93;,,80ec3f676e17debf
1497865718054,24:de:c6:e5:4c:00,-48;,ec:08:6b:8a:c2:69,-63;,c8:51:95:a2:9f:a8,-86;,00:26:3e:a3:20:4c,-92;,00:26:3e:a3:20:42,-89;,34:31:c4:df:21:46,-92;,28:c6:8e:62:9b:c3,-95;,00:26:3e:a3:20:44,-93;,,80ec3f676e17debf
1497865718358,24:de:c6:e5:4c:00,-48;,ec:08:6b:8a:c2:69,-63;,c8:51:95:a2:9f:a8,-86;,00:26:3e:a3:20:4c,-92;,00:26:3e:a3:20:42,-89;,34:31:c4:df:21:46,-92;,28:c6:8e:62:9b:c3,-95;,00:26:3e:a3:20:44,-93;,,80ec3f676e17debf
1497865718643,24:de:c6:e5:4c:00,-48;,ec:08:6b:8a:c2:69,-63;,c8:51:95:a2:9f:a8,-86;,00:26:3e:a3:20:4c,-92;,00:26:3e:a3:20:42,-89;,34:31:c4:df:21:46,-92;,28:c6:8e:62:9b:c3,-95;,00:26:3e:a3:20:44,-93;,,80ec3f676e17debf
1497865718954,24:de:c6:e5:4c:00,-48;,ec:08:6b:8a:c2:69,-63;,c8:51:95:a2:9f:a8,-86;,00:26:3e:a3:20:4c,-92;,00:26:3e:a3:20:42,-89;,34:31:c4:df:21:46,-92;,28:c6:8e:62:9b:c3,-95;,00:26:3e:a3:20:44,-93;,,80ec3f676e17debf
1497865719249,24:de:c6:e5:4c:00,-48;,ec:08:6b:8a:c2:69,-63;,c8:51:95:a2:9f:a8,-86;,00:26:3e:a3:20:4c,-92;,00:26:3e:a3:20:42,-89;,34:31:c4:df:21:46,-92;,28:c6:8e:62:9b:c3,-95;,00:26:3e:a3:20:44,-93;,,80ec3f676e17debf
1497865719548,24:de:c6:e5:4c:00,-48;,ec:08:6b:8a:c2:69,-63;,c8:51:95:a2:9f:a8,-86;,00:26:3e:a3:20:4c,-92;,00:26:3e:a3:20:42,-89;,34:31:c4:df:21:46,-92;,28:c6:8e:62:9b:c3,-95;,00:26:3e:a3:20:44,-93;,,80ec3f676e17debf
1497865719846,24:de:c6:e5:4c:00,-48;,ec:08:6b:8a:c2:69,-63;,c8:51:95:a2:9f:a8,-86;,00:26:3e:a3:20:4c,-92;,00:26:3e:a3:20:42,-89;,34:31:c4:df:21:46,-92;,28:c6:8e:62:9b:c3,-95;,00:26:3e:a3:20:44,-93;,,80ec3f676e17debf
1497865720140,24:de:c6:e5:4c:00,-48;,ec:08:6b:8a:c2:69,-63;,c8:51:95:a2:9f:a8,-86;,00:26:3e:a3:20:4c,-92;,00:26:3e:a3:20:42,-89;,34:31:c4:df:21:46,-92;,28:c6:8e:62:9b:c3,-95;,00:26:3e:a3:20:44,-93;,,80ec3f676e17debf
1497865720448,24:de:c6:e5:4c:00,-48;,ec:08:6b:8a:c2:69,-63;,c8:51:95:a2:9f:a8,-86;,00:26:3e:a3:20:4c,-92;,00:26:3e:a3:20:42,-89;,34:31:c4:df:21:46,-92;,28:c6:8e:62:9b:c3,-95;,00:26:3e:a3:20:44,-93;,,80ec3f676e17debf
1497865720757,24:de:c6:e5:4c:00,-48;,ec:08:6b:8a:c2:69,-63;,c8:51:95:a2:9f:a8,-86;,00:26:3e:a3:20:4c,-92;,00:26:3e:a3:20:42,-89;,34:31:c4:df:21:46,-92;,28:c6:8e:62:9b:c3,-95;,00:26:3e:a3:20:44,-93;,,80ec3f676e17debf
1497865721046,24:de:c6:e5:4c:00,-48;,ec:08:6b:8a:c2:69,-63;,c8:51:95:a2:9f:a8,-86;,00:26:3e:a3:20:4c,-92;,00:26:3e:a3:20:42,-89;,34:31:c4:df:21:46,-92;,28:c6:8e:62:9b:c3,-95;,00:26:3e:a3:20:44,-93;,,80ec3f676e17debf
1497865721341,24:de:c6:e5:4c:00,-48;,ec:08:6b:8a:c2:69,-63;,c8:51:95:a2:9f:a8,-86;,00:26:3e:a3:20:4c,-92;,00:26:3e:a3:20:42,-89;,34:31:c4:df:21:46,-92;,28:c6:8e:62:9b:c3,-95;,00:26:3e:a3:20:44,-93;,,80ec3f676e17debf
1497865721649,24:de:c6:e5:4c:00,-48;,ec:08:6b:8a:c2:69,-63;,c8:51:95:a2:9f:a8,-86;,00:26:3e:a3:20:4c,-92;,00:26:3e:a3:20:42,-89;,34:31:c4:df:21:46,-92;,28:c6:8e:62:9b:c3,-95;,00:26:3e:a3:20:44,-93;,,80ec3f676e17debf
