prediction, timestamp 
standing,1497865715986
standing,1497865717509
standing,1497865719019
standing,1497865720515
standing,1497865722106
standing,1497865723552
standing,1497865725021
standing,1497865726553
elevator down,1497865728020
walking,1497865729540
walking,1497865731032
walking,1497865732531
walking,1497865734013
walking,1497865735523
walking,1497865737069
walking,1497865738536
walking,1497865740019
walking,1497865741546
walking,1497865743012
walking,1497865744559
walking,1497865746082
walking,1497865747562
walking,1497865749018
walking,1497865750526
walking,1497865752021
walking,1497865753578
walking,1497865755005
walking,1497865756558
walking,1497865758199
walking,1497865759521
walking,1497865761028
walking,1497865762523
walking,1497865764031
walking,1497865765521
walking,1497865767057
walking,1497865768528
walking,1497865770037
walking,1497865771594
walking,1497865773048
walking,1497865774538
walking,1497865776015
walking,1497865777533
walking,1497865779019
walking,1497865780528
walking,1497865782045
walking,1497865783502
walking,1497865785040
walking,1497865786538
walking,1497865788027
walking,1497865789575
walking,1497865791271
walking,1497865792548
walking,1497865793993
walking,1497865795490
walking,1497865797026
walking,1497865798530
walking,1497865799998
walking,1497865801494
walking,1497865803034
walking,1497865804489
walking,1497865806076
walking,1497865807486
walking,1497865809009
walking,1497865810495
walking,1497865811994
walking,1497865813522
walking,1497865815118
