UUID,iqrAccX,iqrAccY,iqrAccZ,iqrAccXYZ,meanAccX,meanAccY,meanAccZ,meanAccXYZ, covarianceAccXY, covarianceAccXZ, covarianceAccYZ,pressureDerivative, pressureIQR, iqrGyroX, iqrGyroY, iqrGyroZ, iqrGyroMagnitude, meanGyroX, meanGyroY, meanGyroZ, meanGyroMagnitude, covarianceGyroXY, covarianceGyroXZ, covarianceGyroYZ, class, timestamp 
80ec3f676e17debf,-1.259275580054289,-1.0726607083303923,-0.7516637646693864,-0.7829157791705779,-1.9260929087506082,-1.4921848112241822,1.8665084921444142,-0.8325275882084843,-0.28870660713815144,-0.6206039591946364,0.07432393765271228,0.43129842642540883,2.381217970142602,-0.9479459599994399,-1.1646002401535218,-1.1157895619210778,-1.1428531316914814,-1.034755758268358,-1.195851747701908,-1.175318675657428,-1.190090239961977,-0.4394486353283884,-0.6593222683625989,-0.5179631428813969,undefined,1498222606886
80ec3f676e17debf,-1.303628046572367,-1.0987828172908094,-0.9593366014927566,-1.018262191102463,-2.002220039395604,-1.4648128776970066,1.8595731578664827,-0.8332359222602914,-0.28551306613800637,-0.662731651033827,0.08764122978564971,-2.491129216656313,7.298845532531194,-1.163495483477489,-1.3167129169928697,-1.2247071134319392,-1.3633428130826284,-1.1473281658392889,-1.2711483279939488,-1.2954372572699702,-1.2867332552142399,-0.4668110687811174,-0.6662043597879238,-0.5248185681411838,undefined,1498222608326
80ec3f676e17debf,-1.3722357760014545,-1.0976089042065358,-0.9720968177233055,-1.0300756974517147,-2.0226362598980883,-1.4554256921941797,1.8565376546422692,-0.8353605579940128,-0.2852432208753989,-0.6701414557070453,0.0897502455174183,-1.6063714047837276,7.103010806595366,-1.158186383062335,-1.3118839468645012,-1.231659295127836,-1.3718411651657998,-1.1673663545409543,-1.2813366513982558,-1.3012119569707,-1.3022609539289802,-0.47098832332769536,-0.6690076872448057,-0.5272113858315755,undefined,1498222609866
80ec3f676e17debf,-1.359761643377984,-1.0764762473621965,-0.9810287149477404,-1.0446477658949174,-2.0237943736530872,-1.4709179691033056,1.8686552362509796,-0.7891650768994009,-0.2844519062405846,-0.675903943574076,0.09077670923176999,-1.2524160686279582,3.0992786319073082,-1.161371842987658,-1.313091187556035,-1.2409288766108488,-1.3780147180552849,-1.1802069116405807,-1.2902654073793411,-1.315867261303523,-1.3146218189319137,-0.47245661368994374,-0.6698733779987115,-0.527669193028915,undefined,1498222611369
80ec3f676e17debf,-1.384709912938101,-1.1099361022551157,-0.998255133927456,-1.0559203904814602,-2.0438103401699683,-1.4775842480454024,1.8800212604386402,-0.7298141931750701,-0.28481663696107945,-0.6775016427523627,0.09167797635371465,-0.3781158938700722,-0.39528325534759357,-1.1688045822737965,-1.3275781108250495,-1.2548332400026425,-1.3796938651403432,-1.1931396128631684,-1.2958346516200003,-1.3297779390995583,-1.3256395725222991,-0.47311679593867356,-0.6702581500111868,-0.5278487356286067,undefined,1498222612828
80ec3f676e17debf,-1.390253966130964,-1.1251984922062717,-1.0218619151593957,-1.0759072696752414,-2.0563486049358812,-1.4857342564931741,1.8902222748830144,-0.6808606358957844,-0.28493840534516846,-0.6770757312905891,0.09257920655342076,-0.11265841906543496,-0.5214878565062389,-1.1815464252127827,-1.3311998457835597,-1.2687376104606167,-1.3901497100465525,-1.2121285690553287,-1.3041183334500308,-1.3426840959425643,-1.3400020521402303,-0.4766284456565533,-0.6729895380392856,-0.5296747547444415,undefined,1498222614332
80ec3f676e17debf,-1.4318344060526107,-1.1169802822325723,-1.0244134501316067,-1.0765388226163706,-2.0940045421778146,-1.4849376616304328,1.8925654198176662,-0.6648786844055674,-0.28329922901150806,-0.6777073017464703,0.09229222663383967,-0.08978646729917142,-0.5258397393048129,-1.1964119110698703,-1.336028815911928,-1.2826419773855007,-1.4030591557514198,-1.226756505612852,-1.3120946887969567,-1.3531035955143966,-1.3524419949480015,-0.4766265208372551,-0.6734123305023728,-0.5297297353907876,undefined,1498222615834
80ec3f676e17debf,-1.4193602777423164,-1.1404609990693972,-1.0288796528807733,-1.0735158247947674,-2.0851794140747972,-1.5012726240387526,1.8954056138435342,-0.678453042606654,-0.2835850225855092,-0.6774302772568768,0.09280962641389717,0.0022298257790721813,-0.6302849264705882,-1.2049064746480411,-1.336028815911928,-1.287276769893552,-1.4101622985978455,-1.2347168922016543,-1.3121187622659214,-1.359531897024057,-1.3566337940359918,-0.4765917038960995,-0.6735627125054148,-0.5298670961940398,undefined,1498222617324
80ec3f676e17debf,-1.4193602777423164,-1.1451571190543683,-1.011015350158005,-1.0615580092672956,-2.0789154246103783,-1.5087914069528405,1.8932807347399523,-0.7063974084390066,-0.2839085777294931,-0.6765083767793659,0.09254395814177165,0.01873032367929205,-0.6955631684491979,-1.19959737261404,-1.333614330847744,-1.2687376139937068,-1.4013616217841578,-1.2260955611631854,-1.3107545968588925,-1.3482647093427436,-1.3500864919350941,-0.4764719979808543,-0.6729779827671446,-0.5295885454389089,undefined,1498222618829
80ec3f676e17debf,-1.4068861472754342,-1.126372639114484,-1.0052733799227327,-1.0611545339250996,-2.062036595716237,-1.5004643713937724,1.8862039289054326,-0.7354586159772555,-0.2840353050255755,-0.675629883480094,0.09208540970860053,0.2332944576996245,0.02684937611408201,-1.193226451144547,-1.333614330847744,-1.2501984510276811,-1.3891084684875863,-1.218716224667662,-1.3102249796967496,-1.335514067298614,-1.3438704614397141,-0.47642573931879373,-0.6729263323922108,-0.5297117428972736,undefined,1498222620329
80ec3f676e17debf,-1.4068861451188461,-1.1081750572607516,-0.9950652069382936,-1.0571531232936,-2.066222874224845,-1.4953353851292828,1.8864353495151902,-0.7239334852896817,-0.28365006311587765,-0.6759663032690716,0.09192328974477006,0.1899802148199972,0.5838903743315509,-1.1847318875663762,-1.3336143290071854,-1.2501984510276811,-1.390419543656515,-1.2171038106296423,-1.3124477669315593,-1.3364323961849929,-1.3441387659678856,-0.4764662484049823,-0.6728881662457337,-0.5296090727050456,undefined,1498222621836
80ec3f676e17debf,-1.3930259927273956,-1.116393267234451,-1.0142052771471675,-1.067727762726661,-2.061121168635802,-1.4804282519314698,1.887553019653566,-0.6877235326688372,-0.28234264721534374,-0.6770827663640736,0.09214352800515226,0.18467798871722332,-0.7826008244206774,-1.1868555280562072,-1.3360288186727658,-1.2501984545607714,-1.3947067092540941,-1.2182150688850937,-1.3151600488341049,-1.3322822564656718,-1.3454952656669004,-0.47654775961921697,-0.6731909318775361,-0.5294694382995773,undefined,1498222623336
80ec3f676e17debf,-1.3375854176670035,-1.1023049072795377,-0.9995314096874603,-1.063325785316178,-2.00051784124303,-1.488417540246109,1.895276753997577,-0.6488502503466104,-0.2839142777115855,-0.6727623863448737,0.09243467710776258,0.15793541597464852,-0.7913045900178254,-1.1603100203144723,-1.3287853570382584,-1.2154375337154715,-1.3642000912543877,-1.198168839965898,-1.2870100942754137,-1.2668689906265427,-1.3152063298878234,-0.4690039657601983,-0.6642838504843519,-0.511242391978126,undefined,1498222624869
80ec3f676e17debf,-1.304321055378063,-1.0788243073546822,-0.9874090771999642,-1.0461311984388666,-1.9540470620432342,-1.5024372292939938,1.9050754174159483,-0.608448179759791,-0.289285062546086,-0.6685764356051404,0.09021791761240062,0.17469568084140086,0.005089962121212133,-1.1730518664911522,-1.3142984319286855,-1.203850561278068,-1.3518877997367071,-1.2003114622263018,-1.2810238154583926,-1.255495841737813,-1.3116845448472758,-0.46931973976852764,-0.6639878597005952,-0.5102420580023365,undefined,1498222626352
80ec3f676e17debf,-1.2710567017154752,-1.0477123955422794,-0.9006396068322317,-0.9690300867194147,-1.8920243084691564,-1.518767526269923,1.915552562795288,-0.5673348296908224,-0.2821174963533855,-0.6775015781480608,0.0893342470266738,0.13579159094172238,-0.21250417780748662,-1.1603100186956254,-1.294982533009627,-1.1621374587368714,-1.3210591696345575,-1.1877680432405657,-1.2498325744897971,-1.224431604724625,-1.2883949941374566,-0.46223858954821667,-0.6642602354431004,-0.506725192339746,undefined,1498222627834
80ec3f676e17debf,-1.107506985878025,-0.9860758207395336,-0.8164216714367101,-0.9058129483950149,-1.8063958814481202,-1.524134095979313,1.9397231215216377,-0.3808508348901871,-0.2933913306768696,-0.7308575868022348,0.06826792931418911,0.00599827726279029,-0.9001016599821747,-1.101909901987578,-1.217718948376744,-1.0439503275095423,-1.190798231964955,-1.1471889562537256,-1.2011398936824014,-1.1555569457699582,-1.238117478649852,-0.45665882345384684,-0.6625305586240886,-0.5043175827927233,undefined,1498222629341
80ec3f676e17debf,-0.9883097387152413,-0.7354201827177624,-0.23455530304978128,-0.24946411056249004,-1.6421744419497795,-1.5423743689960987,1.890682493107957,-0.6873594447189856,-0.314833440862492,-0.7575483686032674,0.0571065929603415,-0.04713396390242819,-0.7738970588235294,-1.0551898120207184,-1.153735026075199,-1.0161416007259547,-1.166985539300585,-1.1038861968038538,-1.155889724432376,-1.093711033617689,-1.1897015768727282,-0.4602964974107173,-0.663116027209742,-0.5069294929332856,undefined,1498222630828
80ec3f676e17debf,-1.0326622332689648,-0.3656003831653803,0.2841478679274557,0.3336385702969313,-1.517655795014447,-1.5591285862856006,1.940370053173695,-0.3430877906718896,-0.374598458912604,-0.6995766447288463,0.046071401253966124,-0.07022837103372495,-0.35611631016042783,-1.0105933633531132,-1.0897511295414724,-0.9883328456776458,-1.1251818845214052,-1.0725748589603203,-1.1259663550400638,-1.062028690123011,-1.1570053232333297,-0.4523452807326243,-0.6505511235247204,-0.49909080168416964,undefined,1498222632438
80ec3f676e17debf,-1.058996485935064,-0.4108005964767118,0.7033216064433607,0.7380805256713627,-1.5046649597408834,-1.6004772405657142,1.9009650403636398,-0.6611329751642492,-0.3861803706502378,-0.6098383800879604,0.05071417990909817,-0.05118840002132062,-0.6389886920677362,-0.9713060037687345,-1.0378396656909008,-0.9419849735934837,-1.0883010753326854,-1.049216644628336,-1.0811254359078588,-1.0194676835699765,-1.1204318445895094,-0.4610289852751396,-0.6456833125889445,-0.5000227797603554,undefined,1498222633823
80ec3f676e17debf,-1.0950328661940834,-0.45482672133581586,0.8870687201632649,1.0139078572977773,-1.4882387007722415,-1.6010013198078759,1.8480454565549294,-1.013697917235667,-0.37857371635945664,-0.5537988742125228,0.07832473652631171,-0.10396153432808397,-0.7782489416221035,-0.9596259721710063,-1.0474976059476377,-0.8956370873769608,-1.1924414065298674,-1.0327874525826053,-1.0409948993113645,-0.9498866181101071,-1.0828101454392152,-0.47342493541943953,-0.6476369493770787,-0.521051464682017,undefined,1498222635339
