1498222605621,24:a4:3c:fa:33:28,-91;,24:de:c6:e5:4c:00,-68;,ec:08:6b:8a:c2:69,-89;,00:1a:8c:a3:73:30,-91;,00:1a:8c:a3:73:2f,-92;,,80ec3f676e17debf
1498222606223,24:a4:3c:fa:33:28,-91;,24:de:c6:e5:4c:00,-68;,ec:08:6b:8a:c2:69,-89;,00:1a:8c:a3:73:30,-91;,00:1a:8c:a3:73:2f,-92;,,80ec3f676e17debf
1498222606499,24:a4:3c:fa:33:28,-92;,24:de:c6:e5:4c:00,-67;,ec:08:6b:8a:c2:69,-90;,00:1a:8c:a3:73:30,-90;,00:1a:8c:a3:73:2f,-93;,,80ec3f676e17debf
1498222606871,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222607083,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222607400,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222607684,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222607988,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222608274,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222608583,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222608887,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222609181,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222609468,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222609792,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222610107,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222610384,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222610679,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222610983,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222611279,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222611591,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222611871,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222612173,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222612490,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222612767,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222613082,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222613392,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222613679,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222613980,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222614273,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222614577,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222614879,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222615183,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222615475,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222615795,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222616078,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222616395,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-91;,24:de:c6:e5:4b:f2,-94;,fc:3f:db:e5:15:42,-88;,34:31:c4:df:21:46,-93;,,80ec3f676e17debf
1498222616679,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222616971,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222617277,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222617578,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222617877,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222618176,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222618471,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222618772,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222619090,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222619380,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222619672,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222619969,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222620278,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222620584,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222620884,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222621196,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222621481,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222621779,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222622073,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222622377,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222622676,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222622970,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222623266,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222623577,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222623890,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222624180,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222624488,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222624779,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222625077,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222625375,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222625676,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222625974,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222626286,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222626575,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222626897,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222627177,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222627493,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222627783,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222628082,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222628380,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222628682,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222628991,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222629289,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222629662,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222629882,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222630186,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222630481,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222630781,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222631077,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222631388,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222631718,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222631984,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
1498222632402,24:a4:3c:fa:33:28,-86;,ec:08:6b:8a:c2:69,-88;,fc:3f:db:e5:15:42,-89;,,80ec3f676e17debf
