timestamp, pressure, UUID 
1498222549723,958.629150390625,80ec3f676e17debf
1498222605646,958.62939453125,80ec3f676e17debf
1498222606005,958.531982421875,80ec3f676e17debf
1498222606185,958.483642578125,80ec3f676e17debf
1498222606379,958.430908203125,80ec3f676e17debf
1498222606546,958.3564453125,80ec3f676e17debf
1498222606726,958.62939453125,80ec3f676e17debf
1498222606907,958.2421875,80ec3f676e17debf
1498222607085,958.19091796875,80ec3f676e17debf
1498222607266,958.15625,80ec3f676e17debf
1498222607444,958.09619140625,80ec3f676e17debf
1498222607626,958.0576171875,80ec3f676e17debf
1498222607810,958.00927734375,80ec3f676e17debf
1498222607987,957.9814453125,80ec3f676e17debf
1498222608166,957.953125,80ec3f676e17debf
1498222608347,957.951171875,80ec3f676e17debf
1498222608526,957.932373046875,80ec3f676e17debf
1498222608705,957.92822265625,80ec3f676e17debf
1498222608885,957.9248046875,80ec3f676e17debf
1498222609065,957.921875,80ec3f676e17debf
1498222609252,957.93359375,80ec3f676e17debf
1498222609425,957.922607421875,80ec3f676e17debf
1498222609610,957.9228515625,80ec3f676e17debf
1498222609786,957.9169921875,80ec3f676e17debf
1498222609965,957.92041015625,80ec3f676e17debf
1498222610145,957.91162109375,80ec3f676e17debf
1498222610325,957.91357421875,80ec3f676e17debf
1498222610507,957.914794921875,80ec3f676e17debf
1498222610686,957.91748046875,80ec3f676e17debf
1498222610865,957.891845703125,80ec3f676e17debf
1498222611047,957.8896484375,80ec3f676e17debf
1498222611225,957.879638671875,80ec3f676e17debf
1498222611419,957.87255859375,80ec3f676e17debf
1498222611586,957.863037109375,80ec3f676e17debf
1498222611767,957.857666015625,80ec3f676e17debf
1498222611948,957.8662109375,80ec3f676e17debf
1498222612127,957.867431640625,80ec3f676e17debf
1498222612305,957.880126953125,80ec3f676e17debf
1498222612486,957.8916015625,80ec3f676e17debf
1498222612670,957.899658203125,80ec3f676e17debf
1498222612845,957.906494140625,80ec3f676e17debf
1498222613025,957.915771484375,80ec3f676e17debf
1498222613206,957.904052734375,80ec3f676e17debf
1498222613385,957.910400390625,80ec3f676e17debf
1498222613566,957.904541015625,80ec3f676e17debf
1498222613746,957.89404296875,80ec3f676e17debf
1498222613925,957.893798828125,80ec3f676e17debf
1498222614107,957.888916015625,80ec3f676e17debf
1498222614287,957.8642578125,80ec3f676e17debf
1498222614466,957.861572265625,80ec3f676e17debf
1498222614647,957.859619140625,80ec3f676e17debf
1498222614826,957.863037109375,80ec3f676e17debf
1498222615005,957.866943359375,80ec3f676e17debf
1498222615185,957.857177734375,80ec3f676e17debf
1498222615365,957.849853515625,80ec3f676e17debf
1498222615546,957.86572265625,80ec3f676e17debf
1498222615727,957.8681640625,80ec3f676e17debf
1498222615905,957.855712890625,80ec3f676e17debf
1498222616088,957.858642578125,80ec3f676e17debf
1498222616271,957.8681640625,80ec3f676e17debf
1498222616451,957.869873046875,80ec3f676e17debf
1498222616627,957.871337890625,80ec3f676e17debf
1498222616804,957.872314453125,80ec3f676e17debf
1498222616985,957.870361328125,80ec3f676e17debf
1498222617165,957.867431640625,80ec3f676e17debf
1498222617345,957.8740234375,80ec3f676e17debf
1498222617537,957.86279296875,80ec3f676e17debf
1498222617707,957.86376953125,80ec3f676e17debf
1498222617886,957.87060546875,80ec3f676e17debf
1498222618068,957.87841796875,80ec3f676e17debf
1498222618248,957.889892578125,80ec3f676e17debf
1498222618426,957.89453125,80ec3f676e17debf
1498222618611,957.908935546875,80ec3f676e17debf
1498222618785,957.9140625,80ec3f676e17debf
1498222618967,957.933349609375,80ec3f676e17debf
1498222619147,957.9521484375,80ec3f676e17debf
1498222619327,957.96435546875,80ec3f676e17debf
1498222619507,957.958984375,80ec3f676e17debf
1498222619686,957.99072265625,80ec3f676e17debf
1498222619868,957.98486328125,80ec3f676e17debf
1498222620047,957.977294921875,80ec3f676e17debf
1498222620238,957.9892578125,80ec3f676e17debf
1498222620409,957.973876953125,80ec3f676e17debf
1498222620600,957.966796875,80ec3f676e17debf
1498222620766,957.96875,80ec3f676e17debf
1498222620945,957.968017578125,80ec3f676e17debf
1498222621126,957.964111328125,80ec3f676e17debf
1498222621309,957.98974609375,80ec3f676e17debf
1498222621486,957.97802734375,80ec3f676e17debf
1498222621666,957.969970703125,80ec3f676e17debf
1498222621846,957.97021484375,80ec3f676e17debf
1498222622026,957.9892578125,80ec3f676e17debf
1498222622210,957.976806640625,80ec3f676e17debf
1498222622390,957.9892578125,80ec3f676e17debf
