prediction, timestamp 
walking,1498222606893
walking,1498222608329
walking,1498222609873
walking,1498222611374
walking,1498222612834
walking,1498222614336
walking,1498222615838
walking downstairs,1498222617327
walking downstairs,1498222618834
walking downstairs,1498222620335
walking downstairs,1498222621843
walking downstairs,1498222623340
walking downstairs,1498222624877
walking downstairs,1498222626357
walking downstairs,1498222627839
walking downstairs,1498222629346
walking downstairs,1498222630835
walking downstairs,1498222632442
walking downstairs,1498222633828
walking downstairs,1498222635344
walking downstairs,1498222636971
walking downstairs,1498222638417
walking downstairs,1498222639852
walking downstairs,1498222641341
walking downstairs,1498222642845
walking downstairs,1498222644333
walking downstairs,1498222645831
walking downstairs,1498222647332
walking downstairs,1498222648836
walking downstairs,1498222650328
walking downstairs,1498222652069
walking downstairs,1498222653634
walking downstairs,1498222654871
walking downstairs,1498222656337
walking downstairs,1498222657902
walking downstairs,1498222659341
walking downstairs,1498222660856
walking downstairs,1498222662334
walking downstairs,1498222663854
walking downstairs,1498222665351
walking downstairs,1498222666848
walking downstairs,1498222668418
walking downstairs,1498222669831
walking downstairs,1498222671349
walking downstairs,1498222672852
walking downstairs,1498222674353
walking downstairs,1498222675841
