timestamp, latitude, longitude, accuracy, UUID 
1498222597742,48.2638619,11.6712272,98.4000015258789,,80ec3f676e17debf
1498222611219,48.2638619,11.6712272,273.60101318359375,,80ec3f676e17debf
1498222613146,48.2639587,11.670449,32,,80ec3f676e17debf
1498222614146,48.2639669,11.6704408,32,,80ec3f676e17debf
1498222615139,48.2639673,11.6704467,32,,80ec3f676e17debf
1498222616440,48.2639673,11.6704467,69.45500183105469,,80ec3f676e17debf
1498222621154,48.2642527,11.6708117,32,,80ec3f676e17debf
1498222622154,48.2643307,11.670918,48,,80ec3f676e17debf
1498222622999,48.2644373,11.6711217,32,,80ec3f676e17debf
1498222623999,48.2645192,11.6712775,32,,80ec3f676e17debf
1498222624999,48.2645922,11.671361,32,,80ec3f676e17debf
1498222625999,48.2646416,11.6714068,24,,80ec3f676e17debf
1498222626999,48.2646867,11.671432,24,,80ec3f676e17debf
1498222627999,48.2647276,11.6714462,16,,80ec3f676e17debf
1498222628999,48.2647565,11.6714634,16,,80ec3f676e17debf
1498222629999,48.2647819,11.6714642,32,,80ec3f676e17debf
1498222630999,48.2648015,11.6714605,32,,80ec3f676e17debf
1498222631999,48.2648148,11.6714603,12,,80ec3f676e17debf
1498222632999,48.2648195,11.6714558,24,,80ec3f676e17debf
1498222633999,48.2648243,11.6714527,24,,80ec3f676e17debf
1498222634999,48.2648276,11.6714644,32,,80ec3f676e17debf
1498222635999,48.264844,11.671222,8,,80ec3f676e17debf
1498222636999,48.2648231,11.6714744,32,,80ec3f676e17debf
1498222637999,48.2648211,11.6714814,24,,80ec3f676e17debf
1498222638999,48.2648211,11.6714814,24,,80ec3f676e17debf
1498222639999,48.2648211,11.6714814,32,,80ec3f676e17debf
1498222640999,48.2648211,11.6714814,24,,80ec3f676e17debf
1498222641999,48.2648211,11.6714814,32,,80ec3f676e17debf
1498222642999,48.2648211,11.6714814,32,,80ec3f676e17debf
1498222643999,48.2648211,11.6714814,32,,80ec3f676e17debf
1498222644999,48.2648211,11.6714814,32,,80ec3f676e17debf
1498222645999,48.2648211,11.6714814,16,,80ec3f676e17debf
1498222646999,48.2648211,11.6714814,24,,80ec3f676e17debf
1498222647999,48.2648211,11.6714814,16,,80ec3f676e17debf
1498222648999,48.2648211,11.6714814,24,,80ec3f676e17debf
1498222649999,48.2648211,11.6714814,96,,80ec3f676e17debf
1498222661575,48.2647286,11.6722966,636.7550048828125,,80ec3f676e17debf
1498222666704,48.2647286,11.6722966,703.4190063476562,,80ec3f676e17debf
1498222671710,48.2647286,11.6722966,768.510009765625,,80ec3f676e17debf
