timestamp, latitude, longitude, accuracy, UUID 
1497864745230,48.2638682,11.6711752,481.31298828125,,80ec3f676e17debf
1497864750381,48.2639799,11.6710384,3.9000000953674316,,80ec3f676e17debf
1497864751400,48.2639838,11.6710359,16,,80ec3f676e17debf
1497864752396,48.2639886,11.6710396,16,,80ec3f676e17debf
1497864753389,48.2640005,11.6710452,16,,80ec3f676e17debf
1497864754389,48.2640123,11.6710627,16,,80ec3f676e17debf
1497864753448,48.2640123,11.6710627,27.261999130249023,,80ec3f676e17debf
1497864755389,48.2640071,11.6710797,32,,80ec3f676e17debf
1497864756389,48.2640042,11.671075,16,,80ec3f676e17debf
1497864757389,48.2639967,11.6710652,16,,80ec3f676e17debf
1497864758389,48.263992,11.6710579,16,,80ec3f676e17debf
1497864759389,48.2639904,11.6710588,16,,80ec3f676e17debf
1497864760389,48.2639879,11.6710754,32,,80ec3f676e17debf
1497864761389,48.2639865,11.6710821,32,,80ec3f676e17debf
1497864762389,48.2639856,11.6710881,32,,80ec3f676e17debf
1497864763385,48.2639853,11.6710905,8,,80ec3f676e17debf
1497864764385,48.2639892,11.6711015,8,,80ec3f676e17debf
1497864764999,48.2639951,11.6711077,32,,80ec3f676e17debf
1497864765999,48.2639979,11.6711129,16,,80ec3f676e17debf
1497864766999,48.2640005,11.6711202,16,,80ec3f676e17debf
1497864767999,48.264005,11.6711236,12,,80ec3f676e17debf
1497864768999,48.2640088,11.6711338,32,,80ec3f676e17debf
1497864769999,48.2640096,11.6711564,32,,80ec3f676e17debf
1497864770999,48.2640124,11.6711643,24,,80ec3f676e17debf
1497864771999,48.2640144,11.6711728,96,,80ec3f676e17debf
1497864772999,48.2640173,11.6711809,24,,80ec3f676e17debf
1497864773999,48.2640209,11.6711924,24,,80ec3f676e17debf
1497864785450,48.2638692,11.6713568,436.52801513671875,,80ec3f676e17debf
1497864790603,48.2638692,11.6713568,503.5169982910156,,80ec3f676e17debf
1497864795590,48.2638692,11.6713568,568.3610229492188,,80ec3f676e17debf
1497864800611,48.2638692,11.6713568,633.6339721679688,,80ec3f676e17debf
1497864805619,48.2638692,11.6713568,698.7379760742188,,80ec3f676e17debf
1497864810644,48.2638692,11.6713568,764.06298828125,,80ec3f676e17debf
1497864815690,48.2630783,11.6611028,1200,,80ec3f676e17debf
1497864820698,48.2630783,11.6611028,1200,,80ec3f676e17debf
1497864825697,48.2630783,11.6611028,1200,,80ec3f676e17debf
1497864830711,48.2630783,11.6611028,1200,,80ec3f676e17debf
