1497864744661,ec:08:6b:8a:c2:69,-70;,c8:51:95:a2:9f:aa,-78;,00:26:3e:5a:38:c1,-81;,c8:51:95:a2:9f:a8,-90;,00:26:3e:5a:38:c0,-85;,00:26:3e:a3:20:42,-90;,28:c6:8e:62:9b:c3,-93;,00:26:3e:a3:20:46,-87;,00:26:3e:a3:20:40,-87;,00:26:3e:a3:20:4a,-88;,00:26:3e:a3:20:4c,-89;,00:26:3e:a3:20:4e,-89;,00:26:3e:a3:20:50,-89;,00:26:3e:a3:20:48,-95;,ac:4b:c8:09:2c:02,-91;,,80ec3f676e17debf
1497864744922,ec:08:6b:8a:c2:69,-70;,c8:51:95:a2:9f:aa,-78;,00:26:3e:5a:38:c1,-81;,c8:51:95:a2:9f:a8,-90;,00:26:3e:5a:38:c0,-85;,00:26:3e:a3:20:42,-90;,28:c6:8e:62:9b:c3,-93;,00:26:3e:a3:20:46,-87;,00:26:3e:a3:20:40,-87;,00:26:3e:a3:20:4a,-88;,00:26:3e:a3:20:4c,-89;,00:26:3e:a3:20:4e,-89;,00:26:3e:a3:20:50,-89;,00:26:3e:a3:20:48,-95;,ac:4b:c8:09:2c:02,-91;,,80ec3f676e17debf
1497864745185,ec:08:6b:8a:c2:69,-70;,c8:51:95:a2:9f:aa,-78;,00:26:3e:5a:38:c1,-81;,c8:51:95:a2:9f:a8,-90;,00:26:3e:5a:38:c0,-85;,00:26:3e:a3:20:42,-90;,28:c6:8e:62:9b:c3,-93;,00:26:3e:a3:20:46,-87;,00:26:3e:a3:20:40,-87;,00:26:3e:a3:20:4a,-88;,00:26:3e:a3:20:4c,-89;,00:26:3e:a3:20:4e,-89;,00:26:3e:a3:20:50,-89;,00:26:3e:a3:20:48,-95;,ac:4b:c8:09:2c:02,-91;,,80ec3f676e17debf
1497864745483,ec:08:6b:8a:c2:69,-70;,c8:51:95:a2:9f:aa,-73;,00:26:3e:5a:38:c1,-81;,c8:51:95:a2:9f:a8,-85;,00:26:3e:5a:38:c0,-85;,00:26:3e:a3:20:42,-85;,28:c6:8e:62:9b:c3,-93;,00:26:3e:a3:20:46,-82;,00:26:3e:a3:20:40,-87;,00:26:3e:a3:20:4a,-83;,00:26:3e:a3:20:4c,-89;,00:26:3e:a3:20:4e,-84;,00:26:3e:a3:20:50,-89;,00:26:3e:a3:20:48,-90;,ac:4b:c8:09:2c:02,-91;,,80ec3f676e17debf
1497864745774,ec:08:6b:8a:c2:69,-70;,c8:51:95:a2:9f:aa,-73;,00:26:3e:5a:38:c1,-81;,c8:51:95:a2:9f:a8,-85;,00:26:3e:5a:38:c0,-85;,00:26:3e:a3:20:42,-85;,28:c6:8e:62:9b:c3,-93;,00:26:3e:a3:20:46,-82;,00:26:3e:a3:20:40,-87;,00:26:3e:a3:20:4a,-83;,00:26:3e:a3:20:4c,-89;,00:26:3e:a3:20:4e,-84;,00:26:3e:a3:20:50,-89;,00:26:3e:a3:20:48,-90;,ac:4b:c8:09:2c:02,-91;,,80ec3f676e17debf
1497864746071,ec:08:6b:8a:c2:69,-67;,c8:51:95:a2:9f:aa,-78;,00:26:3e:5a:38:c1,-81;,c8:51:95:a2:9f:a8,-82;,00:26:3e:a3:20:42,-89;,00:26:3e:a3:20:46,-89;,00:26:3e:a3:20:40,-88;,30:75:12:87:f8:08,-84;,24:de:c6:e5:4c:00,-91;,24:de:c6:e5:4c:01,-91;,24:de:c6:e5:4c:03,-93;,24:de:c6:e5:4c:02,-93;,,80ec3f676e17debf
1497864746404,ec:08:6b:8a:c2:69,-67;,c8:51:95:a2:9f:aa,-78;,00:26:3e:5a:38:c1,-81;,c8:51:95:a2:9f:a8,-82;,00:26:3e:a3:20:42,-89;,00:26:3e:a3:20:46,-89;,00:26:3e:a3:20:40,-88;,30:75:12:87:f8:08,-84;,24:de:c6:e5:4c:00,-91;,24:de:c6:e5:4c:01,-91;,24:de:c6:e5:4c:03,-93;,24:de:c6:e5:4c:02,-93;,,80ec3f676e17debf
1497864746689,ec:08:6b:8a:c2:69,-67;,c8:51:95:a2:9f:aa,-78;,00:26:3e:5a:38:c1,-81;,c8:51:95:a2:9f:a8,-82;,00:26:3e:a3:20:42,-89;,00:26:3e:a3:20:46,-89;,00:26:3e:a3:20:40,-88;,30:75:12:87:f8:08,-84;,24:de:c6:e5:4c:00,-91;,24:de:c6:e5:4c:01,-91;,24:de:c6:e5:4c:03,-93;,24:de:c6:e5:4c:02,-93;,,80ec3f676e17debf
1497864746985,ec:08:6b:8a:c2:69,-67;,c8:51:95:a2:9f:aa,-78;,00:26:3e:5a:38:c1,-81;,c8:51:95:a2:9f:a8,-82;,00:26:3e:a3:20:42,-89;,00:26:3e:a3:20:46,-89;,00:26:3e:a3:20:40,-88;,30:75:12:87:f8:08,-84;,24:de:c6:e5:4c:00,-91;,24:de:c6:e5:4c:01,-91;,24:de:c6:e5:4c:03,-93;,24:de:c6:e5:4c:02,-93;,,80ec3f676e17debf
1497864747284,ec:08:6b:8a:c2:69,-67;,c8:51:95:a2:9f:aa,-78;,00:26:3e:5a:38:c1,-81;,c8:51:95:a2:9f:a8,-82;,00:26:3e:a3:20:42,-89;,00:26:3e:a3:20:46,-89;,00:26:3e:a3:20:40,-88;,30:75:12:87:f8:08,-84;,24:de:c6:e5:4c:00,-91;,24:de:c6:e5:4c:01,-91;,24:de:c6:e5:4c:03,-93;,24:de:c6:e5:4c:02,-93;,,80ec3f676e17debf
1497864747580,ec:08:6b:8a:c2:69,-67;,c8:51:95:a2:9f:aa,-78;,00:26:3e:5a:38:c1,-81;,c8:51:95:a2:9f:a8,-82;,00:26:3e:a3:20:42,-89;,00:26:3e:a3:20:46,-89;,00:26:3e:a3:20:40,-88;,30:75:12:87:f8:08,-84;,24:de:c6:e5:4c:00,-91;,24:de:c6:e5:4c:01,-91;,24:de:c6:e5:4c:03,-93;,24:de:c6:e5:4c:02,-93;,,80ec3f676e17debf
1497864747878,ec:08:6b:8a:c2:69,-67;,c8:51:95:a2:9f:aa,-78;,00:26:3e:5a:38:c1,-81;,c8:51:95:a2:9f:a8,-82;,00:26:3e:a3:20:42,-89;,00:26:3e:a3:20:46,-89;,00:26:3e:a3:20:40,-88;,30:75:12:87:f8:08,-84;,24:de:c6:e5:4c:00,-91;,24:de:c6:e5:4c:01,-91;,24:de:c6:e5:4c:03,-93;,24:de:c6:e5:4c:02,-93;,,80ec3f676e17debf
1497864748192,ec:08:6b:8a:c2:69,-67;,c8:51:95:a2:9f:aa,-78;,00:26:3e:5a:38:c1,-81;,c8:51:95:a2:9f:a8,-82;,00:26:3e:a3:20:42,-89;,00:26:3e:a3:20:46,-89;,00:26:3e:a3:20:40,-88;,30:75:12:87:f8:08,-84;,24:de:c6:e5:4c:00,-91;,24:de:c6:e5:4c:01,-91;,24:de:c6:e5:4c:03,-93;,24:de:c6:e5:4c:02,-93;,,80ec3f676e17debf
1497864748482,ec:08:6b:8a:c2:69,-67;,c8:51:95:a2:9f:aa,-78;,00:26:3e:5a:38:c1,-81;,c8:51:95:a2:9f:a8,-82;,00:26:3e:a3:20:42,-89;,00:26:3e:a3:20:46,-89;,00:26:3e:a3:20:40,-88;,30:75:12:87:f8:08,-84;,24:de:c6:e5:4c:00,-91;,24:de:c6:e5:4c:01,-91;,24:de:c6:e5:4c:03,-93;,24:de:c6:e5:4c:02,-93;,,80ec3f676e17debf
1497864748781,ec:08:6b:8a:c2:69,-67;,c8:51:95:a2:9f:aa,-78;,00:26:3e:5a:38:c1,-81;,c8:51:95:a2:9f:a8,-82;,00:26:3e:a3:20:42,-89;,00:26:3e:a3:20:46,-89;,00:26:3e:a3:20:40,-88;,30:75:12:87:f8:08,-84;,24:de:c6:e5:4c:00,-91;,24:de:c6:e5:4c:01,-91;,24:de:c6:e5:4c:03,-93;,24:de:c6:e5:4c:02,-93;,,80ec3f676e17debf
1497864749086,ec:08:6b:8a:c2:69,-67;,c8:51:95:a2:9f:aa,-78;,00:26:3e:5a:38:c1,-81;,c8:51:95:a2:9f:a8,-82;,00:26:3e:a3:20:42,-89;,00:26:3e:a3:20:46,-89;,00:26:3e:a3:20:40,-88;,30:75:12:87:f8:08,-84;,24:de:c6:e5:4c:00,-91;,24:de:c6:e5:4c:01,-91;,24:de:c6:e5:4c:03,-93;,24:de:c6:e5:4c:02,-93;,,80ec3f676e17debf
1497864749399,ec:08:6b:8a:c2:69,-67;,c8:51:95:a2:9f:aa,-78;,00:26:3e:5a:38:c1,-81;,c8:51:95:a2:9f:a8,-82;,00:26:3e:a3:20:42,-89;,00:26:3e:a3:20:46,-89;,00:26:3e:a3:20:40,-88;,30:75:12:87:f8:08,-84;,24:de:c6:e5:4c:00,-91;,24:de:c6:e5:4c:01,-91;,24:de:c6:e5:4c:03,-93;,24:de:c6:e5:4c:02,-93;,,80ec3f676e17debf
1497864749688,ec:08:6b:8a:c2:69,-67;,c8:51:95:a2:9f:aa,-78;,00:26:3e:5a:38:c1,-81;,c8:51:95:a2:9f:a8,-82;,00:26:3e:a3:20:42,-89;,00:26:3e:a3:20:46,-89;,00:26:3e:a3:20:40,-88;,30:75:12:87:f8:08,-84;,24:de:c6:e5:4c:00,-91;,24:de:c6:e5:4c:01,-91;,24:de:c6:e5:4c:03,-93;,24:de:c6:e5:4c:02,-93;,,80ec3f676e17debf
1497864749990,ec:08:6b:8a:c2:69,-67;,c8:51:95:a2:9f:aa,-78;,00:26:3e:5a:38:c1,-81;,c8:51:95:a2:9f:a8,-82;,00:26:3e:a3:20:42,-89;,00:26:3e:a3:20:46,-89;,00:26:3e:a3:20:40,-88;,30:75:12:87:f8:08,-84;,24:de:c6:e5:4c:00,-91;,24:de:c6:e5:4c:01,-91;,24:de:c6:e5:4c:03,-93;,24:de:c6:e5:4c:02,-93;,,80ec3f676e17debf
