timestamp, signal strength, UUID 
1497864744233,-67,,80ec3f676e17debf
1497864744504,-67,,80ec3f676e17debf
1497864744690,-67,,80ec3f676e17debf
1497864744757,-67,,80ec3f676e17debf
1497864744852,-67,,80ec3f676e17debf
1497864744950,-67,,80ec3f676e17debf
1497864745027,-67,,80ec3f676e17debf
1497864745127,-67,,80ec3f676e17debf
1497864745229,-67,,80ec3f676e17debf
1497864745358,-67,,80ec3f676e17debf
1497864745410,-67,,80ec3f676e17debf
1497864745510,-67,,80ec3f676e17debf
1497864745590,-67,,80ec3f676e17debf
1497864745692,-67,,80ec3f676e17debf
1497864745801,-67,,80ec3f676e17debf
1497864745907,-67,,80ec3f676e17debf
1497864746002,-67,,80ec3f676e17debf
1497864746092,-67,,80ec3f676e17debf
1497864746248,-67,,80ec3f676e17debf
1497864746330,-67,,80ec3f676e17debf
1497864746426,-67,,80ec3f676e17debf
1497864746511,-67,,80ec3f676e17debf
1497864746599,-67,,80ec3f676e17debf
1497864746714,-67,,80ec3f676e17debf
1497864746813,-67,,80ec3f676e17debf
1497864746910,-67,,80ec3f676e17debf
1497864747012,-67,,80ec3f676e17debf
1497864747115,-67,,80ec3f676e17debf
1497864747252,-67,,80ec3f676e17debf
1497864747312,-67,,80ec3f676e17debf
1497864747411,-67,,80ec3f676e17debf
1497864747508,-67,,80ec3f676e17debf
1497864747612,-67,,80ec3f676e17debf
1497864747715,-67,,80ec3f676e17debf
1497864747808,-67,,80ec3f676e17debf
1497864747906,-67,,80ec3f676e17debf
1497864748004,-67,,80ec3f676e17debf
1497864748104,-67,,80ec3f676e17debf
1497864748268,-69,,80ec3f676e17debf
1497864748310,-69,,80ec3f676e17debf
1497864748410,-69,,80ec3f676e17debf
1497864748503,-69,,80ec3f676e17debf
1497864748644,-69,,80ec3f676e17debf
1497864748723,-69,,80ec3f676e17debf
1497864748805,-69,,80ec3f676e17debf
1497864748911,-69,,80ec3f676e17debf
1497864749006,-69,,80ec3f676e17debf
1497864749109,-69,,80ec3f676e17debf
1497864749218,-69,,80ec3f676e17debf
