timestamp, magneticFieldX, magneticFieldY, magneticFieldZ, magneticFieldMagnitude, UUID 
1497341564888,34.20000076293945,-23.80000114440918,-23.100000381469727,47.64126493400148,,80ec3f676e17debf
1497341641331,3.9000000953674316,20.80000114440918,-48.79999923706055,53.19107056230479,,80ec3f676e17debf
1497341641467,4.300000190734863,22.100000381469727,-48.5,53.47102023844857,,80ec3f676e17debf
1497341641590,4.200000286102295,22.399999618530273,-48.5,53.58777829367805,,80ec3f676e17debf
1497341641664,4.200000286102295,22.399999618530273,-48.400001525878906,53.49729003460028,,80ec3f676e17debf
1497341641731,4.400000095367432,22.399999618530273,-48.29999923706055,53.422933955713475,,80ec3f676e17debf
1497341641770,4.400000095367432,22.399999618530273,-48.20000076293945,53.33254138040652,,80ec3f676e17debf
1497341641813,4.5,22.30000114440918,-48.10000228881836,53.208553320724434,,80ec3f676e17debf
1497341641846,4.599999904632568,22.200000762939453,-48,53.08483801145936,,80ec3f676e17debf
1497341641896,4.599999904632568,22.200000762939453,-48,53.08483801145936,,80ec3f676e17debf
1497341641923,4.599999904632568,22.200000762939453,-48,53.08483801145936,,80ec3f676e17debf
1497341641993,4.200000286102295,22.30000114440918,-48.20000076293945,53.2744782471046,,80ec3f676e17debf
1497341642021,4,22.30000114440918,-48.29999923706055,53.34960104481218,,80ec3f676e17debf
1497341642082,3.6000001430511475,22.399999618530273,-48.5,53.54409379417928,,80ec3f676e17debf
1497341642124,3.299999952316284,22.600000381469727,-48.60000228881836,53.69925711062862,,80ec3f676e17debf
1497341642162,3.1000001430511475,22.700000762939453,-48.70000076293945,53.81997979579449,,80ec3f676e17debf
1497341642192,2.9000000953674316,22.80000114440918,-48.70000076293945,53.851092962013595,,80ec3f676e17debf
1497341642235,2.700000047683716,22.899999618530273,-48.79999923706055,53.97351123458128,,80ec3f676e17debf
1497341642281,2.5,23.200000762939453,-48.70000076293945,54.00166883362408,,80ec3f676e17debf
1497341642312,2.5,23.30000114440918,-48.60000228881836,53.954613155519134,,80ec3f676e17debf
1497341642341,2.4000000953674316,23.30000114440918,-48.60000228881836,53.95007211293235,,80ec3f676e17debf
1497341642443,2.4000000953674316,23.399999618530273,-48.5,53.90333939365423,,80ec3f676e17debf
1497341642491,2.4000000953674316,23.5,-48.60000228881836,54.03674865595641,,80ec3f676e17debf
1497341642513,2.4000000953674316,23.5,-48.5,53.946825673332086,,80ec3f676e17debf
1497341642610,2.6000001430511475,23.80000114440918,-48.400001525878906,53.99777886891304,,80ec3f676e17debf
1497341642643,2.700000047683716,24,-48.29999923706055,54.001665650392816,,80ec3f676e17debf
1497341642728,3,24.700000762939453,-47.79999923706055,53.88812365081446,,80ec3f676e17debf
1497341642811,3.4000000953674316,25.5,-47.60000228881836,54.10702592386563,,80ec3f676e17debf
1497341642842,3.5,25.700000762939453,-47.400001525878906,54.0324005128014,,80ec3f676e17debf
1497341642920,3.6000001430511475,26.100000381469727,-47.5,54.317768943178045,,80ec3f676e17debf
1497341642991,3.5,26.30000114440918,-47.70000076293945,54.58232408517489,,80ec3f676e17debf
1497341643071,3.200000047683716,26.5,-47.900001525878906,54.83520909939883,,80ec3f676e17debf
1497341643123,3,26.80000114440918,-47.900001525878906,54.96953890582976,,80ec3f676e17debf
1497341643171,2.6000001430511475,27.100000381469727,-48,55.18305931067438,,80ec3f676e17debf
1497341643191,2.4000000953674316,27.200000762939453,-48.10000228881836,55.31012687118179,,80ec3f676e17debf
1497341643238,2.200000047683716,27.399999618530273,-48,55.31365065590099,,80ec3f676e17debf
1497341643291,1.7000000476837158,27.399999618530273,-48.20000076293945,55.46972092114533,,80ec3f676e17debf
1497341643311,1.7000000476837158,27.399999618530273,-48.400001525878906,55.64359808126289,,80ec3f676e17debf
1497341643384,1.3000000715255737,27.399999618530273,-48.79999923706055,55.98115656462582,,80ec3f676e17debf
1497341643432,1.100000023841858,27.30000114440918,-49,56.10258495916785,,80ec3f676e17debf
1497341643491,1.399999976158142,27.100000381469727,-49.5,56.450155306240084,,80ec3f676e17debf
1497341643511,1.5,27.100000381469727,-49.5,56.452723886272196,,80ec3f676e17debf
1497341643571,2.200000047683716,27.100000381469727,-49.79999923706055,56.738788085354585,,80ec3f676e17debf
1497341643585,2.299999952316284,27.100000381469727,-49.70000076293945,56.65500968168804,,80ec3f676e17debf
1497341643640,3.1000001430511475,27.100000381469727,-49.900001525878906,56.86853513759862,,80ec3f676e17debf
1497341643682,3.700000047683716,27.100000381469727,-50.10000228881836,57.07985887000768,,80ec3f676e17debf
1497341643719,4.099999904632568,27,-50.20000076293945,57.14761621037611,,80ec3f676e17debf
1497341643771,4.900000095367432,26.899999618530273,-50.5,57.42708407694443,,80ec3f676e17debf
1497341643800,5.200000286102295,26.80000114440918,-50.70000076293945,57.58272348827192,,80ec3f676e17debf
1497341643832,5.5,26.80000114440918,-50.900001525878906,57.786677615721096,,80ec3f676e17debf
1497341643883,6,26.700000762939453,-51.20000076293945,58.05454504339271,,80ec3f676e17debf
