UUID,iqrAccX,iqrAccY,iqrAccZ,iqrAccXYZ,meanAccX,meanAccY,meanAccZ,meanAccXYZ, covarianceAccXY, covarianceAccXZ, covarianceAccYZ,pressureDerivative, pressureIQR, iqrGyroX, iqrGyroY, iqrGyroZ, iqrGyroMagnitude, meanGyroX, meanGyroY, meanGyroZ, meanGyroMagnitude, covarianceGyroXY, covarianceGyroXZ, covarianceGyroYZ, class, timestamp 
80ec3f676e17debf,-1.2662056551717202,-1.0817594408012738,-0.9453001095022034,-1.0130616898683917,-1.6807053725426084,-1.6566334410145567,1.9141013578166115,-0.8040423238336056,-0.2844469086658239,-0.6779176252918326,0.08976366822041544,-0.13418630132523615,-0.3517644273618538,-1.1634954818586423,-1.2044392676398217,-1.1134721727332324,-1.3016351421107728,-1.14609288434904,-1.2172261035255725,-1.1208290276636166,-1.2336211765260239,-0.4773805898686709,-0.6643792537040253,-0.500552521055751,undefined,1497341642475
80ec3f676e17debf,-1.0867167864047889,-0.8598674792314659,-0.7271006660967666,-0.7798802393948763,-1.5292879844789855,-1.6811455738376733,1.9564156858509696,-0.4724281025380858,-0.3927605127538163,-0.7509881356350642,0.01953770593571819,-1.6484693497814373,3.4539570799910875,-1.0477570678780395,-1.0776786858149667,-0.7820847486576832,-1.0953841215341114,-1.072347494742359,-1.1270644937364596,-0.9678541614128768,-1.1310919643661987,-0.48091277823034606,-0.6356629511958747,-0.5220856179218601,undefined,1497341643981
80ec3f676e17debf,-1.0513733782894676,-0.713113642017142,-0.14746689081052236,-0.15054118699476957,-1.52145844865611,-1.6688263934936847,1.9036401463238237,-0.7981298121904251,-0.3838806256796206,-0.6030619762964985,0.03221129629109461,-1.0254082783912641,4.796512923351159,-1.0774880379733678,-1.0438758654674523,-0.7357368306433486,-1.1275852195431968,-1.0791774975023924,-1.0850883394020423,-0.9596031853853693,-1.1151861768567302,-0.48089188555750106,-0.6330544916585276,-0.5405881105651212,undefined,1497341645483
80ec3f676e17debf,-0.8899026565202839,-0.49885296310688926,0.3243426761221595,0.3915615743153682,-1.4876832744164985,-1.6963068013448037,1.9461240621046305,-0.522529957288561,-0.4289851132919013,-0.42191666182075577,-0.07999509555427968,-0.7431972823956642,1.9155665106951874,-0.9904187633206735,-1.0607772866845602,-0.7635455574269361,-1.144115382724648,-1.0275079588026628,-1.043463501348979,-0.8944231542210739,-1.0694683924781967,-0.4807527660984153,-0.631267490209716,-0.5404943693626528,undefined,1497341646986
80ec3f676e17debf,-0.8594103467068325,-0.5352478929904153,0.9674580824157231,0.9347564570964801,-1.499583824723703,-1.718646534247018,1.9233815028956278,-0.7063125475751487,-0.40590155961738716,-0.3682218587331781,-0.07258295523737211,-0.13929685355051954,-0.007965686274509793,-0.9256477178583223,-1.0547410795457748,-0.7056106934733746,-1.131192966100892,-0.9913589722545397,-1.051242681775633,-0.824443631222966,-1.047996857485235,-0.4819471996599241,-0.6242345061647671,-0.5387893799478406,undefined,1497341648490
80ec3f676e17debf,-0.7956537004834981,-0.5845572112885965,0.869204163303547,0.8817777704753996,-1.48868098583892,-1.7050041816289656,1.928370241637447,-0.6623406759067824,-0.39865298634824364,-0.35674992965546953,-0.0471315186901384,0.0624360722840606,-0.1994485294117647,-0.8937931250804779,-1.0487048429580546,-0.6731671812479161,-1.1177607387790656,-0.9729392899525711,-1.0355061402318353,-0.7752098858333725,-1.0276271147786091,-0.4773850980441829,-0.6251209551092219,-0.5264107216464882,undefined,1497341650135
80ec3f676e17debf,-0.8857446166256366,-0.7095915812564061,0.6133617008125668,0.7005515187846326,-1.5816225445986052,-1.7154228679994465,1.939588995783622,-0.6281323863800318,-0.34885757745526114,-0.5102416851880807,0.01696145709985908,0.17694081900723305,-0.35611631016042783,-0.8279602585637879,-1.0378396656909008,-0.5897409514338909,-1.1003380720932296,-0.9115368199047378,-1.0088005959504698,-0.6621848033116062,-0.9707935374153601,-0.4795391337605481,-0.6266675246309557,-0.5281598510050116,undefined,1497341651554
80ec3f676e17debf,-0.916236943691793,-0.8569325211528284,0.790728960554146,0.8058725675426799,-1.5767574093772738,-1.7289301272372266,1.9396047735568822,-0.6653837819609061,-0.3122345570767772,-0.6433558633356293,0.07104587194786356,0.39015542125134073,0.5229640151515151,-0.8258366294058845,-1.0414613693599173,-0.6268192632335814,-1.1007977901311323,-0.8693816338183651,-1.0162152364345691,-0.6206657472603055,-0.9487357944466067,-0.4842382862113395,-0.64354978113827,-0.5233707048723404,undefined,1497341653075
80ec3f676e17debf,-0.9190089875409293,-0.8980235710213255,0.9310913390901839,0.8666266782381484,-1.6557824195797903,-1.717570428086823,1.9522068064199787,-0.5896253499941888,-0.26761747129499225,-0.6296152422400432,0.0862894386099138,0.42943168313272256,2.307235962566845,-0.8300838877216912,-1.0511193390655893,-0.6129148857094269,-1.0943814336998596,-0.8538530694271135,-1.0092900907260187,-0.508223451306127,-0.917857689168899,-0.48856385760129983,-0.6682366933116148,-0.4943303366542322,undefined,1497341654587
80ec3f676e17debf,-0.8566383373631059,-0.849888282719387,0.7301180605275134,0.7203325488119113,-1.5491094560639551,-1.7570556911811086,1.9531929801000414,-0.617398243415323,-0.3034068180378237,-0.6591337543609049,0.08007247022177161,0.519546257975178,2.2898284313725488,-0.8300838877216912,-0.9919644089791143,-0.6592628390546634,-1.104537861082978,-0.8558141132488349,-0.972882923692165,-0.44132673194725913,-0.8915114531783636,-0.4909111181778861,-0.688280081110076,-0.3991132519033331,undefined,1497341655995
80ec3f676e17debf,-0.8691124570470476,-0.8551713592464948,0.5348859897892669,0.5258780273953781,-1.4644684539840975,-1.7897721848482613,2.0129395494132036,-0.2573368515423908,-0.2989234744487613,-0.7026954263499617,0.0759258193795446,0.3997222700916402,0.5316677807486632,-0.8215893322377542,-0.9219442500898489,-0.5827887344070921,-1.1655204805960684,-0.8237038315535152,-0.9351517132723822,-0.36789575066054253,-0.8485595372125636,-0.49952208490413846,-0.730048255328973,-0.4035456311499026,undefined,1497341657487
80ec3f676e17debf,-0.6917025478429729,-0.8158413836003542,0.3154102706238258,0.31304610847436576,-1.2530150958396706,-1.8567191772021208,2.0198296428681304,-0.26144867056701493,-0.298922603184922,-0.7718567459555169,0.11539073028394123,0.004238285329843555,-0.04713263146167557,-0.801414745156089,-0.8483024317049697,-0.4321581192190261,-1.149087046549651,-0.8592640989849057,-0.8959199212450528,-0.3046370259202488,-0.8246526398451964,-0.5123147661421056,-0.7475988045839498,-0.44258193703737003,undefined,1497341658994
80ec3f676e17debf,-0.6875445424537354,-0.7970568452044852,0.35751923832158666,0.4021606406907394,-1.141713568350445,-1.8892143934457455,1.9961403512696498,-0.4289784275528565,-0.2664589364539869,-0.93200294947052,0.16326096425269843,0.20747249470985965,-0.23861547459893048,-0.8311457346775791,-0.8048416490140168,-0.4669190347646908,-1.113751227469809,-0.8852370386169139,-0.8213080979518482,-0.3340412067310267,-0.8102407711645899,-0.5198451659877498,-0.742654569213089,-0.48376968379168317,undefined,1497341660503
80ec3f676e17debf,-0.6307179282160701,-0.8064491144024196,0.27521597070302095,0.24187302483512046,-1.0101286469275226,-1.9076270291272224,2.0676658076776775,0.0488578955170791,-0.22598402387229277,-0.9436452008557843,0.17663298284830792,0.3059754312901384,0.6752799131016043,-0.855567580075051,-0.8060489081111349,-0.5132669315804843,-1.1162717764843126,-0.9196061531194909,-0.7571682503938136,-0.40016087937489453,-0.8120466679063637,-0.49839708891530937,-0.7264673370446272,-0.5269505946054154,undefined,1497341662206
