prediction, timestamp 
standing,1497341642479
standing,1497341643986
standing,1497341645488
standing,1497341646989
standing,1497341648497
walking,1497341650139
walking,1497341651562
walking,1497341653080
walking,1497341654592
walking,1497341655999
walking,1497341657491
walking downstairs,1497341658999
walking downstairs,1497341660506
walking downstairs,1497341662421
walking downstairs,1497341663504
walking downstairs,1497341664994
walking,1497341666975
walking,1497341668032
walking,1497341669886
walking,1497341670994
walking,1497341672485
walking,1497341674014
walking,1497341675987
walking,1497341676991
walking,1497341678509
walking,1497341679994
walking,1497341681495
walking,1497341683153
walking,1497341684518
walking,1497341686005
walking,1497341688106
walking,1497341688968
walking,1497341690570
walking,1497341691993
walking,1497341693470
walking,1497341694978
walking,1497341696502
walking,1497341697975
walking,1497341699479
walking,1497341701013
walking,1497341702467
walking,1497341704749
walking,1497341705488
walking,1497341707084
walking,1497341708521
walking,1497341709991
walking,1497341711472
walking,1497341712985
walking,1497341714464
sitting,1497341716034
sitting,1497341717469
sitting,1497341721423
sitting,1497341722244
