timestamp, light1, light2, light3, UUID 
1497341641155,76277,5794,76277,,80ec3f676e17debf
1497341641155,76277,5794,76277,,80ec3f676e17debf
1497341641297,78714,5774,78714,,80ec3f676e17debf
1497341641490,79245,5789,79245,,80ec3f676e17debf
1497341641490,79245,5789,79245,,80ec3f676e17debf
1497341641658,82837,5677,82837,,80ec3f676e17debf
1497341641658,82837,5677,82837,,80ec3f676e17debf
1497341641836,81751,5813,81751,,80ec3f676e17debf
1497341641836,81751,5813,81751,,80ec3f676e17debf
1497341642016,77923,5857,77923,,80ec3f676e17debf
1497341642016,77923,5857,77923,,80ec3f676e17debf
1497341642198,76820,5881,76820,,80ec3f676e17debf
1497341642198,76820,5881,76820,,80ec3f676e17debf
1497341642418,74913,5915,74913,,80ec3f676e17debf
1497341642418,74913,5915,74913,,80ec3f676e17debf
1497341642556,75519,5934,75519,,80ec3f676e17debf
1497341642739,76653,5852,76653,,80ec3f676e17debf
1497341642739,76653,5852,76653,,80ec3f676e17debf
1497341642915,75686,5617,75686,,80ec3f676e17debf
1497341642915,75686,5617,75686,,80ec3f676e17debf
1497341643097,69028,5804,69028,,80ec3f676e17debf
1497341643097,69028,5804,69028,,80ec3f676e17debf
1497341643276,58208,6294,58208,,80ec3f676e17debf
1497341643276,58208,6294,58208,,80ec3f676e17debf
1497341643456,68250,5813,68250,,80ec3f676e17debf
1497341643635,74647,5917,74647,,80ec3f676e17debf
1497341643635,74647,5917,74647,,80ec3f676e17debf
1497341643817,77132,5946,77132,,80ec3f676e17debf
1497341643817,77132,5946,77132,,80ec3f676e17debf
1497341643996,71073,5756,71073,,80ec3f676e17debf
1497341643996,71073,5756,71073,,80ec3f676e17debf
1497341644175,67759,5708,67759,,80ec3f676e17debf
1497341644355,54730,6011,54730,,80ec3f676e17debf
1497341644355,54730,6011,54730,,80ec3f676e17debf
1497341644539,54149,5827,54149,,80ec3f676e17debf
1497341644539,54149,5827,54149,,80ec3f676e17debf
1497341644720,5152,6680,5152,,80ec3f676e17debf
1497341644720,5152,6680,5152,,80ec3f676e17debf
1497341644895,4628,6746,4628,,80ec3f676e17debf
1497341645260,3697,6316,3697,,80ec3f676e17debf
1497341645436,3474,6374,3474,,80ec3f676e17debf
1497341645436,3474,6374,3474,,80ec3f676e17debf
1497341645618,3186,6138,3186,,80ec3f676e17debf
1497341645618,3186,6138,3186,,80ec3f676e17debf
1497341645797,3142,6079,3142,,80ec3f676e17debf
1497341645797,3142,6079,3142,,80ec3f676e17debf
1497341645976,3077,6007,3077,,80ec3f676e17debf
