startDate, endDate, numberOfSteps, distance, floorsAscended, floorsDescended, UUID 
1498223252807,1498223252828,0,,80ec3f676e17debf
1498223252807,1498223253194,1,,80ec3f676e17debf
1498223252807,1498223282435,7,,80ec3f676e17debf
1498223252807,1498223282994,8,,80ec3f676e17debf
1498223252807,1498223283581,9,,80ec3f676e17debf
1498223252807,1498223284114,10,,80ec3f676e17debf
1498223252807,1498223284697,11,,80ec3f676e17debf
1498223252807,1498223285255,12,,80ec3f676e17debf
1498223252807,1498223285836,13,,80ec3f676e17debf
1498223252807,1498223286375,14,,80ec3f676e17debf
1498223252807,1498223286976,15,,80ec3f676e17debf
1498223252807,1498223287560,16,,80ec3f676e17debf
1498223252807,1498223288175,17,,80ec3f676e17debf
1498223252807,1498223288735,18,,80ec3f676e17debf
1498223252807,1498223289321,19,,80ec3f676e17debf
1498223252807,1498223289856,20,,80ec3f676e17debf
1498223252807,1498223338940,32,,80ec3f676e17debf
1498223252807,1498223339599,33,,80ec3f676e17debf
1498223252807,1498223340560,34,,80ec3f676e17debf
1498223252807,1498223340809,35,,80ec3f676e17debf
