timestamp, light1, light2, light3, UUID 
1498223253031,100492,5573,100492,,80ec3f676e17debf
1498223253203,100850,5297,100850,,80ec3f676e17debf
1498223253203,100850,5297,100850,,80ec3f676e17debf
1498223253387,100730,5353,100730,,80ec3f676e17debf
1498223253387,100730,5353,100730,,80ec3f676e17debf
1498223253587,105812,5404,105812,,80ec3f676e17debf
1498223253747,103528,5440,103528,,80ec3f676e17debf
1498223253747,103528,5440,103528,,80ec3f676e17debf
1498223253933,101543,5561,101543,,80ec3f676e17debf
1498223253933,101543,5561,101543,,80ec3f676e17debf
1498223254104,96685,5723,96685,,80ec3f676e17debf
1498223254104,96685,5723,96685,,80ec3f676e17debf
1498223254306,96644,5699,96644,,80ec3f676e17debf
1498223254306,96644,5699,96644,,80ec3f676e17debf
1498223254468,96788,5677,96788,,80ec3f676e17debf
1498223254648,96932,5639,96932,,80ec3f676e17debf
1498223254648,96932,5639,96932,,80ec3f676e17debf
1498223254823,94909,5640,94909,,80ec3f676e17debf
1498223254823,94909,5640,94909,,80ec3f676e17debf
1498223255002,92996,5649,92996,,80ec3f676e17debf
1498223255002,92996,5649,92996,,80ec3f676e17debf
1498223255182,89283,5668,89283,,80ec3f676e17debf
1498223255367,85285,5689,85285,,80ec3f676e17debf
1498223255546,82458,5698,82458,,80ec3f676e17debf
1498223255546,82458,5698,82458,,80ec3f676e17debf
1498223255731,80130,5707,80130,,80ec3f676e17debf
1498223255731,80130,5707,80130,,80ec3f676e17debf
1498223255903,78831,5707,78831,,80ec3f676e17debf
1498223255903,78831,5707,78831,,80ec3f676e17debf
1498223256083,79610,5704,79610,,80ec3f676e17debf
1498223256083,79610,5704,79610,,80ec3f676e17debf
1498223256266,81654,5706,81654,,80ec3f676e17debf
1498223256442,85248,5671,85248,,80ec3f676e17debf
1498223256442,85248,5671,85248,,80ec3f676e17debf
1498223256634,86851,5625,86851,,80ec3f676e17debf
1498223256634,86851,5625,86851,,80ec3f676e17debf
1498223256808,88062,5640,88062,,80ec3f676e17debf
1498223256808,88062,5640,88062,,80ec3f676e17debf
1498223256985,85491,5684,85491,,80ec3f676e17debf
