timestamp, lastAccessTime, proximity, UUID 
1498223095556,1498223095671,far,,80ec3f676e17debf
1498223095556,1498223095772,far,,80ec3f676e17debf
1498223095556,1498223095822,far,,80ec3f676e17debf
1498223095556,1498223095872,far,,80ec3f676e17debf
1498223095556,1498223095962,far,,80ec3f676e17debf
1498223095556,1498223096026,far,,80ec3f676e17debf
1498223095556,1498223096069,far,,80ec3f676e17debf
1498223095556,1498223096113,far,,80ec3f676e17debf
1498223095556,1498223096143,far,,80ec3f676e17debf
1498223095556,1498223096224,far,,80ec3f676e17debf
1498223095556,1498223096272,far,,80ec3f676e17debf
1498223095556,1498223096329,far,,80ec3f676e17debf
1498223095556,1498223096358,far,,80ec3f676e17debf
1498223095556,1498223096449,far,,80ec3f676e17debf
1498223095556,1498223096500,far,,80ec3f676e17debf
1498223095556,1498223096533,far,,80ec3f676e17debf
1498223095556,1498223096570,far,,80ec3f676e17debf
1498223095556,1498223096649,far,,80ec3f676e17debf
1498223095556,1498223096691,far,,80ec3f676e17debf
1498223095556,1498223096720,far,,80ec3f676e17debf
1498223095556,1498223096746,far,,80ec3f676e17debf
1498223095556,1498223096789,far,,80ec3f676e17debf
1498223095556,1498223096814,far,,80ec3f676e17debf
1498223095556,1498223096837,far,,80ec3f676e17debf
1498223095556,1498223096864,far,,80ec3f676e17debf
1498223095556,1498223096920,far,,80ec3f676e17debf
1498223095556,1498223096938,far,,80ec3f676e17debf
1498223095556,1498223096977,far,,80ec3f676e17debf
1498223095556,1498223097001,far,,80ec3f676e17debf
1498223095556,1498223097016,far,,80ec3f676e17debf
1498223095556,1498223097046,far,,80ec3f676e17debf
1498223095556,1498223097100,far,,80ec3f676e17debf
1498223095556,1498223097129,far,,80ec3f676e17debf
1498223095556,1498223097149,far,,80ec3f676e17debf
1498223095556,1498223097196,far,,80ec3f676e17debf
1498223095556,1498223097230,far,,80ec3f676e17debf
1498223095556,1498223097255,far,,80ec3f676e17debf
1498223095556,1498223097288,far,,80ec3f676e17debf
1498223095556,1498223097308,far,,80ec3f676e17debf
1498223095556,1498223097336,far,,80ec3f676e17debf
1498223095556,1498223098553,far,,80ec3f676e17debf
1498223095556,1498223099075,far,,80ec3f676e17debf
1498223095556,1498223099121,far,,80ec3f676e17debf
1498223095556,1498223099148,far,,80ec3f676e17debf
1498223095556,1498223099200,far,,80ec3f676e17debf
1498223095556,1498223099225,far,,80ec3f676e17debf
1498223095556,1498223099245,far,,80ec3f676e17debf
1498223095556,1498223099303,far,,80ec3f676e17debf
1498223095556,1498223099341,far,,80ec3f676e17debf
1498223095556,1498223099814,far,,80ec3f676e17debf
1498223095556,1498223099870,far,,80ec3f676e17debf
1498223095556,1498223099884,far,,80ec3f676e17debf
1498223095556,1498223099899,far,,80ec3f676e17debf
1498223095556,1498223099926,far,,80ec3f676e17debf
1498223095556,1498223099944,far,,80ec3f676e17debf
1498223095556,1498223100057,far,,80ec3f676e17debf
1498223095556,1498223100207,far,,80ec3f676e17debf
1498223095556,1498223100265,far,,80ec3f676e17debf
1498223095556,1498223100936,far,,80ec3f676e17debf
1498223095556,1498223101015,far,,80ec3f676e17debf
1498223095556,1498223101038,far,,80ec3f676e17debf
1498223095556,1498223101076,far,,80ec3f676e17debf
1498223095556,1498223101095,far,,80ec3f676e17debf
1498223095556,1498223101114,far,,80ec3f676e17debf
1498223095556,1498223101134,far,,80ec3f676e17debf
1498223095556,1498223101165,far,,80ec3f676e17debf
1498223095556,1498223101187,far,,80ec3f676e17debf
1498223095556,1498223101208,far,,80ec3f676e17debf
1498223095556,1498223101238,far,,80ec3f676e17debf
1498223095556,1498223101295,far,,80ec3f676e17debf
1498223095556,1498223101330,far,,80ec3f676e17debf
1498223095556,1498223101354,far,,80ec3f676e17debf
1498223095556,1498223101387,far,,80ec3f676e17debf
1498223095556,1498223101412,far,,80ec3f676e17debf
1498223095556,1498223101439,far,,80ec3f676e17debf
1498223095556,1498223101476,far,,80ec3f676e17debf
1498223095556,1498223101501,far,,80ec3f676e17debf
1498223095556,1498223101523,far,,80ec3f676e17debf
1498223095556,1498223101537,far,,80ec3f676e17debf
1498223095556,1498223101586,far,,80ec3f676e17debf
1498223095556,1498223101603,far,,80ec3f676e17debf
1498223095556,1498223101622,far,,80ec3f676e17debf
1498223095556,1498223101633,far,,80ec3f676e17debf
1498223095556,1498223101654,far,,80ec3f676e17debf
1498223095556,1498223101683,far,,80ec3f676e17debf
1498223095556,1498223101696,far,,80ec3f676e17debf
1498223095556,1498223101715,far,,80ec3f676e17debf
1498223095556,1498223101739,far,,80ec3f676e17debf
1498223095556,1498223101764,far,,80ec3f676e17debf
1498223095556,1498223101783,far,,80ec3f676e17debf
1498223095556,1498223101804,far,,80ec3f676e17debf
1498223095556,1498223101823,far,,80ec3f676e17debf
1498223095556,1498223101850,far,,80ec3f676e17debf
1498223095556,1498223101894,far,,80ec3f676e17debf
1498223095556,1498223101918,far,,80ec3f676e17debf
1498223095556,1498223101937,far,,80ec3f676e17debf
1498223095556,1498223101962,far,,80ec3f676e17debf
1498223095556,1498223101973,far,,80ec3f676e17debf
1498223095556,1498223101986,far,,80ec3f676e17debf
1498223095556,1498223101996,far,,80ec3f676e17debf
1498223095556,1498223102012,far,,80ec3f676e17debf
1498223095556,1498223102019,far,,80ec3f676e17debf
1498223095556,1498223102032,far,,80ec3f676e17debf
1498223095556,1498223102049,far,,80ec3f676e17debf
1498223095556,1498223102079,far,,80ec3f676e17debf
1498223095556,1498223102100,far,,80ec3f676e17debf
1498223095556,1498223102108,far,,80ec3f676e17debf
1498223095556,1498223102135,far,,80ec3f676e17debf
