timestamp, heading, UUID 
1498223060472,25.80460548400879,,80ec3f676e17debf
1498223095731,113.14506530761719,,80ec3f676e17debf
1498223095794,119.19166564941406,,80ec3f676e17debf
1498223095860,118.49925994873047,,80ec3f676e17debf
1498223095930,118.6784439086914,,80ec3f676e17debf
1498223096001,119.351806640625,,80ec3f676e17debf
1498223096041,118.13339233398438,,80ec3f676e17debf
1498223096082,115.34172058105469,,80ec3f676e17debf
1498223096111,113.76924133300781,,80ec3f676e17debf
1498223096143,114.62086486816406,,80ec3f676e17debf
1498223096235,119.58702087402344,,80ec3f676e17debf
1498223096311,119.10366821289062,,80ec3f676e17debf
1498223096320,118.99248504638672,,80ec3f676e17debf
1498223096344,118.77117156982422,,80ec3f676e17debf
1498223096421,118.26380920410156,,80ec3f676e17debf
1498223096470,118.10047149658203,,80ec3f676e17debf
1498223096512,118.25433349609375,,80ec3f676e17debf
1498223096561,118.83004760742188,,80ec3f676e17debf
1498223096640,119.39990234375,,80ec3f676e17debf
1498223096679,119.57782745361328,,80ec3f676e17debf
1498223096711,119.59337615966797,,80ec3f676e17debf
1498223096735,119.5011978149414,,80ec3f676e17debf
1498223096772,119.147216796875,,80ec3f676e17debf
1498223096791,118.95301818847656,,80ec3f676e17debf
1498223096801,118.89716339111328,,80ec3f676e17debf
1498223096832,118.8714828491211,,80ec3f676e17debf
1498223096923,119.19495391845703,,80ec3f676e17debf
1498223096973,118.7800521850586,,80ec3f676e17debf
1498223096983,118.69271850585938,,80ec3f676e17debf
1498223097003,118.53575897216797,,80ec3f676e17debf
1498223097040,118.44233703613281,,80ec3f676e17debf
1498223097080,118.6635971069336,,80ec3f676e17debf
1498223097101,118.85649108886719,,80ec3f676e17debf
1498223097125,119.08091735839844,,80ec3f676e17debf
1498223097174,119.6565170288086,,80ec3f676e17debf
1498223097208,119.90662384033203,,80ec3f676e17debf
1498223097232,120.10270690917969,,80ec3f676e17debf
1498223097275,120.2242431640625,,80ec3f676e17debf
1498223097281,120.21232604980469,,80ec3f676e17debf
1498223097309,120.14494323730469,,80ec3f676e17debf
1498223097321,120.0508041381836,,80ec3f676e17debf
