timestamp, latitude, longitude, accuracy, UUID 
1498222461343,48.2638619,11.6712272,98.4000015258789,,80ec3f676e17debf
1498222477340,48.2638619,11.6712272,87.5999984741211,,80ec3f676e17debf
1498222484887,48.2648968,11.6717305,32,,80ec3f676e17debf
1498222485887,48.2649495,11.6715918,48,,80ec3f676e17debf
1498222487704,48.2649495,11.6715918,87.26499938964844,,80ec3f676e17debf
1498222490860,48.2648191,11.671268,48,,80ec3f676e17debf
1498222491860,48.2648052,11.6712299,32,,80ec3f676e17debf
1498222492999,48.2648072,11.6712155,32,,80ec3f676e17debf
1498222493999,48.2648195,11.671212,24,,80ec3f676e17debf
1498222494999,48.2648211,11.6712264,12,,80ec3f676e17debf
1498222495999,48.2648209,11.6712493,12,,80ec3f676e17debf
1498222496999,48.2648204,11.6712792,12,,80ec3f676e17debf
1498222497999,48.2648171,11.6713057,12,,80ec3f676e17debf
1498222498999,48.264844,11.671222,8,,80ec3f676e17debf
1498222499999,48.2648158,11.6713714,24,,80ec3f676e17debf
1498222500999,48.2648162,11.6713967,24,,80ec3f676e17debf
1498222501999,48.2648186,11.6714134,16,,80ec3f676e17debf
1498222502999,48.264828,11.671426,12,,80ec3f676e17debf
1498222503999,48.2648124,11.6714522,12,,80ec3f676e17debf
1498222504999,48.2647929,11.6714708,12,,80ec3f676e17debf
1498222505999,48.2647812,11.6714824,12,,80ec3f676e17debf
1498222506999,48.2647883,11.6714854,24,,80ec3f676e17debf
1498222507999,48.2647883,11.6714854,16,,80ec3f676e17debf
1498222508999,48.2647883,11.6714854,16,,80ec3f676e17debf
1498222509999,48.2647883,11.6714854,24,,80ec3f676e17debf
1498222510999,48.2647883,11.6714854,32,,80ec3f676e17debf
1498222511999,48.2647883,11.6714854,32,,80ec3f676e17debf
1498222515999,48.2645175,11.6713593,32,,80ec3f676e17debf
1498222516999,48.2645632,11.6713921,32,,80ec3f676e17debf
1498222517999,48.2646125,11.6714381,32,,80ec3f676e17debf
1498222518999,48.2646125,11.6714381,32,,80ec3f676e17debf
1498222519999,48.2646125,11.6714381,24,,80ec3f676e17debf
1498222520999,48.2646125,11.6714381,24,,80ec3f676e17debf
1498222521999,48.2646125,11.6714381,24,,80ec3f676e17debf
1498222522999,48.2646125,11.6714381,24,,80ec3f676e17debf
1498222523999,48.2646125,11.6714381,24,,80ec3f676e17debf
1498222524999,48.2646125,11.6714381,24,,80ec3f676e17debf
1498222526999,48.264586,11.6715385,48,,80ec3f676e17debf
1498222539307,48.2638619,11.6712272,774.9390258789062,,80ec3f676e17debf
1498222544329,48.2638619,11.6712272,840.2249755859375,,80ec3f676e17debf
