prediction, timestamp 
walking,1498222478583
walking,1498222479933
walking,1498222481452
walking,1498222482917
walking,1498222484436
walking,1498222485980
walking,1498222487432
walking,1498222488932
walking,1498222490434
walking,1498222491941
walking downstairs,1498222493435
walking downstairs,1498222494956
walking downstairs,1498222496428
walking downstairs,1498222497933
walking downstairs,1498222499427
walking downstairs,1498222500945
walking downstairs,1498222502438
walking downstairs,1498222503951
walking downstairs,1498222505468
walking downstairs,1498222506935
walking downstairs,1498222508483
walking downstairs,1498222509939
walking downstairs,1498222511430
walking downstairs,1498222512923
walking downstairs,1498222514467
walking downstairs,1498222515967
walking downstairs,1498222517439
walking downstairs,1498222518941
walking downstairs,1498222520431
walking downstairs,1498222521926
walking downstairs,1498222523433
walking downstairs,1498222524913
walking downstairs,1498222526425
walking downstairs,1498222527944
walking downstairs,1498222529427
walking downstairs,1498222530929
walking downstairs,1498222532497
walking downstairs,1498222533963
walking downstairs,1498222535420
walking downstairs,1498222536931
walking downstairs,1498222538427
walking downstairs,1498222539911
walking downstairs,1498222541431
walking downstairs,1498222543159
walking downstairs,1498222544419
walking downstairs,1498222545951
walking downstairs,1498222547440
walking downstairs,1498222548933
