timestamp, magneticFieldX, magneticFieldY, magneticFieldZ, magneticFieldMagnitude, UUID 
1498222476921,-15.90000057220459,-10,-26.200000762939453,32.23740182294388,,80ec3f676e17debf
1498222477189,-15.800000190734863,-10.699999809265137,-27.100000381469727,33.14423074130859,,80ec3f676e17debf
1498222477220,-15.800000190734863,-10.800000190734863,-27,33.095014827141135,,80ec3f676e17debf
1498222477263,-15.800000190734863,-10.800000190734863,-27.200000762939453,33.25838290212199,,80ec3f676e17debf
1498222477296,-15.800000190734863,-10.90000057220459,-27.200000762939453,33.290990358691644,,80ec3f676e17debf
1498222477330,-15.800000190734863,-11,-27.30000114440918,33.405539038491035,,80ec3f676e17debf
1498222477442,-15.90000057220459,-11.40000057220459,-27.80000114440918,33.99426580207131,,80ec3f676e17debf
1498222477481,-15.699999809265137,-11.300000190734863,-27.80000114440918,33.86768490119167,,80ec3f676e17debf
1498222477531,-15.699999809265137,-11.300000190734863,-27.899999618530273,33.94981540185915,,80ec3f676e17debf
1498222477551,-15.600000381469727,-11.300000190734863,-27.80000114440918,33.8214444724227,,80ec3f676e17debf
1498222477610,-15.600000381469727,-11.300000190734863,-28,33.98602680971324,,80ec3f676e17debf
1498222477633,-15.600000381469727,-11.199999809265137,-27.899999618530273,33.87048839071683,,80ec3f676e17debf
1498222477682,-15.5,-11.100000381469727,-27.80000114440918,33.70905063339062,,80ec3f676e17debf
1498222477730,-15.600000381469727,-10.90000057220459,-27.600000381469727,33.52506582323364,,80ec3f676e17debf
1498222477761,-15.699999809265137,-11,-27.600000381469727,33.60431519909311,,80ec3f676e17debf
1498222477811,-15.699999809265137,-11,-27.399999618530273,33.44024430181161,,80ec3f676e17debf
1498222477829,-15.800000190734863,-11,-27.200000762939453,33.3238657158067,,80ec3f676e17debf
1498222477871,-15.800000190734863,-11,-27.100000381469727,33.242292844648006,,80ec3f676e17debf
1498222477930,-15.90000057220459,-11.100000381469727,-26.80000114440918,33.07960203510286,,80ec3f676e17debf
1498222477951,-16,-11.100000381469727,-26.80000114440918,33.12778377711673,,80ec3f676e17debf
1498222478012,-16.100000381469727,-11.300000190734863,-26.700000762939453,33.16308247226877,,80ec3f676e17debf
1498222478070,-16.100000381469727,-11.300000190734863,-26.399999618530273,32.92202887659815,,80ec3f676e17debf
1498222478111,-16.100000381469727,-11.40000057220459,-26.5,33.03664675306081,,80ec3f676e17debf
1498222478161,-16.100000381469727,-11.5,-26.700000762939453,33.23176246636783,,80ec3f676e17debf
1498222478201,-16.200000762939453,-11.5,-26.899999618530273,33.44099308200261,,80ec3f676e17debf
1498222478229,-16.100000381469727,-11.600000381469727,-27,33.50776081432537,,80ec3f676e17debf
1498222478272,-16,-11.600000381469727,-26.80000114440918,33.29864958353287,,80ec3f676e17debf
1498222478322,-15.90000057220459,-11.699999809265137,-26.80000114440918,33.2857336328428,,80ec3f676e17debf
1498222478351,-15.90000057220459,-11.800000190734863,-26.80000114440918,33.32101543440833,,80ec3f676e17debf
1498222478581,-15.5,-12,-26.100000381469727,32.64138511112321,,80ec3f676e17debf
1498222478609,-15.5,-11.90000057220459,-25.80000114440918,32.36510607973863,,80ec3f676e17debf
1498222478629,-15.5,-11.90000057220459,-25.700000762939453,32.28544667708149,,80ec3f676e17debf
1498222478677,-15.5,-11.800000190734863,-25.5,32.08956225150421,,80ec3f676e17debf
1498222478721,-15.40000057220459,-11.800000190734863,-25.5,32.041379876872696,,80ec3f676e17debf
1498222478751,-15.40000057220459,-11.800000190734863,-25.600000381469727,32.12102225647218,,80ec3f676e17debf
1498222478821,-15.5,-11.800000190734863,-25.899999618530273,32.40833230901828,,80ec3f676e17debf
1498222478872,-15.5,-11.90000057220459,-26,32.52476004322154,,80ec3f676e17debf
1498222478910,-15.5,-12,-26.200000762939453,32.72140069551673,,80ec3f676e17debf
1498222478949,-15.600000381469727,-12,-26.30000114440918,32.84889768844159,,80ec3f676e17debf
1498222479002,-15.600000381469727,-12.100000381469727,-26.5,33.04572619161591,,80ec3f676e17debf
1498222479034,-15.600000381469727,-12.199999809265137,-26.700000762939453,33.2428943814384,,80ec3f676e17debf
1498222479070,-15.600000381469727,-12.300000190734863,-26.80000114440918,33.3600071295495,,80ec3f676e17debf
1498222479122,-15.600000381469727,-12.40000057220459,-26.80000114440918,33.397007005183816,,80ec3f676e17debf
1498222479150,-15.600000381469727,-12.600000381469727,-27,33.632127878484965,,80ec3f676e17debf
1498222479189,-15.600000381469727,-12.600000381469727,-27.100000381469727,33.71246149147898,,80ec3f676e17debf
1498222479230,-15.600000381469727,-12.699999809265137,-27.200000762939453,33.8303123841732,,80ec3f676e17debf
1498222479262,-15.600000381469727,-12.699999809265137,-27.100000381469727,33.749963604942764,,80ec3f676e17debf
1498222479322,-15.699999809265137,-12.699999809265137,-26.80000114440918,33.55622199816361,,80ec3f676e17debf
1498222479349,-15.699999809265137,-12.600000381469727,-26.600000381469727,33.35880689650926,,80ec3f676e17debf
1498222479402,-15.699999809265137,-12.40000057220459,-26.399999618530273,33.124159777079626,,80ec3f676e17debf
1498222479430,-15.699999809265137,-12.40000057220459,-26.399999618530273,33.124159777079626,,80ec3f676e17debf
1498222479470,-15.699999809265137,-12.40000057220459,-26.399999618530273,33.124159777079626,,80ec3f676e17debf
1498222479511,-15.699999809265137,-12.199999809265137,-26.30000114440918,32.96998711023145,,80ec3f676e17debf
1498222479550,-15.699999809265137,-12.199999809265137,-26.399999618530273,33.049810097938014,,80ec3f676e17debf
1498222479601,-15.600000381469727,-12.100000381469727,-26.399999618530273,32.96558782228447,,80ec3f676e17debf
1498222479641,-15.699999809265137,-12,-26.600000381469727,33.136837323332,,80ec3f676e17debf
1498222479672,-15.699999809265137,-12.100000381469727,-26.600000381469727,33.17318181084049,,80ec3f676e17debf
1498222479721,-15.699999809265137,-12,-26.5,33.05661794912442,,80ec3f676e17debf
1498222479751,-15.800000190734863,-11.800000190734863,-26.5,33.03225703585531,,80ec3f676e17debf
1498222479801,-15.800000190734863,-11.800000190734863,-26.700000762939453,33.192921226238134,,80ec3f676e17debf
1498222479829,-15.90000057220459,-11.800000190734863,-26.80000114440918,33.32101543440833,,80ec3f676e17debf
1498222479864,-15.90000057220459,-11.800000190734863,-26.899999618530273,33.40149702726076,,80ec3f676e17debf
1498222479941,-15.90000057220459,-11.800000190734863,-27.100000381469727,33.56277778269007,,80ec3f676e17debf
1498222479993,-16,-11.699999809265137,-27.100000381469727,33.57528903180635,,80ec3f676e17debf
1498222480029,-16,-11.699999809265137,-27.200000762939453,33.65605482294556,,80ec3f676e17debf
1498222480073,-15.90000057220459,-11.699999809265137,-27.200000762939453,33.60863042527172,,80ec3f676e17debf
1498222480110,-15.90000057220459,-11.600000381469727,-27.100000381469727,33.4929852329477,,80ec3f676e17debf
1498222480162,-15.90000057220459,-11.5,-27,33.377537548737514,,80ec3f676e17debf
1498222480201,-15.90000057220459,-11.40000057220459,-27,33.3432154947787,,80ec3f676e17debf
1498222480230,-15.90000057220459,-11.40000057220459,-27.100000381469727,33.424243502448,,80ec3f676e17debf
1498222480270,-15.90000057220459,-11.300000190734863,-27,33.309158128940894,,80ec3f676e17debf
1498222480321,-15.800000190734863,-11.300000190734863,-27,33.261539378553344,,80ec3f676e17debf
1498222480342,-15.800000190734863,-11.300000190734863,-27,33.261539378553344,,80ec3f676e17debf
1498222480402,-15.800000190734863,-11.300000190734863,-26.80000114440918,33.09939656701593,,80ec3f676e17debf
1498222480442,-15.800000190734863,-11.300000190734863,-27,33.261539378553344,,80ec3f676e17debf
1498222480493,-15.699999809265137,-11.300000190734863,-27.100000381469727,33.295495594081025,,80ec3f676e17debf
1498222480523,-15.699999809265137,-11.300000190734863,-27.200000762939453,33.376938438557396,,80ec3f676e17debf
1498222480543,-15.699999809265137,-11.40000057220459,-27.200000762939453,33.41092671273443,,80ec3f676e17debf
1498222480610,-15.699999809265137,-11.5,-27.5,33.68961249753958,,80ec3f676e17debf
1498222480630,-15.699999809265137,-11.5,-27.5,33.68961249753958,,80ec3f676e17debf
1498222480672,-15.699999809265137,-11.5,-27.600000381469727,33.771289581536564,,80ec3f676e17debf
1498222480709,-15.800000190734863,-11.5,-27.700000762939453,33.899558086384374,,80ec3f676e17debf
1498222480753,-15.800000190734863,-11.40000057220459,-27.5,33.70237389418608,,80ec3f676e17debf
1498222480811,-15.800000190734863,-11.300000190734863,-27.5,33.66867983498989,,80ec3f676e17debf
1498222480829,-15.800000190734863,-11.40000057220459,-27.600000381469727,33.78402012592848,,80ec3f676e17debf
1498222480869,-15.699999809265137,-11.40000057220459,-27.5,33.65560869971367,,80ec3f676e17debf
1498222480920,-15.699999809265137,-11.40000057220459,-27.30000114440918,33.49238773230034,,80ec3f676e17debf
1498222480931,-15.699999809265137,-11.300000190734863,-27.399999618530273,33.54012434989247,,80ec3f676e17debf
1498222481001,-15.699999809265137,-11.300000190734863,-27.399999618530273,33.54012434989247,,80ec3f676e17debf
1498222481022,-15.699999809265137,-11.40000057220459,-27.399999618530273,33.57394742473263,,80ec3f676e17debf
1498222481072,-15.699999809265137,-11.40000057220459,-27.399999618530273,33.57394742473263,,80ec3f676e17debf
1498222481091,-15.699999809265137,-11.5,-27.600000381469727,33.771289581536564,,80ec3f676e17debf
1498222481181,-15.699999809265137,-11.5,-27.399999618530273,33.608033845567995,,80ec3f676e17debf
1498222481250,-15.600000381469727,-11.5,-27.30000114440918,33.479845503401606,,80ec3f676e17debf
1498222481262,-15.600000381469727,-11.5,-27.30000114440918,33.479845503401606,,80ec3f676e17debf
1498222481303,-15.600000381469727,-11.600000381469727,-27.200000762939453,33.43291874099526,,80ec3f676e17debf
1498222481362,-15.699999809265137,-11.600000381469727,-27.200000762939453,33.47969578576285,,80ec3f676e17debf
1498222481449,-15.800000190734863,-11.600000381469727,-27.100000381469727,33.4456282103763,,80ec3f676e17debf
1498222481481,-15.699999809265137,-11.600000381469727,-27.200000762939453,33.47969578576285,,80ec3f676e17debf
1498222481526,-15.699999809265137,-11.699999809265137,-27.399999618530273,33.676994200113704,,80ec3f676e17debf
1498222481551,-15.699999809265137,-11.600000381469727,-27.30000114440918,33.560989885792374,,80ec3f676e17debf
1498222481611,-15.699999809265137,-11.600000381469727,-27.399999618530273,33.64238326549156,,80ec3f676e17debf
1498222481641,-15.699999809265137,-11.699999809265137,-27.399999618530273,33.676994200113704,,80ec3f676e17debf
1498222481669,-15.600000381469727,-11.800000190734863,-27.399999618530273,33.6654120737111,,80ec3f676e17debf
1498222481725,-15.600000381469727,-12,-27.399999618530273,33.73603362281359,,80ec3f676e17debf
1498222481741,-15.600000381469727,-12,-27.5,33.8173034979009,,80ec3f676e17debf
1498222481792,-15.699999809265137,-12.199999809265137,-27.600000381469727,34.01602558115646,,80ec3f676e17debf
1498222481829,-15.600000381469727,-12.300000190734863,-27.700000762939453,34.087241945874155,,80ec3f676e17debf
1498222481861,-15.600000381469727,-12.40000057220459,-27.899999618530273,34.28600295717331,,80ec3f676e17debf
1498222481902,-15.600000381469727,-12.5,-27.899999618530273,34.32229580045123,,80ec3f676e17debf
1498222481941,-15.600000381469727,-12.5,-27.80000114440918,34.24105874180537,,80ec3f676e17debf
1498222481989,-15.600000381469727,-12.600000381469727,-27.899999618530273,34.358841639078825,,80ec3f676e17debf
1498222482022,-15.5,-12.5,-27.80000114440918,34.19561503892897,,80ec3f676e17debf
1498222482070,-15.5,-12.5,-27.5,33.95217224272992,,80ec3f676e17debf
1498222482121,-15.600000381469727,-12.40000057220459,-27.30000114440918,33.79955716717699,,80ec3f676e17debf
1498222482150,-15.600000381469727,-12.40000057220459,-27.100000381469727,33.63822319645396,,80ec3f676e17debf
1498222482189,-15.600000381469727,-12.5,-27.200000762939453,33.755740885434726,,80ec3f676e17debf
1498222482220,-15.699999809265137,-12.5,-27.399999618530273,33.963214496935414,,80ec3f676e17debf
1498222482280,-15.699999809265137,-12.699999809265137,-27.30000114440918,33.95688475969207,,80ec3f676e17debf
1498222482300,-15.699999809265137,-12.699999809265137,-27.30000114440918,33.95688475969207,,80ec3f676e17debf
1498222482351,-15.699999809265137,-12.800000190734863,-27.5,34.15523388634683,,80ec3f676e17debf
1498222482390,-15.600000381469727,-12.800000190734863,-27.600000381469727,34.19005757865063,,80ec3f676e17debf
1498222482421,-15.699999809265137,-12.800000190734863,-27.399999618530273,34.074770000126534,,80ec3f676e17debf
1498222482470,-15.699999809265137,-12.800000190734863,-27.399999618530273,34.074770000126534,,80ec3f676e17debf
1498222482502,-15.600000381469727,-12.699999809265137,-27.30000114440918,33.910765963300996,,80ec3f676e17debf
1498222482549,-15.600000381469727,-12.5,-27.30000114440918,33.836371775526416,,80ec3f676e17debf
1498222482610,-15.5,-12.5,-27.30000114440918,33.790383825320774,,80ec3f676e17debf
1498222482629,-15.5,-12.600000381469727,-27.30000114440918,33.827504324559996,,80ec3f676e17debf
1498222482669,-15.5,-12.5,-27.100000381469727,33.62900584584218,,80ec3f676e17debf
1498222482701,-15.600000381469727,-12.600000381469727,-27.30000114440918,33.87344187851694,,80ec3f676e17debf
1498222482750,-15.600000381469727,-12.600000381469727,-27.30000114440918,33.87344187851694,,80ec3f676e17debf
1498222482789,-15.699999809265137,-12.600000381469727,-27.399999618530273,34.000146304545055,,80ec3f676e17debf
1498222482829,-15.800000190734863,-12.699999809265137,-27.5,34.1640160501628,,80ec3f676e17debf
1498222482861,-15.800000190734863,-12.800000190734863,-27.600000381469727,34.28177388572466,,80ec3f676e17debf
1498222482922,-16,-12.800000190734863,-27.600000381469727,34.37440939655989,,80ec3f676e17debf
