timestamp, signal strength, UUID 
,,,80ec3f676e17debf
1498222476837,-101,,80ec3f676e17debf
1498222476956,-101,,80ec3f676e17debf
1498222477200,-101,,80ec3f676e17debf
1498222477298,-101,,80ec3f676e17debf
1498222477423,-101,,80ec3f676e17debf
1498222477499,-101,,80ec3f676e17debf
1498222477611,-101,,80ec3f676e17debf
1498222477706,-101,,80ec3f676e17debf
1498222477808,-101,,80ec3f676e17debf
1498222477902,-101,,80ec3f676e17debf
1498222478020,-101,,80ec3f676e17debf
1498222478100,-101,,80ec3f676e17debf
1498222478199,-101,,80ec3f676e17debf
1498222478309,-101,,80ec3f676e17debf
1498222478409,-101,,80ec3f676e17debf
1498222478609,-101,,80ec3f676e17debf
1498222478709,-101,,80ec3f676e17debf
1498222478820,-101,,80ec3f676e17debf
1498222478899,-101,,80ec3f676e17debf
1498222479000,-101,,80ec3f676e17debf
1498222479102,-101,,80ec3f676e17debf
1498222479199,-101,,80ec3f676e17debf
1498222479298,-101,,80ec3f676e17debf
1498222479404,-101,,80ec3f676e17debf
1498222479502,-101,,80ec3f676e17debf
1498222479601,-101,,80ec3f676e17debf
1498222479711,-101,,80ec3f676e17debf
1498222479804,-101,,80ec3f676e17debf
1498222479899,-101,,80ec3f676e17debf
1498222479998,-101,,80ec3f676e17debf
1498222480101,-101,,80ec3f676e17debf
1498222480205,-101,,80ec3f676e17debf
1498222480300,-101,,80ec3f676e17debf
1498222480401,-101,,80ec3f676e17debf
1498222480512,-101,,80ec3f676e17debf
1498222480607,-101,,80ec3f676e17debf
1498222480699,-101,,80ec3f676e17debf
1498222480820,-101,,80ec3f676e17debf
1498222480906,-101,,80ec3f676e17debf
1498222481004,-101,,80ec3f676e17debf
1498222481103,-101,,80ec3f676e17debf
1498222481205,-101,,80ec3f676e17debf
1498222481294,-101,,80ec3f676e17debf
1498222481401,-101,,80ec3f676e17debf
1498222481510,-101,,80ec3f676e17debf
1498222481605,-101,,80ec3f676e17debf
1498222481703,-101,,80ec3f676e17debf
1498222481792,-101,,80ec3f676e17debf
1498222481888,-101,,80ec3f676e17debf
1498222481992,-101,,80ec3f676e17debf
1498222482108,-101,,80ec3f676e17debf
1498222482190,-101,,80ec3f676e17debf
1498222482292,-101,,80ec3f676e17debf
1498222482399,-101,,80ec3f676e17debf
1498222482497,-101,,80ec3f676e17debf
1498222482612,-101,,80ec3f676e17debf
1498222482697,-101,,80ec3f676e17debf
1498222482791,-101,,80ec3f676e17debf
1498222482884,-101,,80ec3f676e17debf
1498222482989,-101,,80ec3f676e17debf
1498222483097,-101,,80ec3f676e17debf
1498222483203,-101,,80ec3f676e17debf
1498222483297,-101,,80ec3f676e17debf
1498222483408,-101,,80ec3f676e17debf
1498222483524,-101,,80ec3f676e17debf
1498222483611,-101,,80ec3f676e17debf
1498222483707,-101,,80ec3f676e17debf
