timestamp, lastAccessTime, proximity, UUID 
1497865930325,1497865930474,far,,80ec3f676e17debf
1497865930325,1497865930574,far,,80ec3f676e17debf
1497865930325,1497865930643,far,,80ec3f676e17debf
1497865930325,1497865930723,far,,80ec3f676e17debf
1497865930325,1497865930788,far,,80ec3f676e17debf
1497865930325,1497865930803,far,,80ec3f676e17debf
1497865930325,1497865930871,far,,80ec3f676e17debf
1497865930325,1497865930912,far,,80ec3f676e17debf
1497865930325,1497865930979,far,,80ec3f676e17debf
1497865930325,1497865930992,far,,80ec3f676e17debf
1497865930325,1497865931012,far,,80ec3f676e17debf
1497865930325,1497865931085,far,,80ec3f676e17debf
1497865930325,1497865931122,far,,80ec3f676e17debf
1497865930325,1497865931179,far,,80ec3f676e17debf
1497865930325,1497865931201,far,,80ec3f676e17debf
1497865930325,1497865931285,far,,80ec3f676e17debf
1497865930325,1497865931322,far,,80ec3f676e17debf
1497865930325,1497865931379,far,,80ec3f676e17debf
1497865930325,1497865931400,far,,80ec3f676e17debf
1497865930325,1497865931435,far,,80ec3f676e17debf
1497865930325,1497865931458,far,,80ec3f676e17debf
1497865930325,1497865931477,far,,80ec3f676e17debf
1497865930325,1497865931510,far,,80ec3f676e17debf
1497865930325,1497865931544,far,,80ec3f676e17debf
1497865930325,1497865931567,far,,80ec3f676e17debf
1497865930325,1497865931597,far,,80ec3f676e17debf
1497865930325,1497865931612,far,,80ec3f676e17debf
1497865930325,1497865931645,far,,80ec3f676e17debf
1497865930325,1497865931662,far,,80ec3f676e17debf
1497865930325,1497865931685,far,,80ec3f676e17debf
1497865930325,1497865931701,far,,80ec3f676e17debf
1497865930325,1497865931731,far,,80ec3f676e17debf
1497865930325,1497865931750,far,,80ec3f676e17debf
1497865930325,1497865931759,far,,80ec3f676e17debf
1497865930325,1497865931773,far,,80ec3f676e17debf
1497865930325,1497865931798,far,,80ec3f676e17debf
1497865930325,1497865931820,far,,80ec3f676e17debf
1497865930325,1497865931863,far,,80ec3f676e17debf
1497865930325,1497865931882,far,,80ec3f676e17debf
1497865930325,1497865931899,far,,80ec3f676e17debf
1497865930325,1497865931917,far,,80ec3f676e17debf
1497865930325,1497865931940,far,,80ec3f676e17debf
1497865930325,1497865931961,far,,80ec3f676e17debf
1497865930325,1497865931990,far,,80ec3f676e17debf
1497865930325,1497865932024,far,,80ec3f676e17debf
1497865930325,1497865932072,far,,80ec3f676e17debf
1497865930325,1497865932126,far,,80ec3f676e17debf
1497865930325,1497865932209,far,,80ec3f676e17debf
1497865930325,1497865932290,far,,80ec3f676e17debf
1497865930325,1497865932326,far,,80ec3f676e17debf
1497865930325,1497865932399,far,,80ec3f676e17debf
1497865930325,1497865932430,far,,80ec3f676e17debf
1497865930325,1497865932505,far,,80ec3f676e17debf
1497865930325,1497865932589,far,,80ec3f676e17debf
1497865930325,1497865932615,far,,80ec3f676e17debf
1497865930325,1497865932692,far,,80ec3f676e17debf
1497865930325,1497865932745,far,,80ec3f676e17debf
1497865930325,1497865932803,far,,80ec3f676e17debf
1497865930325,1497865932849,far,,80ec3f676e17debf
1497865930325,1497865932874,far,,80ec3f676e17debf
1497865930325,1497865932895,far,,80ec3f676e17debf
1497865930325,1497865932919,far,,80ec3f676e17debf
1497865930325,1497865932943,far,,80ec3f676e17debf
1497865930325,1497865932959,far,,80ec3f676e17debf
1497865930325,1497865932979,far,,80ec3f676e17debf
1497865930325,1497865933007,far,,80ec3f676e17debf
1497865930325,1497865933043,far,,80ec3f676e17debf
1497865930325,1497865933068,far,,80ec3f676e17debf
1497865930325,1497865933089,far,,80ec3f676e17debf
1497865930325,1497865933114,far,,80ec3f676e17debf
1497865930325,1497865933175,far,,80ec3f676e17debf
1497865930325,1497865933201,far,,80ec3f676e17debf
1497865930325,1497865933218,far,,80ec3f676e17debf
1497865930325,1497865933275,far,,80ec3f676e17debf
1497865930325,1497865933304,far,,80ec3f676e17debf
1497865930325,1497865933337,far,,80ec3f676e17debf
1497865930325,1497865933370,far,,80ec3f676e17debf
1497865930325,1497865933386,far,,80ec3f676e17debf
1497865930325,1497865933400,far,,80ec3f676e17debf
1497865930325,1497865933430,far,,80ec3f676e17debf
1497865930325,1497865933449,far,,80ec3f676e17debf
1497865930325,1497865933462,far,,80ec3f676e17debf
1497865930325,1497865933488,far,,80ec3f676e17debf
1497865930325,1497865933504,far,,80ec3f676e17debf
1497865930325,1497865933533,far,,80ec3f676e17debf
1497865930325,1497865933550,far,,80ec3f676e17debf
1497865930325,1497865933558,far,,80ec3f676e17debf
1497865930325,1497865933575,far,,80ec3f676e17debf
1497865930325,1497865933599,far,,80ec3f676e17debf
1497865930325,1497865933624,far,,80ec3f676e17debf
1497865930325,1497865933653,far,,80ec3f676e17debf
1497865930325,1497865933675,far,,80ec3f676e17debf
1497865930325,1497865933698,far,,80ec3f676e17debf
1497865930325,1497865933722,far,,80ec3f676e17debf
1497865930325,1497865933775,far,,80ec3f676e17debf
1497865930325,1497865933800,far,,80ec3f676e17debf
1497865930325,1497865933827,far,,80ec3f676e17debf
1497865930325,1497865933867,far,,80ec3f676e17debf
1497865930325,1497865933882,far,,80ec3f676e17debf
1497865930325,1497865933901,far,,80ec3f676e17debf
1497865930325,1497865933931,far,,80ec3f676e17debf
1497865930325,1497865933951,far,,80ec3f676e17debf
1497865930325,1497865933968,far,,80ec3f676e17debf
1497865930325,1497865933981,far,,80ec3f676e17debf
1497865930325,1497865933999,far,,80ec3f676e17debf
1497865930325,1497865934019,far,,80ec3f676e17debf
1497865930325,1497865934052,far,,80ec3f676e17debf
1497865930325,1497865934070,far,,80ec3f676e17debf
1497865930325,1497865934083,far,,80ec3f676e17debf
1497865930325,1497865934097,far,,80ec3f676e17debf
1497865930325,1497865934114,far,,80ec3f676e17debf
1497865930325,1497865934149,far,,80ec3f676e17debf
1497865930325,1497865934166,far,,80ec3f676e17debf
1497865930325,1497865934184,far,,80ec3f676e17debf
1497865930325,1497865934206,far,,80ec3f676e17debf
1497865930325,1497865934228,far,,80ec3f676e17debf
1497865930325,1497865934243,far,,80ec3f676e17debf
1497865930325,1497865934265,far,,80ec3f676e17debf
1497865930325,1497865934285,far,,80ec3f676e17debf
1497865930325,1497865934298,far,,80ec3f676e17debf
1497865930325,1497865934318,far,,80ec3f676e17debf
1497865930325,1497865934364,far,,80ec3f676e17debf
1497865930325,1497865934380,far,,80ec3f676e17debf
1497865930325,1497865934400,far,,80ec3f676e17debf
1497865930325,1497865934417,far,,80ec3f676e17debf
1497865930325,1497865934444,far,,80ec3f676e17debf
1497865930325,1497865934459,far,,80ec3f676e17debf
1497865930325,1497865934475,far,,80ec3f676e17debf
1497865930325,1497865934508,far,,80ec3f676e17debf
1497865930325,1497865934536,far,,80ec3f676e17debf
1497865930325,1497865934560,far,,80ec3f676e17debf
1497865930325,1497865934583,far,,80ec3f676e17debf
1497865930325,1497865934603,far,,80ec3f676e17debf
1497865930325,1497865934656,far,,80ec3f676e17debf
1497865930325,1497865934678,far,,80ec3f676e17debf
1497865930325,1497865934699,far,,80ec3f676e17debf
1497865930325,1497865934733,far,,80ec3f676e17debf
1497865930325,1497865934770,far,,80ec3f676e17debf
1497865930325,1497865934788,far,,80ec3f676e17debf
1497865930325,1497865934811,far,,80ec3f676e17debf
1497865930325,1497865934872,far,,80ec3f676e17debf
1497865930325,1497865934894,far,,80ec3f676e17debf
1497865930325,1497865934913,far,,80ec3f676e17debf
1497865930325,1497865934949,far,,80ec3f676e17debf
1497865930325,1497865934965,far,,80ec3f676e17debf
1497865930325,1497865934980,far,,80ec3f676e17debf
1497865930325,1497865934992,far,,80ec3f676e17debf
1497865930325,1497865935010,far,,80ec3f676e17debf
1497865930325,1497865935039,far,,80ec3f676e17debf
1497865930325,1497865935061,far,,80ec3f676e17debf
1497865930325,1497865935078,far,,80ec3f676e17debf
1497865930325,1497865935101,far,,80ec3f676e17debf
1497865930325,1497865935139,far,,80ec3f676e17debf
1497865930325,1497865935157,far,,80ec3f676e17debf
1497865930325,1497865935175,far,,80ec3f676e17debf
1497865930325,1497865935192,far,,80ec3f676e17debf
1497865930325,1497865935203,far,,80ec3f676e17debf
1497865930325,1497865935231,far,,80ec3f676e17debf
1497865930325,1497865935255,far,,80ec3f676e17debf
1497865930325,1497865935273,far,,80ec3f676e17debf
1497865930325,1497865935292,far,,80ec3f676e17debf
1497865930325,1497865935317,far,,80ec3f676e17debf
1497865930325,1497865935340,far,,80ec3f676e17debf
1497865930325,1497865935356,far,,80ec3f676e17debf
1497865930325,1497865935376,far,,80ec3f676e17debf
1497865930325,1497865935401,far,,80ec3f676e17debf
1497865930325,1497865935440,far,,80ec3f676e17debf
1497865930325,1497865935461,far,,80ec3f676e17debf
1497865930325,1497865935479,far,,80ec3f676e17debf
