timestamp, latitude, longitude, accuracy, UUID 
1497865932004,48.263882,11.6712327,19.423999786376953,,80ec3f676e17debf
1497865935523,48.263963,11.6710706,3.9000000953674316,,80ec3f676e17debf
1497865936480,48.2639647,11.6710596,32,,80ec3f676e17debf
1497865937477,48.263965,11.6710598,16,,80ec3f676e17debf
1497865938477,48.2639568,11.6710597,32,,80ec3f676e17debf
1497865939469,48.2639599,11.6710512,6,,80ec3f676e17debf
1497865940469,48.2639647,11.6710416,6,,80ec3f676e17debf
1497865938743,48.2639647,11.6710416,6.710000038146973,,80ec3f676e17debf
1497865942000,48.2639662,11.6710417,12,,80ec3f676e17debf
1497865943000,48.2639732,11.6710476,6,,80ec3f676e17debf
1497865944000,48.2639702,11.6710448,12,,80ec3f676e17debf
1497865945000,48.2639625,11.6710388,8,,80ec3f676e17debf
1497865946000,48.2639553,11.6710361,8,,80ec3f676e17debf
1497865947000,48.2639528,11.6710334,8,,80ec3f676e17debf
1497865948000,48.2639543,11.6710329,16,,80ec3f676e17debf
1497865949000,48.2639531,11.6710381,24,,80ec3f676e17debf
1497865950000,48.2639555,11.6710321,8,,80ec3f676e17debf
1497865951000,48.2639556,11.6710327,8,,80ec3f676e17debf
1497865952000,48.2639571,11.6710312,8,,80ec3f676e17debf
1497865953000,48.2639564,11.6710309,8,,80ec3f676e17debf
1497865954000,48.263957,11.6710273,12,,80ec3f676e17debf
1497865955000,48.2639585,11.6710265,16,,80ec3f676e17debf
1497865956000,48.2639685,11.6710355,8,,80ec3f676e17debf
1497865957000,48.2639739,11.6710416,16,,80ec3f676e17debf
1497865958000,48.2639757,11.6710391,16,,80ec3f676e17debf
1497865959000,48.2639796,11.6710422,24,,80ec3f676e17debf
1497865960000,48.263988,11.6710587,16,,80ec3f676e17debf
1497865961000,48.2639932,11.671063,24,,80ec3f676e17debf
1497865962000,48.2639947,11.6710571,24,,80ec3f676e17debf
1497865963000,48.2639982,11.6710519,24,,80ec3f676e17debf
1497865964000,48.2639982,11.6710519,24,,80ec3f676e17debf
1497865965000,48.2639982,11.6710519,12,,80ec3f676e17debf
1497865966000,48.2639982,11.6710519,16,,80ec3f676e17debf
1497865967000,48.2639982,11.6710519,96,,80ec3f676e17debf
1497865968000,48.2639982,11.6710519,96,,80ec3f676e17debf
1497865969000,48.2639982,11.6710519,48,,80ec3f676e17debf
1497865970000,48.2639982,11.6710519,96,,80ec3f676e17debf
1497865971000,48.2639982,11.6710519,48,,80ec3f676e17debf
1497865974307,48.2639982,11.6710519,48,,80ec3f676e17debf
1497865979356,48.2639982,11.6710519,48,,80ec3f676e17debf
1497865982618,48.263882,11.6712327,677.4190063476562,,80ec3f676e17debf
1497865987668,48.263882,11.6712327,743.0560302734375,,80ec3f676e17debf
1497865992681,48.2630783,11.6611028,1200,,80ec3f676e17debf
1497865997693,48.2630783,11.6611028,1200,,80ec3f676e17debf
1497866002704,48.2630783,11.6611028,1200,,80ec3f676e17debf
1497866007733,48.2630783,11.6611028,1200,,80ec3f676e17debf
1497866012719,48.2630783,11.6611028,1200,,80ec3f676e17debf
1497866017799,48.2630783,11.6611028,1200,,80ec3f676e17debf
1497866022782,48.2630783,11.6611028,1200,,80ec3f676e17debf
1497866027790,48.2630783,11.6611028,1200,,80ec3f676e17debf
