timestamp, light1, light2, light3, UUID 
1497865930490,121712,5673,121712,,80ec3f676e17debf
1497865930490,121712,5673,121712,,80ec3f676e17debf
1497865930676,120157,5665,120157,,80ec3f676e17debf
1497865930676,120157,5665,120157,,80ec3f676e17debf
1497865930874,121232,5637,121232,,80ec3f676e17debf
1497865930874,121232,5637,121232,,80ec3f676e17debf
1497865931029,126945,5617,126945,,80ec3f676e17debf
1497865931210,121372,5640,121372,,80ec3f676e17debf
1497865931210,121372,5640,121372,,80ec3f676e17debf
1497865931386,119311,5642,119311,,80ec3f676e17debf
1497865931386,119311,5642,119311,,80ec3f676e17debf
1497865931568,117503,5639,117503,,80ec3f676e17debf
1497865931568,117503,5639,117503,,80ec3f676e17debf
1497865931785,114645,5866,114645,,80ec3f676e17debf
1497865931785,114645,5866,114645,,80ec3f676e17debf
1497865931931,117202,5779,117202,,80ec3f676e17debf
1497865932106,118080,5759,118080,,80ec3f676e17debf
1497865932106,118080,5759,118080,,80ec3f676e17debf
1497865932286,118105,5808,118105,,80ec3f676e17debf
1497865932286,118105,5808,118105,,80ec3f676e17debf
1497865932467,118936,5645,118936,,80ec3f676e17debf
1497865932467,118936,5645,118936,,80ec3f676e17debf
1497865932647,118771,5602,118771,,80ec3f676e17debf
1497865932647,118771,5602,118771,,80ec3f676e17debf
1497865932829,117240,5829,117240,,80ec3f676e17debf
1497865933007,117532,5883,117532,,80ec3f676e17debf
1497865933007,117532,5883,117532,,80ec3f676e17debf
1497865933187,116179,5704,116179,,80ec3f676e17debf
1497865933187,116179,5704,116179,,80ec3f676e17debf
1497865933367,116336,5632,116336,,80ec3f676e17debf
1497865933367,116336,5632,116336,,80ec3f676e17debf
1497865933547,117415,5594,117415,,80ec3f676e17debf
1497865933547,117415,5594,117415,,80ec3f676e17debf
1497865933728,113915,5692,113915,,80ec3f676e17debf
1497865933728,113915,5692,113915,,80ec3f676e17debf
1497865933906,108073,5790,108073,,80ec3f676e17debf
1497865934086,107800,5986,107800,,80ec3f676e17debf
1497865934086,107800,5986,107800,,80ec3f676e17debf
1497865934266,108741,6050,108741,,80ec3f676e17debf
