UUID, meanHeading, class, timestamp 
80ec3f676e17debf,139.2408015786991,undefined,1498223754502
80ec3f676e17debf,137.23841056505734,undefined,1498223755565
80ec3f676e17debf,128.44606961583005,undefined,1498223756460
80ec3f676e17debf,123.2291961679172,undefined,1498223757595
80ec3f676e17debf,119.8861785633847,undefined,1498223758458
80ec3f676e17debf,121.84839319667095,undefined,1498223759527
80ec3f676e17debf,122.5955381091073,undefined,1498223760466
80ec3f676e17debf,121.77365205842592,undefined,1498223761469
80ec3f676e17debf,120.60671297065558,undefined,1498223762459
80ec3f676e17debf,120.41486458556408,undefined,1498223763465
80ec3f676e17debf,120.49189053989257,undefined,1498223764469
80ec3f676e17debf,119.68778257061942,undefined,1498223765458
80ec3f676e17debf,118.45636611713483,undefined,1498223766465
80ec3f676e17debf,117.52619090810506,undefined,1498223767489
80ec3f676e17debf,116.74532282484792,undefined,1498223768483
80ec3f676e17debf,115.67596495724096,undefined,1498223769470
80ec3f676e17debf,114.71585337545594,undefined,1498223770457
80ec3f676e17debf,114.39963687918846,undefined,1498223771528
80ec3f676e17debf,114.68288733341677,undefined,1498223772482
80ec3f676e17debf,114.88092177991362,undefined,1498223773461
80ec3f676e17debf,114.7065677900752,undefined,1498223774490
80ec3f676e17debf,114.43996660856624,undefined,1498223775459
80ec3f676e17debf,114.22134955603346,undefined,1498223776472
80ec3f676e17debf,114.01452925579278,undefined,1498223777636
80ec3f676e17debf,114.29774046579631,undefined,1498223778509
80ec3f676e17debf,114.73177336164709,undefined,1498223779466
80ec3f676e17debf,114.86080120457423,undefined,1498223780474
80ec3f676e17debf,115.42494480373507,undefined,1498223781468
80ec3f676e17debf,113.9109520165514,undefined,1498223782471
80ec3f676e17debf,113.59737180131677,undefined,1498223783499
80ec3f676e17debf,115.19083599923525,undefined,1498223784486
80ec3f676e17debf,116.26942385723237,undefined,1498223785481
80ec3f676e17debf,115.55897274349552,undefined,1498223786485
80ec3f676e17debf,112.09682310417735,undefined,1498223787451
80ec3f676e17debf,110.16217390856369,undefined,1498223788549
80ec3f676e17debf,118.64078532275411,undefined,1498223789475
80ec3f676e17debf,127.07955472872142,undefined,1498223790456
80ec3f676e17debf,137.31840131285756,undefined,1498223791539
80ec3f676e17debf,131.18514263134554,undefined,1498223792476
80ec3f676e17debf,97.87852862848642,undefined,1498223793700
80ec3f676e17debf,84.311512481735,undefined,1498223794465
80ec3f676e17debf,27.649939950109925,undefined,1498223795669
80ec3f676e17debf,346.49794222230753,undefined,1498223796460
80ec3f676e17debf,309.278276963894,undefined,1498223797468
80ec3f676e17debf,304.5474550484043,undefined,1498223798537
80ec3f676e17debf,308.5894693537699,undefined,1498223799516
80ec3f676e17debf,321.7048995986506,undefined,1498223800644
80ec3f676e17debf,318.07844491753,undefined,1498223801461
80ec3f676e17debf,317.50673049634065,undefined,1498223802472
80ec3f676e17debf,311.8712261627892,undefined,1498223803474
80ec3f676e17debf,306.17859562069043,undefined,1498223804598
80ec3f676e17debf,302.37236882107123,undefined,1498223805474
80ec3f676e17debf,304.19469056808975,undefined,1498223806473
80ec3f676e17debf,297.28634905657736,undefined,1498223807725
80ec3f676e17debf,281.79673788827967,undefined,1498223808460
80ec3f676e17debf,258.15721505178067,undefined,1498223809630
80ec3f676e17debf,250.11228263336952,undefined,1498223810479
80ec3f676e17debf,250.74211506136558,undefined,1498223811468
80ec3f676e17debf,260.5343843754991,undefined,1498223812468
80ec3f676e17debf,262.6208103402927,undefined,1498223813491
80ec3f676e17debf,262.2744478040564,undefined,1498223814470
80ec3f676e17debf,259.7882939758123,undefined,1498223815459
80ec3f676e17debf,258.1226298786082,undefined,1498223816462
80ec3f676e17debf,257.3967218938502,undefined,1498223817454
80ec3f676e17debf,254.76460832927427,undefined,1498223818454
80ec3f676e17debf,252.3666011165468,undefined,1498223819460
80ec3f676e17debf,259.7108481235576,undefined,1498223820755
80ec3f676e17debf,276.7240471237242,undefined,1498223821456
80ec3f676e17debf,294.3086908573012,undefined,1498223822465
80ec3f676e17debf,285.4079441652257,undefined,1498223823548
80ec3f676e17debf,273.81234559067013,undefined,1498223824467
80ec3f676e17debf,267.8920482969387,undefined,1498223825744
80ec3f676e17debf,263.45160575084446,undefined,1498223826458
80ec3f676e17debf,256.38680662370996,undefined,1498223827458
80ec3f676e17debf,244.8272823536028,undefined,1498223828696
80ec3f676e17debf,232.00177680897892,undefined,1498223829461
80ec3f676e17debf,223.59693629303231,undefined,1498223830458
80ec3f676e17debf,214.31178229221945,undefined,1498223831467
80ec3f676e17debf,208.99419062922254,undefined,1498223832501
80ec3f676e17debf,189.7526079761662,undefined,1498223833460
80ec3f676e17debf,178.81062258342135,undefined,1498223834474
80ec3f676e17debf,178.05562709457712,undefined,1498223835457
80ec3f676e17debf,183.83104761396066,undefined,1498223836466
80ec3f676e17debf,180.08733304271465,undefined,1498223837469
80ec3f676e17debf,163.48279811850978,undefined,1498223838452
80ec3f676e17debf,137.3260757546072,undefined,1498223839464
80ec3f676e17debf,114.49453509488495,undefined,1498223840517
80ec3f676e17debf,100.23456949039354,undefined,1498223841463
80ec3f676e17debf,88.17777035042069,undefined,1498223842460
80ec3f676e17debf,76.33603820524637,undefined,1498223843468
80ec3f676e17debf,49.47414904856539,undefined,1498223844453
80ec3f676e17debf,19.727954944831854,undefined,1498223845472
