timestamp, latitude, longitude, accuracy, UUID 
1498223740182,48.2647738,11.6724533,82.5,,80ec3f676e17debf
1499645103653,48.2647738,11.6724533,87.5999984741211,,80ec3f676e17debf
1498223761367,48.2647459,11.6715752,24,,80ec3f676e17debf
1498223762367,48.2647379,11.6715957,24,,80ec3f676e17debf
1498223762999,48.2647205,11.6716061,24,,80ec3f676e17debf
1498223763999,48.264696,11.6715985,24,,80ec3f676e17debf
1498223764999,48.264678,11.6715886,24,,80ec3f676e17debf
1498223765999,48.2646429,11.6715681,24,,80ec3f676e17debf
1498223766999,48.2646245,11.6715419,24,,80ec3f676e17debf
1498223767999,48.2646072,11.6715411,48,,80ec3f676e17debf
1498223768999,48.2646026,11.6715631,48,,80ec3f676e17debf
1498223769999,48.2645986,11.6715726,32,,80ec3f676e17debf
1498223770999,48.2645949,11.6715827,48,,80ec3f676e17debf
1498223771999,48.2645974,11.6715753,24,,80ec3f676e17debf
1498223772999,48.2646009,11.6715674,48,,80ec3f676e17debf
1498223773999,48.2646036,11.6715571,32,,80ec3f676e17debf
1498223774999,48.2646074,11.6715475,32,,80ec3f676e17debf
1498223775999,48.2646125,11.6715363,32,,80ec3f676e17debf
1498223776999,48.2646146,11.6715249,32,,80ec3f676e17debf
1498223777999,48.2646194,11.6715071,24,,80ec3f676e17debf
1498223778999,48.2646234,11.6715014,24,,80ec3f676e17debf
1498223779999,48.2646226,11.6714954,12,,80ec3f676e17debf
1498223778741,48.2646226,11.6714954,15.67300033569336,,80ec3f676e17debf
1498223780999,48.2646214,11.6715066,16,,80ec3f676e17debf
1498223781999,48.2646234,11.6715094,16,,80ec3f676e17debf
1498223782999,48.2649383,11.6712866,8,,80ec3f676e17debf
1498223783999,48.2646365,11.6714953,16,,80ec3f676e17debf
1498223784999,48.264644,11.6714807,16,,80ec3f676e17debf
1498223785999,48.2646456,11.6714582,16,,80ec3f676e17debf
1498223786999,48.2646456,11.6714582,24,,80ec3f676e17debf
1498223787999,48.2646456,11.6714582,12,,80ec3f676e17debf
1498223788999,48.2646456,11.6714582,16,,80ec3f676e17debf
1498223789999,48.2646598,11.6713996,32,,80ec3f676e17debf
1498223790999,48.2646647,11.6713867,24,,80ec3f676e17debf
1498223791999,48.2646734,11.6713709,24,,80ec3f676e17debf
1498223792999,48.2646821,11.6713539,24,,80ec3f676e17debf
1498223793999,48.2646898,11.6713383,48,,80ec3f676e17debf
1498223794999,48.2646967,11.6713226,48,,80ec3f676e17debf
1498223796999,48.2647106,11.6712883,32,,80ec3f676e17debf
1498223796664,48.2647106,11.6712883,47.67599868774414,,80ec3f676e17debf
1498223814811,48.2647738,11.6724533,110,,80ec3f676e17debf
1499645103718,48.2647738,11.6724533,128.89999389648438,,80ec3f676e17debf
1499645103722,48.2647738,11.6724533,110,,80ec3f676e17debf
1499645103727,48.2647738,11.6724533,142.5,,80ec3f676e17debf
1498223833843,48.2647738,11.6724533,194.4010009765625,,80ec3f676e17debf
1498223838843,48.2647738,11.6724533,259.4010009765625,,80ec3f676e17debf
1498223843849,48.2647738,11.6724533,324.47900390625,,80ec3f676e17debf
