timestamp, light1, light2, light3, UUID 
1498223753628,44475,5864,44475,,80ec3f676e17debf
1498223753796,46754,5823,46754,,80ec3f676e17debf
1498223753796,46754,5823,46754,,80ec3f676e17debf
1498223753977,49449,5606,49449,,80ec3f676e17debf
1498223753977,49449,5606,49449,,80ec3f676e17debf
1498223753977,49449,5606,49449,,80ec3f676e17debf
1498223754160,48959,5731,48959,,80ec3f676e17debf
1498223754340,49742,5744,49742,,80ec3f676e17debf
1498223754340,49742,5744,49742,,80ec3f676e17debf
1498223754518,50302,5708,50302,,80ec3f676e17debf
1498223754518,50302,5708,50302,,80ec3f676e17debf
1498223754702,49647,5803,49647,,80ec3f676e17debf
1498223754702,49647,5803,49647,,80ec3f676e17debf
1498223754884,48901,5837,48901,,80ec3f676e17debf
1498223754884,48901,5837,48901,,80ec3f676e17debf
1498223755056,49738,5813,49738,,80ec3f676e17debf
1498223755235,47698,5764,47698,,80ec3f676e17debf
1498223755235,47698,5764,47698,,80ec3f676e17debf
1498223755416,48415,5808,48415,,80ec3f676e17debf
1498223755596,47859,5870,47859,,80ec3f676e17debf
1498223755596,47859,5870,47859,,80ec3f676e17debf
1498223755596,47859,5870,47859,,80ec3f676e17debf
1498223755781,47356,5913,47356,,80ec3f676e17debf
1498223755781,47356,5913,47356,,80ec3f676e17debf
1498223755959,46944,5928,46944,,80ec3f676e17debf
1498223756138,47146,5899,47146,,80ec3f676e17debf
1498223756138,47146,5899,47146,,80ec3f676e17debf
1498223756319,46939,5867,46939,,80ec3f676e17debf
1498223756319,46939,5867,46939,,80ec3f676e17debf
1498223756497,47104,5846,47104,,80ec3f676e17debf
1498223756497,47104,5846,47104,,80ec3f676e17debf
1498223756682,47660,5804,47660,,80ec3f676e17debf
1498223756682,47660,5804,47660,,80ec3f676e17debf
1498223756855,47533,5894,47533,,80ec3f676e17debf
1498223757036,47900,5864,47900,,80ec3f676e17debf
1498223757036,47900,5864,47900,,80ec3f676e17debf
1498223757216,47327,5844,47327,,80ec3f676e17debf
1498223757216,47327,5844,47327,,80ec3f676e17debf
1498223757396,47492,5842,47492,,80ec3f676e17debf
1498223757576,47689,5832,47689,,80ec3f676e17debf
1498223757757,47611,5940,47611,,80ec3f676e17debf
1498223757945,47838,5920,47838,,80ec3f676e17debf
1498223757945,47838,5920,47838,,80ec3f676e17debf
1498223758117,47867,5910,47867,,80ec3f676e17debf
1498223758117,47867,5910,47867,,80ec3f676e17debf
1498223758301,47838,5920,47838,,80ec3f676e17debf
1498223758301,47838,5920,47838,,80ec3f676e17debf
1498223758480,48015,5883,48015,,80ec3f676e17debf
1498223758480,48015,5883,48015,,80ec3f676e17debf
1498223758660,48069,5882,48069,,80ec3f676e17debf
1498223758836,48184,5863,48184,,80ec3f676e17debf
1498223758836,48184,5863,48184,,80ec3f676e17debf
1498223759016,48353,5844,48353,,80ec3f676e17debf
1498223759016,48353,5844,48353,,80ec3f676e17debf
1498223759196,48547,5833,48547,,80ec3f676e17debf
1498223759196,48547,5833,48547,,80ec3f676e17debf
1498223759376,49025,5803,49025,,80ec3f676e17debf
1498223759556,48996,5830,48996,,80ec3f676e17debf
1498223759737,49704,5765,49704,,80ec3f676e17debf
1498223759737,49704,5765,49704,,80ec3f676e17debf
1498223759917,49758,5782,49758,,80ec3f676e17debf
1498223759917,49758,5782,49758,,80ec3f676e17debf
1498223760096,49255,5803,49255,,80ec3f676e17debf
1498223760096,49255,5803,49255,,80ec3f676e17debf
1498223760279,48831,5832,48831,,80ec3f676e17debf
1498223760279,48831,5832,48831,,80ec3f676e17debf
1498223760462,48831,5832,48831,,80ec3f676e17debf
1498223760641,48888,5832,48888,,80ec3f676e17debf
1498223760641,48888,5832,48888,,80ec3f676e17debf
1498223760821,48942,5831,48942,,80ec3f676e17debf
1498223760821,48942,5831,48942,,80ec3f676e17debf
1498223760997,49251,5820,49251,,80ec3f676e17debf
1498223761176,49449,5810,49449,,80ec3f676e17debf
1498223761176,49449,5810,49449,,80ec3f676e17debf
1498223761356,49193,5820,49193,,80ec3f676e17debf
1498223761356,49193,5820,49193,,80ec3f676e17debf
1498223761537,49502,5809,49502,,80ec3f676e17debf
1498223761537,49502,5809,49502,,80ec3f676e17debf
1498223761717,49527,5817,49527,,80ec3f676e17debf
1498223761717,49527,5817,49527,,80ec3f676e17debf
1498223761900,49391,5810,49391,,80ec3f676e17debf
1498223762076,49305,5819,49305,,80ec3f676e17debf
1498223762076,49305,5819,49305,,80ec3f676e17debf
1498223762076,49305,5819,49305,,80ec3f676e17debf
1498223762260,49280,5811,49280,,80ec3f676e17debf
1498223762436,48996,5830,48996,,80ec3f676e17debf
1498223762436,48996,5830,48996,,80ec3f676e17debf
1498223762616,49144,5804,49144,,80ec3f676e17debf
1498223762616,49144,5804,49144,,80ec3f676e17debf
1498223762797,48892,5814,48892,,80ec3f676e17debf
1498223762797,48892,5814,48892,,80ec3f676e17debf
1498223762977,48666,5833,48666,,80ec3f676e17debf
1498223762977,48666,5833,48666,,80ec3f676e17debf
1498223763156,48526,5844,48526,,80ec3f676e17debf
1498223763336,48526,5844,48526,,80ec3f676e17debf
1498223763336,48526,5844,48526,,80ec3f676e17debf
1498223763517,48666,5833,48666,,80ec3f676e17debf
1498223763517,48666,5833,48666,,80ec3f676e17debf
1498223763697,48501,5817,48501,,80ec3f676e17debf
